GLITTER! 4.5b1: Laser Ablation Analysis Results

G:\For edit 2017-04-20 EMP UPDATED Windows reselected\run3.b
Created: Fri Sep 29 17:18:18 2017

All values are reported in ppm

GLITTER!: Trace Element Concentrations MDL filtered.
Element,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03,FS4-1,FS4-2,FS4-3,FS4-4,FS4-5,FS4-6,FS4-7,FS4-8,FS4-9,FS4-10,STD610-07,STD610-08,612-07,612-08,BCR-2g-04,SCO-1-04,SCO-2-04
P31,37.31,36.56,4.34,5.16,124.98,1.84,1.99,2.06,2.57,1.50,1.43,2.25,2.08,2.12,2.38,2.54,2.12,35.75,34.96,4.60,5.18,122.16,1.75,1.95
Ca43,2613.45,2612.55,2708.00,2716.62,1621.88,29.52,30.96,18.39,17.95,9.35,8.47,15.63,9.55,10.22,10.04,9.50,9.77,2614.67,2613.66,2709.98,2713.98,1623.49,30.11,32.86
Ca44,2583.28,2552.34,2654.27,2672.51,1594.57,26.15,29.61,23.22,22.54,14.79,15.30,22.19,15.83,15.88,16.21,15.29,15.47,2544.02,2584.86,2692.50,2700.12,1595.28,25.34,29.93
Sc45,12.59,12.52,1.31,1.33,1.05,0.25,0.22,0.18,0.19,0.19,0.19,0.18,0.18,0.17,0.16,0.16,0.16,13.00,13.18,1.34,1.36,1.05,0.24,0.21
Ti47,14.79,14.60,1.55,1.72,441.72,0.44,1.45,3.99,3.46,3.76,3.54,3.52,3.78,3.71,4.22,4.22,4.30,14.47,14.54,1.62,1.66,441.62,0.41,1.41
Ti49,14.88,14.52,1.59,1.71,441.57,0.45,1.40,3.97,3.46,3.58,3.51,3.52,3.79,3.66,4.16,4.15,4.19,14.70,14.75,1.58,1.68,441.34,0.46,1.39
V51,13.99,13.90,1.16,1.21,13.20,0.11,0.20,0.35,0.37,0.12,0.12,0.37,0.15,0.15,0.19,0.18,0.18,13.56,13.53,1.14,1.16,13.18,0.11,0.21
Cr53,14.43,14.71,1.43,1.48,0.69,5.01,9.60,12.49,13.35,7.26,7.20,13.39,9.64,9.52,8.30,3.93,3.94,14.79,14.57,1.52,1.50,0.70,5.23,9.84
Mn55,13.43,13.35,1.17,1.22,47.86,33.70,29.98,32.21,33.59,32.29,33.56,35.45,37.23,36.83,28.93,32.53,31.99,13.26,13.37,1.17,1.19,47.90,34.98,30.32
Co59,12.76,12.62,1.06,1.12,1.20,4.59,4.70,4.84,5.22,4.67,4.78,5.17,5.00,5.03,4.67,4.64,4.52,12.54,12.44,1.03,1.06,1.20,4.64,4.76
Ni60,14.73,14.76,1.30,1.33,0.47,101.17,105.52,103.39,107.93,113.35,111.38,108.50,114.49,115.38,96.63,102.83,99.54,14.89,15.10,1.30,1.37,0.47,104.37,110.38
Ni62,11.15,11.19,1.22,1.28,0.65,76.25,80.40,77.55,81.16,86.98,86.99,83.76,88.30,88.66,74.45,77.62,75.69,11.36,11.38,1.21,1.37,0.67,79.17,81.02
Cu63,16.07,15.96,1.36,1.39,0.69,0.052,0.18,0.30,0.32,0.033,0.030,0.32,0.039,0.041,0.093,0.11,0.094,15.88,15.87,1.33,1.34,0.69,0.057,0.17
Zn66,9.88,10.01,0.91,0.92,3.93,1.30,1.56,1.99,2.12,1.33,1.33,2.07,1.55,1.65,1.71,2.22,2.10,9.87,10.06,0.90,0.90,3.93,1.35,1.57
Zn67,7.98,8.25,0.85,0.91,3.98,1.10,1.30,1.54,1.65,1.07,1.06,1.63,1.24,1.27,1.28,1.72,1.64,8.11,8.09,0.88,0.90,4.00,1.17,1.30
Ga69,3.86,3.92,0.32,0.34,0.70,0.0024,0.0029,0.0038,0.0044,0.0010,0.0012,0.0040,0.0019,0.0019,0.0024,0.0027,0.0028,4.03,4.07,0.35,0.35,0.70,0.0022,0.0033
Sr88,16.24,16.40,2.51,2.55,10.55,0.0037,0.0038,0.0020,0.0018,0.0016,0.00092,0.0020,0.0015,0.0015,0.00075,0.0014,0.0013,16.29,16.44,2.54,2.54,10.55,0.0051,0.0034
Y89,18.14,17.72,1.49,1.50,1.12,0.0063,0.0088,0.0029,0.0029,0.0023,0.0028,0.0024,0.0024,0.0022,0.0021,0.0024,0.0012,17.90,17.83,1.51,1.49,1.12,0.0075,0.011
Zr90,16.70,16.43,1.46,1.47,5.87,0.013,0.010,0.014,0.012,0.028,0.028,0.011,0.018,0.019,0.015,0.015,0.015,16.46,16.42,1.46,1.46,5.87,0.013,0.012
Nb93,14.42,14.24,1.21,1.23,0.40,0.0029,0.0025,0.0025,0.0019,0.016,0.016,0.0024,0.0071,0.0062,0.0049,0.0061,0.0053,13.97,14.22,1.19,1.19,0.40,0.0034,0.0017
Ba135,13.85,13.98,1.36,1.43,21.14,0.026,0.040,0.013,0.012,<0.00,0.0055,0.0039,0.015,0.018,0.011,0.0067,0.015,13.85,14.14,1.36,1.39,21.16,0.023,0.030
Ba137,13.85,13.82,1.27,1.36,21.07,0.017,0.016,0.0023,0.011,0.011,0.0045,0.0049,0.0068,0.0036,0.012,0.0050,0.0066,13.85,14.16,1.34,1.33,21.08,0.040,0.0094
La139,14.48,14.34,1.20,1.23,0.78,0.0034,0.0018,0.0012,0.0019,0.0012,0.00079,0.00069,0.00069,0.00039,0.0013,0.00082,<0.00,14.43,14.42,1.21,1.22,0.78,0.0021,0.0012
Ce140,14.65,14.49,1.24,1.27,1.65,0.0024,0.00062,0.0015,0.0015,0.00084,0.0011,0.0010,0.00055,0.00084,0.0016,0.0019,0.00095,14.50,14.69,1.26,1.24,1.65,0.0016,0.0024
Gd157,16.77,16.52,1.45,1.50,0.27,0.017,0.011,0.0068,0.0085,0.0039,0.0045,0.0073,0.0039,0.0043,0.0061,0.0096,0.0056,16.52,16.40,1.44,1.47,0.27,0.020,0.016
Yb172,16.11,15.77,1.39,1.42,0.14,0.0094,0.0073,0.0058,0.0021,0.0037,0.0026,0.0055,0.0050,<0.00,0.0036,0.0011,0.0037,16.91,16.73,1.45,1.49,0.15,0.015,0.010

GLITTER!: Minimum detection limits (99% confidence).
Element,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03,FS4-1,FS4-2,FS4-3,FS4-4,FS4-5,FS4-6,FS4-7,FS4-8,FS4-9,FS4-10,STD610-07,STD610-08,612-07,612-08,BCR-2g-04,SCO-1-04,SCO-2-04
Li7,0.140,0.136,0.177,0.229,0.149,0.146,0.135,0.0629,0.0783,0.0619,0.0612,0.0620,0.0623,0.0697,0.0679,0.0607,0.0581,0.142,0.138,0.181,0.207,0.151,0.153,0.143
B11,0.0392,0.0384,0.0497,0.0625,0.0431,0.0438,0.0438,0.0193,0.0240,0.0186,0.0188,0.0194,0.0194,0.0215,0.0211,0.0194,0.0194,0.0486,0.0480,0.0614,0.0746,0.0551,0.0526,0.0529
Na23,0.368,0.364,0.488,0.634,0.417,0.393,0.373,0.170,0.210,0.165,0.162,0.164,0.164,0.180,0.177,0.158,0.154,0.373,0.372,0.494,0.611,0.415,0.407,0.385
Mg24,0.433,0.118,0.145,0.178,0.112,0.129,0.384,0.0470,0.231,0.101,0.175,0.134,0.157,0.246,0.239,0.108,0.193,0.405,0.115,0.151,0.180,0.126,0.167,0.138
Mg25,0.794,0.291,0.377,0.449,0.349,0.307,0.383,0.130,0.717,0.376,0.412,0.505,0.245,0.352,1.32,0.537,0.331,0.969,0.297,0.398,0.456,0.328,0.361,0.602
Mg26,1.25,1.06,1.40,1.79,1.16,1.14,1.29,0.490,0.904,0.622,0.578,0.663,0.531,0.742,0.705,0.577,0.464,1.63,0.997,1.40,1.59,1.18,1.21,1.20
Al27,0.132,0.147,0.231,0.259,0.166,0.180,0.146,0.0673,0.0810,0.0642,0.0630,0.0635,0.0628,0.0703,0.0651,0.0597,0.0532,0.138,0.151,0.202,0.233,0.190,0.247,0.149
Si29,58.62,58.78,75.45,96.08,63.32,60.39,59.20,26.98,31.05,24.78,24.36,24.49,24.36,26.33,25.98,23.11,22.49,53.02,52.03,67.69,81.82,59.46,56.94,54.29
Si30,389.27,384.38,493.92,632.80,419.72,394.26,386.83,179.26,211.95,167.09,165.56,168.06,167.30,181.86,179.07,159.66,155.33,374.34,360.69,471.29,559.54,408.99,392.28,376.01
P31,3.82,3.98,5.27,6.59,4.31,4.24,4.03,1.78,2.08,1.64,1.64,1.63,1.65,1.79,1.72,1.55,1.51,3.61,3.68,4.97,5.81,4.18,4.13,3.82
Ca43,35.41,42.91,51.53,70.61,44.07,48.63,41.43,19.52,23.37,16.60,14.50,18.61,16.94,19.47,18.09,19.58,18.12,45.70,38.63,63.55,64.44,50.67,52.03,47.38
Ca44,20.70,20.72,26.12,33.79,22.59,21.43,21.05,9.84,11.56,9.12,8.80,9.12,9.01,9.90,9.74,8.82,8.48,20.30,19.49,25.20,29.95,21.67,21.24,20.30
Sc45,0.0939,0.0923,0.123,0.162,0.110,0.105,0.0950,0.0439,0.0548,0.0435,0.0443,0.0457,0.0453,0.0511,0.0484,0.0418,0.0437,0.106,0.0959,0.128,0.153,0.116,0.115,0.119
Ti47,0.297,0.272,0.320,0.321,0.290,0.463,0.262,0.205,0.165,0.147,0.121,0.135,0.151,0.157,0.143,0.152,0.130,0.317,0.338,0.381,0.511,0.299,0.381,0.296
Ti49,0.674,0.675,0.728,1.34,0.783,0.729,0.761,0.286,0.344,0.272,0.288,0.260,0.293,0.295,0.276,0.255,0.277,0.667,0.647,0.693,0.843,0.717,0.614,0.461
V51,0.0425,0.0363,0.0336,0.0623,0.0342,0.0354,0.0368,0.0159,0.0180,0.0193,0.0169,0.0165,0.0172,0.0158,0.0170,0.0146,0.0158,0.0429,0.0354,0.0363,0.0476,0.0344,0.0426,0.0334
Cr53,0.602,0.525,0.696,0.832,0.553,0.541,0.603,0.269,0.316,0.253,0.233,0.239,0.276,0.290,0.260,0.245,0.233,0.556,0.487,0.720,0.819,0.589,0.666,0.547
Mn55,0.186,0.186,0.235,0.306,0.201,0.193,0.187,0.0867,0.106,0.0806,0.0808,0.0810,0.0832,0.0885,0.0883,0.0811,0.0818,0.189,0.181,0.245,0.293,0.212,0.205,0.194
Co59,0.0132,0.0189,0.0196,0.0244,0.0162,0.0200,0.00877,0.00834,0.00698,0.00638,0.00782,0.00711,0.0103,0.0149,0.00631,0.00945,0.00667,0.0145,0.0177,0.0277,0.0201,0.0183,0.0157,0.0139
Ni60,0.118,0.0959,0.143,0.138,<0.00000,0.0782,0.0897,0.0229,0.0706,0.0588,0.0512,0.0478,0.0470,0.0664,0.0581,0.0509,0.0562,0.119,0.0904,0.0799,0.115,0.0913,0.0703,0.0912
Ni62,0.308,0.280,<0.00000,<0.00000,<0.00000,0.405,0.208,0.130,0.0678,0.132,0.164,0.0761,<0.00000,0.119,0.162,0.0523,0.169,0.249,0.207,<0.00000,0.455,<0.00000,0.303,0.365
Cu63,0.0448,0.0449,0.0666,0.0671,0.0398,0.0302,0.0584,0.0247,0.0217,0.0144,0.0201,0.0186,0.0182,0.0184,0.0153,0.0180,0.0200,0.0514,0.0526,0.0738,0.0737,0.0544,0.0566,0.0417
Zn66,0.172,0.187,0.199,0.239,0.159,0.160,0.172,0.0683,0.0773,0.0582,0.0635,0.0740,0.0718,0.0680,0.0716,0.0650,0.0689,0.165,0.164,0.206,0.216,0.167,0.141,0.161
Zn67,0.216,0.334,0.311,0.433,0.279,0.298,0.278,0.132,0.169,0.106,0.110,0.150,0.146,0.163,0.157,0.129,0.123,0.277,0.332,0.343,0.322,0.223,0.142,0.135
Ga69,0.00308,0.00704,0.00670,0.00603,0.00371,0.00583,<0.00000,0.00110,<0.00000,0.00158,0.00224,0.00159,0.00130,0.00238,0.00120,0.00127,0.00138,0.00302,0.00356,0.00532,0.00934,0.00403,0.00288,0.00354
Sr88,<0.00000,0.0121,0.0143,0.00767,<0.00000,0.00976,0.00829,0.00422,<0.00000,0.00370,0.00206,0.00427,0.00303,0.00408,<0.00000,0.00413,0.00285,0.00490,0.00942,0.00860,0.0103,<0.00000,0.0141,0.00715
Y89,0.0107,0.0171,0.0172,0.0143,<0.00000,<0.00000,0.00890,0.00392,0.00502,0.00688,<0.00000,0.00397,0.00563,0.00536,0.00517,0.00470,<0.00000,<0.00000,0.00618,0.0265,0.0191,0.00694,0.00698,0.0187
Zr90,0.0124,0.0172,0.0309,0.0203,0.0269,<0.00000,<0.00000,<0.00000,<0.00000,<0.00000,<0.00000,0.00972,<0.00000,0.0107,<0.00000,<0.00000,<0.00000,<0.00000,0.0213,0.0275,<0.00000,0.0138,<0.00000,0.0186
Nb93,0.00714,0.00808,0.0126,0.00952,0.00631,0.00739,0.00591,0.00260,<0.00000,<0.00000,<0.00000,<0.00000,<0.00000,0.00287,<0.00000,0.00355,<0.00000,0.00728,0.00805,0.0187,<0.00000,0.0119,<0.00000,<0.00000
Ba135,0.0543,0.0533,<0.00000,0.126,0.0836,0.0567,0.111,0.0346,<0.00000,<0.00000,<0.00000,<0.00000,0.0352,0.0547,<0.00000,<0.00000,0.0404,<0.00000,0.0772,<0.00000,0.119,<0.00000,0.0616,0.0828
Ba137,<0.00000,0.0431,0.0673,0.0722,<0.00000,0.0459,0.0450,<0.00000,0.0254,0.0318,<0.00000,0.0142,0.0143,<0.00000,0.0303,<0.00000,0.0134,0.0462,0.0627,0.0405,<0.00000,<0.00000,0.128,<0.00000
La139,0.00493,0.00966,0.0184,0.00807,<0.00000,0.00887,<0.00000,0.00312,0.00489,0.00316,<0.00000,0.00223,0.00224,<0.00000,0.00236,0.00215,<0.00000,<0.00000,0.0195,0.0109,0.00754,0.00946,0.00549,<0.00000
Ce140,0.00381,0.00528,0.00475,<0.00000,0.00923,0.00684,<0.00000,0.00417,0.00377,0.00243,0.00287,0.00243,<0.00000,0.00189,0.00364,0.00234,<0.00000,0.00553,0.00750,<0.00000,0.00820,0.00420,<0.00000,0.00693
Gd157,0.0377,0.0370,0.0577,<0.00000,0.0290,0.0555,0.0272,0.0120,0.0265,<0.00000,0.0117,0.0171,<0.00000,<0.00000,0.0128,0.0261,0.0161,0.0553,0.0530,0.0484,0.0580,<0.00000,0.0597,0.0491
Yb172,0.0218,0.0151,0.0274,<0.00000,0.0240,0.0231,<0.00000,0.0159,<0.00000,0.0102,<0.00000,0.0146,0.0147,<0.00000,0.0111,<0.00000,<0.00000,0.0242,0.0329,0.0369,0.0574,<0.00000,0.0377,<0.00000

GLITTER!: Limit of Quantification.
Element,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03,FS4-1,FS4-2,FS4-3,FS4-4,FS4-5,FS4-6,FS4-7,FS4-8,FS4-9,FS4-10,STD610-07,STD610-08,612-07,612-08,BCR-2g-04,SCO-1-04,SCO-2-04
Li7,0.432,0.419,0.544,0.704,0.458,0.450,0.417,0.194,0.241,0.190,0.188,0.191,0.192,0.214,0.209,0.187,0.179,0.438,0.426,0.557,0.638,0.464,0.472,0.440
B11,0.121,0.118,0.153,0.192,0.133,0.135,0.135,0.0592,0.0738,0.0571,0.0578,0.0596,0.0598,0.0662,0.0651,0.0597,0.0597,0.150,0.148,0.189,0.230,0.169,0.162,0.163
Na23,1.13,1.12,1.50,1.95,1.28,1.21,1.15,0.522,0.646,0.507,0.497,0.506,0.506,0.553,0.546,0.486,0.474,1.15,1.15,1.52,1.88,1.28,1.25,1.18
Mg24,1.33,0.364,0.445,0.547,0.345,0.396,1.18,0.144,0.710,0.312,0.538,0.412,0.482,0.757,0.734,0.331,0.594,1.25,0.355,0.464,0.554,0.388,0.515,0.426
Mg25,2.44,0.894,1.16,1.38,1.07,0.944,1.18,0.400,2.21,1.16,1.27,1.55,0.753,1.08,4.06,1.65,1.02,2.98,0.915,1.23,1.40,1.01,1.11,1.85
Mg26,3.84,3.26,4.32,5.51,3.57,3.51,3.96,1.51,2.78,1.91,1.78,2.04,1.63,2.28,2.17,1.78,1.43,5.03,3.07,4.32,4.88,3.64,3.72,3.69
Al27,0.406,0.451,0.711,0.796,0.512,0.555,0.448,0.207,0.249,0.197,0.194,0.195,0.193,0.216,0.200,0.184,0.164,0.425,0.464,0.621,0.717,0.586,0.761,0.458
Si29,180.37,180.87,232.16,295.62,194.82,185.82,182.15,83.00,95.55,76.24,74.96,75.36,74.95,81.00,79.95,71.11,69.20,163.12,160.08,208.27,251.75,182.95,175.20,167.06
Si30,1197.75,1182.70,1519.76,1947.09,1291.44,1213.11,1190.23,551.58,652.17,514.13,509.40,517.11,514.76,559.57,551.00,491.26,477.94,1151.80,1109.82,1450.14,1721.67,1258.44,1207.00,1156.96
P31,11.74,12.25,16.22,20.29,13.26,13.03,12.39,5.48,6.40,5.05,5.04,5.02,5.07,5.50,5.29,4.78,4.64,11.10,11.32,15.30,17.88,12.85,12.70,11.76
Ca43,108.97,132.02,158.57,217.28,135.60,149.63,127.47,60.06,71.92,51.08,44.63,57.27,52.11,59.90,55.67,60.24,55.76,140.60,118.85,195.53,198.28,155.90,160.10,145.79
Ca44,63.70,63.75,80.37,103.97,69.51,65.92,64.77,30.29,35.58,28.05,27.07,28.08,27.74,30.46,29.96,27.14,26.10,62.45,59.97,77.54,92.17,66.68,65.36,62.47
Sc45,0.289,0.284,0.378,0.498,0.337,0.324,0.292,0.135,0.168,0.134,0.136,0.141,0.139,0.157,0.149,0.129,0.134,0.325,0.295,0.393,0.470,0.356,0.354,0.366
Ti47,0.912,0.837,0.986,0.989,0.893,1.42,0.806,0.631,0.508,0.452,0.373,0.414,0.464,0.484,0.440,0.469,0.401,0.976,1.04,1.17,1.57,0.919,1.17,0.910
Ti49,2.08,2.08,2.24,4.13,2.41,2.24,2.34,0.880,1.06,0.837,0.886,0.801,0.901,0.908,0.851,0.784,0.853,2.05,1.99,2.13,2.60,2.21,1.89,1.42
V51,0.131,0.112,0.103,0.192,0.105,0.109,0.113,0.0489,0.0553,0.0594,0.0519,0.0506,0.0531,0.0487,0.0522,0.0450,0.0486,0.132,0.109,0.112,0.146,0.106,0.131,0.103
Cr53,1.85,1.61,2.14,2.56,1.70,1.67,1.86,0.828,0.973,0.778,0.717,0.735,0.848,0.892,0.801,0.753,0.718,1.71,1.50,2.22,2.52,1.81,2.05,1.68
Mn55,0.572,0.574,0.722,0.941,0.619,0.595,0.575,0.267,0.326,0.248,0.249,0.249,0.256,0.272,0.272,0.249,0.252,0.582,0.556,0.755,0.902,0.652,0.631,0.597
Co59,0.0405,0.0581,0.0604,0.0752,0.0498,0.0616,0.0270,0.0257,0.0215,0.0196,0.0241,0.0219,0.0318,0.0457,0.0194,0.0291,0.0205,0.0447,0.0546,0.0851,0.0619,0.0562,0.0482,0.0428
Ni60,0.364,0.295,0.440,0.425,<0.00000,0.241,0.276,0.0704,0.217,0.181,0.158,0.147,0.145,0.204,0.179,0.157,0.173,0.366,0.278,0.246,0.353,0.281,0.216,0.281
Ni62,0.948,0.861,<0.00000,<0.00000,<0.00000,1.25,0.639,0.399,0.209,0.405,0.504,0.234,<0.00000,0.366,0.500,0.161,0.521,0.765,0.637,<0.00000,1.40,<0.00000,0.933,1.12
Cu63,0.138,0.138,0.205,0.206,0.122,0.0928,0.180,0.0760,0.0668,0.0444,0.0618,0.0573,0.0561,0.0565,0.0472,0.0554,0.0615,0.158,0.162,0.227,0.227,0.167,0.174,0.128
Zn66,0.530,0.575,0.611,0.736,0.488,0.491,0.530,0.210,0.238,0.179,0.195,0.228,0.221,0.209,0.220,0.200,0.212,0.507,0.504,0.634,0.664,0.513,0.434,0.495
Zn67,0.663,1.03,0.957,1.33,0.860,0.916,0.854,0.405,0.518,0.327,0.337,0.463,0.448,0.501,0.484,0.397,0.378,0.852,1.02,1.06,0.990,0.685,0.436,0.414
Ga69,0.00948,0.0217,0.0206,0.0186,0.0114,0.0179,<0.00000,0.00337,<0.00000,0.00486,0.00690,0.00488,0.00401,0.00733,0.00370,0.00390,0.00426,0.00930,0.0110,0.0164,0.0287,0.0124,0.00885,0.0109
Sr88,<0.00000,0.0373,0.0440,0.0236,<0.00000,0.0300,0.0255,0.0130,<0.00000,0.0114,0.00633,0.0131,0.00933,0.0126,<0.00000,0.0127,0.00877,0.0151,0.0290,0.0265,0.0317,<0.00000,0.0433,0.0220
Y89,0.0328,0.0525,0.0529,0.0439,<0.00000,<0.00000,0.0274,0.0121,0.0154,0.0212,<0.00000,0.0122,0.0173,0.0165,0.0159,0.0145,<0.00000,<0.00000,0.0190,0.0814,0.0589,0.0213,0.0215,0.0577
Zr90,0.0381,0.0528,0.0950,0.0624,0.0827,<0.00000,<0.00000,<0.00000,<0.00000,<0.00000,<0.00000,0.0299,<0.00000,0.0329,<0.00000,<0.00000,<0.00000,<0.00000,0.0656,0.0846,<0.00000,0.0425,<0.00000,0.0573
Nb93,0.0220,0.0249,0.0387,0.0293,0.0194,0.0227,0.0182,0.00800,<0.00000,<0.00000,<0.00000,<0.00000,<0.00000,0.00885,<0.00000,0.0109,<0.00000,0.0224,0.0248,0.0576,<0.00000,0.0366,<0.00000,<0.00000
Ba135,0.167,0.164,<0.00000,0.388,0.257,0.174,0.342,0.107,<0.00000,<0.00000,<0.00000,<0.00000,0.108,0.168,<0.00000,<0.00000,0.124,<0.00000,0.237,<0.00000,0.368,<0.00000,0.190,0.255
Ba137,<0.00000,0.133,0.207,0.222,<0.00000,0.141,0.139,<0.00000,0.0782,0.0978,<0.00000,0.0437,0.0439,<0.00000,0.0931,<0.00000,0.0413,0.142,0.193,0.125,<0.00000,<0.00000,0.393,<0.00000
La139,0.0152,0.0297,0.0568,0.0248,<0.00000,0.0273,<0.00000,0.00961,0.0151,0.00972,<0.00000,0.00685,0.00688,<0.00000,0.00727,0.00661,<0.00000,<0.00000,0.0600,0.0335,0.0232,0.0291,0.0169,<0.00000
Ce140,0.0117,0.0162,0.0146,<0.00000,0.0284,0.0211,<0.00000,0.0128,0.0116,0.00749,0.00882,0.00747,<0.00000,0.00581,0.0112,0.00719,<0.00000,0.0170,0.0231,<0.00000,0.0252,0.0129,<0.00000,0.0213
Gd157,0.116,0.114,0.177,<0.00000,0.0891,0.171,0.0837,0.0368,0.0816,<0.00000,0.0359,0.0526,<0.00000,<0.00000,0.0395,0.0802,0.0494,0.170,0.163,0.149,0.178,<0.00000,0.184,0.151
Yb172,0.0670,0.0466,0.0842,<0.00000,0.0739,0.0710,<0.00000,0.0488,<0.00000,0.0315,<0.00000,0.0448,0.0452,<0.00000,0.0341,<0.00000,<0.00000,0.0743,0.101,0.114,0.177,<0.00000,0.116,<0.00000

GLITTER!: Trace element concentrations normalised to chondrite.
Element,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03,FS4-1,FS4-2,FS4-3,FS4-4,FS4-5,FS4-6,FS4-7,FS4-8,FS4-9,FS4-10,STD610-07,STD610-08,612-07,612-08,BCR-2g-04,SCO-1-04,SCO-2-04
Li7,180.22,179.53,15.18,15.68,3.75,0.703,1.024,0.936,1.075,0.861,0.871,1.026,1.086,1.125,0.916,1.025,1.038,178.87,178.94,15.13,15.52,3.75,0.650,0.977
B11,24.88,25.23,5.18,5.45,3.158,3.91,3.90,3.48,2.966,2.897,2.741,2.774,2.687,2.636,2.657,2.480,2.537,31.13,31.82,5.58,5.85,3.158,3.73,3.71
Na23,14.11,14.15,13.92,14.54,3.31,0.00563,0.01467,0.03223,0.0356,0.01290,0.01337,0.0342,0.01869,0.01858,0.01766,0.01434,0.01378,13.78,14.02,13.69,14.06,3.31,0.00574,0.01466
Mg24,0.00309,0.00313,0.00042,0.00044,0.1503,2.332,2.329,2.283,2.323,2.407,2.357,2.242,2.360,2.305,2.359,2.274,2.237,0.00304,0.00308,0.00041,0.00042,0.1503,2.356,2.347
Mg25,0.00310,0.00311,0.00039,0.00042,0.1503,2.381,2.402,2.368,2.354,2.438,2.418,2.326,2.462,2.381,2.411,2.306,2.324,0.00303,0.00312,0.00040,0.00042,0.1503,2.447,2.435
Mg26,0.00304,0.00306,0.00040,0.00041,0.1503,2.321,2.335,2.311,2.269,2.424,2.368,2.277,2.387,2.349,2.374,2.272,2.303,0.00290,0.00310,0.00040,0.00042,0.1503,2.378,2.388
Al27,0.736,0.732,0.774,0.784,5.50,0.00520,0.01031,0.01029,0.00872,0.00088,0.00082,0.00871,0.00169,0.00164,0.00215,0.00224,0.00233,0.729,0.736,0.776,0.782,5.50,0.00521,0.01011
Si29,1.958,1.945,1.989,2.076,1.589,1.208,1.208,1.197,1.212,1.209,1.209,1.207,1.210,1.203,1.200,1.199,1.169,1.928,1.929,1.989,2.032,1.589,1.208,1.208
Si30,1.874,1.863,1.974,2.117,1.589,1.276,1.247,1.125,1.148,1.162,1.163,1.136,1.165,1.154,1.179,1.133,1.108,1.849,1.866,1.973,2.091,1.589,1.287,1.275
P31,0.206,0.202,0.0210,0.0246,0.696,0.00860,0.01308,0.02103,0.0264,0.01460,0.01384,0.02348,0.02154,0.02173,0.0248,0.0269,0.02222,0.202,0.198,0.0234,0.0262,0.696,0.00766,0.01331
Ca43,6.07,6.07,6.27,6.27,3.74,0.0323,0.0415,0.0294,0.0247,0.00808,0.00724,0.0233,0.00834,0.00785,0.00840,0.00640,0.00858,6.07,6.07,6.27,6.27,3.74,0.0316,0.0423
Ca44,6.08,6.01,6.24,6.27,3.74,0.0590,0.0681,0.0554,0.0532,0.0345,0.0358,0.0530,0.0371,0.0369,0.0378,0.0358,0.0364,5.99,6.09,6.33,6.34,3.74,0.0569,0.0689
Sc45,46.74,46.48,4.78,4.83,3.82,0.877,0.780,0.680,0.684,0.702,0.710,0.671,0.653,0.637,0.600,0.575,0.592,48.15,48.80,4.90,4.93,3.82,0.865,0.732
Ti47,0.715,0.706,0.0648,0.0701,21.56,0.01236,0.0638,0.1977,0.1701,0.1863,0.1754,0.1740,0.1872,0.1834,0.2093,0.2096,0.2140,0.700,0.704,0.0673,0.0677,21.56,0.01155,0.0616
Ti49,0.717,0.700,0.0627,0.0624,21.56,0.00867,0.0576,0.1953,0.1678,0.1758,0.1724,0.1727,0.1865,0.1789,0.2047,0.2051,0.2072,0.708,0.712,0.0619,0.0643,21.56,0.01023,0.0575
V51,5.32,5.28,0.433,0.453,5.00,0.0377,0.0718,0.1360,0.1433,0.0456,0.0453,0.1422,0.0546,0.0547,0.0734,0.0672,0.0680,5.16,5.15,0.427,0.435,5.00,0.0381,0.0753
Cr53,0.1160,0.1183,0.01015,0.01011,0.00428,0.0406,0.0790,0.1038,0.1109,0.0601,0.0596,0.1113,0.0800,0.0789,0.0688,0.03231,0.03241,0.1187,0.1170,0.01073,0.01036,0.00428,0.0423,0.0809
Mn55,0.1484,0.1476,0.01273,0.01320,0.527,0.381,0.339,0.364,0.380,0.365,0.379,0.401,0.421,0.416,0.3270,0.368,0.362,0.1464,0.1477,0.01272,0.01292,0.527,0.395,0.343
Co59,0.537,0.532,0.0439,0.0460,0.0497,0.1990,0.2038,0.2102,0.2265,0.2025,0.2074,0.2246,0.2172,0.2182,0.2026,0.2013,0.1961,0.528,0.524,0.0427,0.0440,0.0497,0.2009,0.2064
Ni60,0.02831,0.02837,0.00237,0.00239,0.00079,0.2031,0.2119,0.2077,0.2167,0.2277,0.2237,0.2179,0.2299,0.2317,0.1940,0.2065,0.1999,0.02853,0.02895,0.00234,0.00246,0.00079,0.2094,0.2215
Ni62,0.02134,0.02143,0.00175,0.00171,0.00079,0.1529,0.1613,0.1559,0.1631,0.1749,0.1749,0.1684,0.1776,0.1782,0.1496,0.1561,0.1522,0.02169,0.02175,0.00169,0.00190,0.00079,0.1587,0.1625
Cu63,3.023,3.003,0.2498,0.2537,0.1250,0.00599,0.0307,0.0563,0.0606,0.00460,0.00406,0.0603,0.00566,0.00599,0.01617,0.01878,0.01658,2.988,2.988,0.2448,0.2459,0.1250,0.00646,0.0295
