GLITTER! 4.5b1: Laser Ablation Analysis Results

G:\For Edit 2017-05-05 EMP UPDATED windoes reselected\Run 4.b
Created: Fri Sep 29 17:51:45 2017

All values are reported in ppm

GLITTER!: Trace Element Concentrations MDL filtered.
Element,STD610-7,STD610-8,612-7,612-8,BCR-2G-3,SCO-1-3,SCO-2-3,6-01,6-02,6-03,6-04,6-05,6-06,6-07,6-08,6-09,6-10,STD610-9,STD610-10,612-9,612-10,BCR-2G-4,SCO-1-4,SCO-2-4
Sr88,537.20,534.63,81.79,80.08,342.00,<0.0159,0.0088,0.0172,0.0194,0.0744,0.1071,0.729,0.0292,0.0416,3.31,0.0405,0.316,530.86,528.89,80.18,81.80,342.00,<0.0141,0.0063
Y89,551.46,554.20,46.35,45.76,35.00,0.0382,0.0433,0.284,0.480,0.474,0.453,0.491,0.454,0.451,0.520,0.507,0.553,562.78,545.88,46.72,46.54,35.00,0.0382,0.0561
Zr90,492.88,501.81,43.81,42.76,184.00,0.060,<0.035,0.0589,0.196,0.144,0.176,0.162,0.190,0.106,0.287,0.150,0.188,509.28,500.24,43.74,43.81,184.00,0.070,0.070
Nb93,446.92,449.38,37.43,37.32,12.50,<0.0059,<0.0084,0.0026,0.0107,0.0068,<0.0027,0.0068,0.0047,0.0034,0.0344,0.0358,0.0117,457.92,448.71,37.84,38.04,12.50,0.0087,<0.0057
Ba135,448.10,455.35,40.28,39.75,683.00,<0.095,0.0091,<0.049,<0.047,<0.026,0.084,0.306,<0.062,0.039,1.187,0.074,0.209,455.09,446.55,39.06,40.38,683.00,<0.081,<0.119
Ba137,441.12,441.17,38.69,39.29,683.00,0.021,0.026,<0.0142,<0.027,0.083,0.073,0.252,0.027,0.028,1.132,<0.048,0.149,453.73,449.13,40.64,39.73,683.00,<0.081,<0.031
La139,452.04,452.06,37.67,37.53,24.70,<0.0047,<0.0083,0.0403,0.0052,1.304,0.0710,0.1194,0.0121,0.0825,0.0417,0.203,0.0843,454.26,446.29,37.22,37.12,24.70,<0.0049,<0.0079
Ce140,476.46,471.98,40.02,39.72,53.30,<0.0075,0.00062,1.378,0.0340,0.247,2.116,1.043,0.0648,0.1762,0.265,4.16,0.178,485.26,468.33,40.15,40.81,53.30,<0.0078,<0.0089
Gd157,487.11,491.58,41.96,41.55,6.71,<0.025,<0.0254,<0.0196,<0.018,0.038,0.154,0.033,0.025,0.0217,0.0198,0.112,0.0186,502.93,488.58,41.80,42.82,6.71,<0.053,0.0082
Yb172,470.16,472.28,40.75,40.62,3.39,<0.033,<0.0150,0.064,0.111,0.116,0.152,0.128,0.117,0.137,0.123,0.135,0.124,525.28,516.52,45.77,44.89,3.39,0.036,0.038

GLITTER!: Trace Element Concentrations, Not filtered for MDL.
Element,STD610-7,STD610-8,612-7,612-8,BCR-2G-3,SCO-1-3,SCO-2-3,6-01,6-02,6-03,6-04,6-05,6-06,6-07,6-08,6-09,6-10,STD610-9,STD610-10,612-9,612-10,BCR-2G-4,SCO-1-4,SCO-2-4
Li7,445.79,437.91,37.07,37.06,9.00,1.637,2.564,6.38,7.64,7.38,7.04,7.10,7.20,7.36,8.28,6.63,7.95,449.34,441.30,36.85,37.53,9.00,1.808,2.295
B11,123.12,121.77,15.88,15.68,6.00,5.80,5.52,4.10,4.08,3.93,3.95,3.87,3.74,3.58,3.77,4.14,3.69,134.97,131.38,16.64,16.44,6.00,5.40,5.28
Na23,100997.11,101044.51,100500.52,99203.42,23999.99,40.39,103.80,46.43,64.00,61.97,59.57,67.79,61.90,61.45,112.57,57.95,68.96,106059.38,101206.02,102536.55,102504.82,23999.99,41.67,106.01
Mg24,435.46,441.04,59.80,59.21,21499.99,335709.53,329989.56,218784.52,209955.94,208358.39,204334.98,207948.31,201994.39,203407.31,208412.27,206410.03,205032.47,453.85,445.51,60.65,61.09,21499.99,331711.59,329481.09
Mg25,447.27,453.94,60.93,57.28,21500.00,349681.41,345335.50,233257.94,214546.56,218057.88,213464.66,218346.98,215576.88,214020.89,212195.02,216066.94,217668.22,455.82,454.38,59.98,56.06,21499.99,350648.97,343584.19
Mg26,453.36,453.83,60.12,58.56,21499.99,345804.53,343186.63,233227.86,213914.22,216338.34,217182.42,215546.98,212862.45,212787.84,211042.47,214701.81,214919.63,451.09,456.76,59.47,59.96,21499.99,345577.75,342884.94
Al27,8871.12,8982.88,9589.90,9579.48,70900.01,68.59,130.13,116.63,129.88,119.36,115.91,153.43,115.03,102.54,320.94,109.33,133.45,9303.05,9127.14,9846.54,9964.87,70899.97,66.87,130.00
Si29,302986.34,306977.38,313778.84,315511.44,254299.81,193286.23,193286.23,179076.06,177253.06,175990.97,175944.23,176832.38,177112.83,175383.30,176177.94,176131.19,177299.80,319228.50,309001.84,322247.63,327082.94,254299.80,193286.22,193286.22
Si30,299140.31,295620.94,315897.72,315652.56,254299.89,200642.97,199716.27,168658.70,171805.27,169506.47,171199.11,168743.13,168945.63,174482.41,176310.39,178057.03,171297.34,306739.78,304640.53,322221.47,323987.97,254299.84,203045.98,201028.38
P31,470.02,447.86,52.89,58.06,1600.00,20.31,28.78,105.01,218.42,193.23,158.69,152.45,175.23,138.62,278.57,132.83,222.77,483.23,457.19,55.68,59.28,1600.00,20.14,33.81
Ca43,81833.27,81833.27,84692.07,84692.06,50499.98,347.49,542.69,1712.36,2085.75,2140.92,2185.96,2171.28,2108.95,1919.13,2190.56,2151.77,2077.31,81833.27,81833.27,84692.07,84692.06,50499.98,295.80,440.41
Ca44,80677.56,81150.84,85233.57,84903.31,50499.98,716.79,848.85,1992.04,2374.14,2363.46,2377.52,2381.66,2335.41,2268.63,2534.96,2486.64,2393.27,81435.55,81056.19,84672.24,85497.80,50499.99,706.26,856.52
Sc45,433.49,436.08,41.70,42.02,33.00,5.76,4.60,7.04,7.23,6.93,6.84,6.89,6.92,6.62,6.97,7.22,7.01,443.52,436.60,41.71,42.30,33.00,5.53,4.56
Ti47,448.42,451.75,42.03,43.09,14099.99,7.57,37.38,110.86,266.10,220.66,223.54,220.15,214.06,160.25,229.58,183.93,226.11,461.30,444.44,40.92,42.01,14099.99,5.59,38.60
Ti49,443.53,446.55,40.28,39.48,14100.00,5.55,37.04,112.43,270.49,217.66,224.87,214.84,216.86,159.44,228.93,183.93,227.03,455.12,453.22,41.15,40.12,14099.99,4.89,37.16
V51,436.46,437.24,36.17,36.14,425.00,3.13,6.12,13.52,15.92,14.19,13.90,14.17,14.19,13.33,14.50,13.25,15.07,458.19,446.44,37.17,37.34,425.00,3.30,6.26
Cr53,495.63,486.45,41.17,41.92,17.00,168.93,321.95,32.90,9.06,8.37,8.52,9.78,8.25,7.97,8.29,6.92,8.37,484.15,470.32,38.76,40.02,17.00,163.72,306.41
Mn55,439.34,433.25,37.45,37.36,1550.00,1133.43,985.34,4007.22,4661.63,4622.55,4591.15,4599.29,4572.72,4631.42,4821.96,4484.91,4722.96,447.85,442.52,37.96,38.15,1550.00,1150.90,986.57
Co59,402.20,399.54,33.72,33.85,38.00,149.83,153.20,207.42,211.21,214.46,219.44,214.30,216.14,214.85,219.91,206.15,219.18,410.84,398.67,33.65,33.79,38.00,152.36,152.19
Ni60,474.39,465.03,38.08,37.64,13.00,3357.35,3393.59,256.28,207.15,213.78,203.63,217.01,214.69,211.17,210.57,204.27,206.30,489.21,479.71,39.37,39.83,13.00,3424.83,3461.45
Ni62,342.93,337.32,26.67,25.81,13.00,2419.04,2456.13,185.75,157.40,154.71,153.94,163.32,153.32,161.42,156.79,152.65,161.54,373.21,366.13,29.10,28.65,13.00,2687.06,2755.90
Cu63,518.50,514.93,41.26,41.80,21.00,0.939,4.88,0.730,0.960,0.894,1.080,0.962,0.835,0.800,0.891,0.983,0.898,517.36,500.34,42.09,42.18,21.00,1.144,4.61
Zn66,332.87,332.17,28.34,26.93,125.00,43.68,49.72,192.23,206.72,202.34,197.07,209.21,202.15,214.68,217.20,204.62,196.10,342.95,329.96,28.17,27.78,125.00,44.25,49.78
Zn67,273.10,277.41,22.29,23.09,125.00,33.85,38.48,148.14,163.59,156.72,152.63,161.32,162.31,160.94,165.71,153.59,154.06,283.27,271.11,23.28,23.06,125.00,33.98,37.44
Ga69,150.21,146.71,12.29,12.09,23.00,0.0057,0.0276,0.0706,0.0732,0.0753,0.0810,0.0831,0.0828,0.0749,0.1213,0.0626,0.0764,157.99,149.81,12.66,12.49,23.00,0.0087,0.0322
Sr88,537.20,534.63,81.79,80.08,342.00,-0.0130,0.0088,0.0172,0.0194,0.0744,0.1071,0.729,0.0292,0.0416,3.31,0.0405,0.316,530.86,528.89,80.18,81.80,342.00,-0.0049,0.0063
Y89,551.46,554.20,46.35,45.76,35.00,0.0382,0.0433,0.284,0.480,0.474,0.453,0.491,0.454,0.451,0.520,0.507,0.553,562.78,545.88,46.72,46.54,35.00,0.0382,0.0561
Zr90,492.88,501.81,43.81,42.76,184.00,0.060,0.024,0.0589,0.196,0.144,0.176,0.162,0.190,0.106,0.287,0.150,0.188,509.28,500.24,43.74,43.81,184.00,0.070,0.070
Nb93,446.92,449.38,37.43,37.32,12.50,0.0030,-0.0038,0.0026,0.0107,0.0068,0.0020,0.0068,0.0047,0.0034,0.0344,0.0358,0.0117,457.92,448.71,37.84,38.04,12.50,0.0087,0.0029
Ba135,448.10,455.35,40.28,39.75,683.00,-0.032,0.0091,-0.014,-0.025,0.017,0.084,0.306,-0.023,0.039,1.187,0.074,0.209,455.09,446.55,39.06,40.38,683.00,-0.016,-0.073
Ba137,441.12,441.17,38.69,39.29,683.00,0.021,0.026,0.0028,-0.003,0.083,0.073,0.252,0.027,0.028,1.132,0.002,0.149,453.73,449.13,40.64,39.73,683.00,-0.029,0.006
La139,452.04,452.06,37.67,37.53,24.70,-0.0007,-0.0036,0.0403,0.0052,1.304,0.0710,0.1194,0.0121,0.0825,0.0417,0.203,0.0843,454.26,446.29,37.22,37.12,24.70,0.0017,-0.0019
Ce140,476.46,471.98,40.02,39.72,53.30,-0.0015,0.00062,1.378,0.0340,0.247,2.116,1.043,0.0648,0.1762,0.265,4.16,0.178,485.26,468.33,40.15,40.81,53.30,-0.0042,-0.0055
Gd157,487.11,491.58,41.96,41.55,6.71,0.013,-0.0036,0.0066,0.011,0.038,0.154,0.033,0.025,0.0217,0.0198,0.112,0.0186,502.93,488.58,41.80,42.82,6.71,-0.020,0.0082
Yb172,470.16,472.28,40.75,40.62,3.39,-0.005,0.0126,0.064,0.111,0.116,0.152,0.128,0.117,0.137,0.123,0.135,0.124,525.28,516.52,45.77,44.89,3.39,0.036,0.038

GLITTER!: Trace Element Concentrations LOQ filtered.
Element,STD610-7,STD610-8,612-7,612-8,BCR-2G-3,SCO-1-3,SCO-2-3,6-01,6-02,6-03,6-04,6-05,6-06,6-07,6-08,6-09,6-10,STD610-9,STD610-10,612-9,612-10,BCR-2G-4,SCO-1-4,SCO-2-4
Li7,445.79,437.91,37.07,37.06,9.00,1.637,2.564,6.38,7.64,7.38,7.04,7.10,7.20,7.36,8.28,6.63,7.95,449.34,441.30,36.85,37.53,9.00,1.808,2.295
B11,123.12,121.77,15.88,15.68,6.00,5.80,5.52,4.10,4.08,3.93,3.95,3.87,3.74,3.58,3.77,4.14,3.69,134.97,131.38,16.64,16.44,6.00,5.40,5.28
Na23,100997.11,101044.51,100500.52,99203.42,23999.99,40.39,103.80,46.43,64.00,61.97,59.57,67.79,61.90,61.45,112.57,57.95,68.96,106059.38,101206.02,102536.55,102504.82,23999.99,41.67,106.01
Mg24,435.46,441.04,59.80,59.21,21499.99,335709.53,329989.56,218784.52,209955.94,208358.39,204334.98,207948.31,201994.39,203407.31,208412.27,206410.03,205032.47,453.85,445.51,60.65,61.09,21499.99,331711.59,329481.09
Mg25,447.27,453.94,60.93,57.28,21500.00,349681.41,345335.50,233257.94,214546.56,218057.88,213464.66,218346.98,215576.88,214020.89,212195.02,216066.94,217668.22,455.82,454.38,59.98,56.06,21499.99,350648.97,343584.19
Mg26,453.36,453.83,60.12,58.56,21499.99,345804.53,343186.63,233227.86,213914.22,216338.34,217182.42,215546.98,212862.45,212787.84,211042.47,214701.81,214919.63,451.09,456.76,59.47,59.96,21499.99,345577.75,342884.94
Al27,8871.12,8982.88,9589.90,9579.48,70900.01,68.59,130.13,116.63,129.88,119.36,115.91,153.43,115.03,102.54,320.94,109.33,133.45,9303.05,9127.14,9846.54,9964.87,70899.97,66.87,130.00
Si29,302986.34,306977.38,313778.84,315511.44,254299.81,193286.23,193286.23,179076.06,177253.06,175990.97,175944.23,176832.38,177112.83,175383.30,176177.94,176131.19,177299.80,319228.50,309001.84,322247.63,327082.94,254299.80,193286.22,193286.22
Si30,299140.31,295620.94,315897.72,315652.56,254299.89,200642.97,199716.27,168658.70,171805.27,169506.47,171199.11,168743.13,168945.63,174482.41,176310.39,178057.03,171297.34,306739.78,304640.53,322221.47,323987.97,254299.84,203045.98,201028.38
P31,470.02,447.86,52.89,58.06,1600.00,20.31,28.78,105.01,218.42,193.23,158.69,152.45,175.23,138.62,278.57,132.83,222.77,483.23,457.19,55.68,59.28,1600.00,20.14,33.81
Ca43,81833.27,81833.27,84692.07,84692.06,50499.98,347.49,542.69,1712.36,2085.75,2140.92,2185.96,2171.28,2108.95,1919.13,2190.56,2151.77,2077.31,81833.27,81833.27,84692.07,84692.06,50499.98,295.80,440.41
Ca44,80677.56,81150.84,85233.57,84903.31,50499.98,716.79,848.85,1992.04,2374.14,2363.46,2377.52,2381.66,2335.41,2268.63,2534.96,2486.64,2393.27,81435.55,81056.19,84672.24,85497.80,50499.99,706.26,856.52
Sc45,433.49,436.08,41.70,42.02,33.00,5.76,4.60,7.04,7.23,6.93,6.84,6.89,6.92,6.62,6.97,7.22,7.01,443.52,436.60,41.71,42.30,33.00,5.53,4.56
Ti47,448.42,451.75,42.03,43.09,14099.99,7.57,37.38,110.86,266.10,220.66,223.54,220.15,214.06,160.25,229.58,183.93,226.11,461.30,444.44,40.92,42.01,14099.99,5.59,38.60
Ti49,443.53,446.55,40.28,39.48,14100.00,5.55,37.04,112.43,270.49,217.66,224.87,214.84,216.86,159.44,228.93,183.93,227.03,455.12,453.22,41.15,40.12,14099.99,4.89,37.16
V51,436.46,437.24,36.17,36.14,425.00,3.13,6.12,13.52,15.92,14.19,13.90,14.17,14.19,13.33,14.50,13.25,15.07,458.19,446.44,37.17,37.34,425.00,3.30,6.26
Cr53,495.63,486.45,41.17,41.92,17.00,168.93,321.95,32.90,9.06,8.37,8.52,9.78,8.25,7.97,8.29,6.92,8.37,484.15,470.32,38.76,40.02,17.00,163.72,306.41
Mn55,439.34,433.25,37.45,37.36,1550.00,1133.43,985.34,4007.22,4661.63,4622.55,4591.15,4599.29,4572.72,4631.42,4821.96,4484.91,4722.96,447.85,442.52,37.96,38.15,1550.00,1150.90,986.57
Co59,402.20,399.54,33.72,33.85,38.00,149.83,153.20,207.42,211.21,214.46,219.44,214.30,216.14,214.85,219.91,206.15,219.18,410.84,398.67,33.65,33.79,38.00,152.36,152.19
Ni60,474.39,465.03,38.08,37.64,13.00,3357.35,3393.59,256.28,207.15,213.78,203.63,217.01,214.69,211.17,210.57,204.27,206.30,489.21,479.71,39.37,39.83,13.00,3424.83,3461.45
Ni62,342.93,337.32,26.67,25.81,13.00,2419.04,2456.13,185.75,157.40,154.71,153.94,163.32,153.32,161.42,156.79,152.65,161.54,373.21,366.13,29.10,28.65,13.00,2687.06,2755.90
Cu63,518.50,514.93,41.26,41.80,21.00,0.939,4.88,0.730,0.960,0.894,1.080,0.962,0.835,0.800,0.891,0.983,0.898,517.36,500.34,42.09,42.18,21.00,1.144,4.61
Zn66,332.87,332.17,28.34,26.93,125.00,43.68,49.72,192.23,206.72,202.34,197.07,209.21,202.15,214.68,217.20,204.62,196.10,342.95,329.96,28.17,27.78,125.00,44.25,49.78
Zn67,273.10,277.41,22.29,23.09,125.00,33.85,38.48,148.14,163.59,156.72,152.63,161.32,162.31,160.94,165.71,153.59,154.06,283.27,271.11,23.28,23.06,125.00,33.98,37.44
Ga69,150.21,146.71,12.29,12.09,23.00,<0.0177,0.0276,0.0706,0.0732,0.0753,0.0810,0.0831,0.0828,0.0749,0.1213,0.0626,0.0764,157.99,149.81,12.66,12.49,23.00,<0.0183,0.0322
Sr88,537.20,534.63,81.79,80.08,342.00,<0.0490,0.0088,0.0172,0.0194,0.0744,0.1071,0.729,0.0292,0.0416,3.31,0.0405,0.316,530.86,528.89,80.18,81.80,342.00,<0.0435,<0.0143
Y89,551.46,554.20,46.35,45.76,35.00,0.0382,0.0433,0.284,0.480,0.474,0.453,0.491,0.454,0.451,0.520,0.507,0.553,562.78,545.88,46.72,46.54,35.00,0.0382,0.0561
Zr90,492.88,501.81,43.81,42.76,184.00,<0.065,<0.107,0.0589,0.196,0.144,0.176,0.162,0.190,0.106,0.287,0.150,0.188,509.28,500.24,43.74,43.81,184.00,0.070,0.070
Nb93,446.92,449.38,37.43,37.32,12.50,<0.0181,<0.0259,<0.0058,0.0107,<0.0086,<0.0083,<0.0087,<0.0083,<0.0104,0.0344,0.0358,0.0117,457.92,448.71,37.84,38.04,12.50,<0.0134,<0.0176
Ba135,448.10,455.35,40.28,39.75,683.00,<0.291,0.0091,<0.152,<0.144,<0.080,0.084,0.306,<0.190,<0.079,1.187,<0.114,0.209,455.09,446.55,39.06,40.38,683.00,<0.249,<0.365
Ba137,441.12,441.17,38.69,39.29,683.00,0.021,0.026,<0.0436,<0.083,0.083,0.073,0.252,0.027,<0.064,1.132,<0.148,0.149,453.73,449.13,40.64,39.73,683.00,<0.251,<0.095
La139,452.04,452.06,37.67,37.53,24.70,<0.0146,<0.0256,0.0403,0.0052,1.304,0.0710,0.1194,0.0121,0.0825,0.0417,0.203,0.0843,454.26,446.29,37.22,37.12,24.70,<0.0152,<0.0244
Ce140,476.46,471.98,40.02,39.72,53.30,<0.0231,0.00062,1.378,0.0340,0.247,2.116,1.043,0.0648,0.1762,0.265,4.16,0.178,485.26,468.33,40.15,40.81,53.30,<0.0240,<0.0273
Gd157,487.11,491.58,41.96,41.55,6.71,<0.077,<0.0780,<0.0603,<0.054,<0.063,0.154,<0.064,<0.062,0.0217,<0.0581,0.112,0.0186,502.93,488.58,41.80,42.82,6.71,<0.163,0.0082
Yb172,470.16,472.28,40.75,40.62,3.39,<0.101,<0.0460,0.064,0.111,0.116,0.152,0.128,0.117,0.137,0.123,0.135,0.124,525.28,516.52,45.77,44.89,3.39,0.036,<0.069

GLITTER!: 1 sigma error.
Element,STD610-7,STD610-8,612-7,612-8,BCR-2G-3,SCO-1-3,SCO-2-3,6-01,6-02,6-03,6-04,6-05,6-06,6-07,6-08,6-09,6-10,STD610-9,STD610-10,612-9,612-10,BCR-2G-4,SCO-1-4,SCO-2-4
Li7,13.52,13.28,1.14,1.14,0.29,0.076,0.097,0.20,0.24,0.23,0.22,0.22,0.22,0.23,0.25,0.21,0.25,13.63,13.39,1.13,1.15,0.29,0.081,0.091
B11,3.76,3.72,0.50,0.49,0.20,0.19,0.18,0.13,0.14,0.12,0.13,0.12,0.12,0.11,0.12,0.13,0.12,4.13,4.02,0.53,0.52,0.20,0.18,0.17
Na23,3069.49,3070.81,3059.53,3019.65,733.04,1.23,3.13,1.40,1.93,1.87,1.80,2.04,1.87,1.85,3.39,1.75,2.08,3224.61,3076.77,3123.32,3123.17,732.84,1.27,3.20
Mg24,13.80,13.98,1.93,1.91,683.61,10128.26,9955.62,6599.82,6334.45,6285.27,6164.55,6272.82,6093.76,6135.79,6286.86,6226.60,6185.33,14.41,14.14,1.96,1.97,684.55,10006.77,9939.30
Mg25,13.92,14.13,2.05,1.93,667.05,10519.92,10389.14,7016.53,6454.74,6559.30,6421.88,6567.95,6485.27,6437.81,6383.02,6499.67,6548.17,14.20,14.15,2.03,1.92,667.26,10548.66,10335.97
Mg26,14.10,14.11,2.08,2.03,666.79,10402.81,10323.98,7015.25,6435.34,6507.18,6533.30,6483.28,6403.15,6400.24,6347.84,6458.06,6464.92,14.04,14.21,2.07,2.09,666.60,10394.98,10313.79
Al27,292.96,296.73,317.36,317.08,2354.16,2.11,3.97,3.55,3.97,3.63,3.54,4.67,3.51,3.12,9.75,3.33,4.07,309.10,303.34,327.92,332.05,2367.47,2.06,3.97
Si29,12992.84,13175.36,13491.14,13576.79,10971.42,6114.73,6114.72,5664.00,5607.91,5566.47,5566.10,5593.07,5602.90,5547.28,5572.62,5571.43,5608.91,13905.55,13472.15,14076.62,14303.19,11142.69,6114.86,6114.73
Si30,11958.88,11825.57,12658.16,12655.65,10222.88,6265.87,6236.84,5264.84,5364.94,5291.12,5345.22,5267.09,5274.49,5446.00,5503.29,5558.31,5347.49,12404.34,12327.15,13062.94,13145.64,10337.85,6339.09,6275.69
P31,39.33,37.52,4.85,5.28,134.38,1.71,1.90,4.24,8.76,7.68,6.39,6.08,7.03,5.54,11.04,5.38,8.88,41.20,39.03,5.20,5.51,136.94,1.77,1.99
Ca43,2611.94,2611.64,2711.18,2710.42,1626.09,26.98,31.51,57.97,76.83,71.09,77.84,71.85,74.75,64.57,73.84,74.29,74.04,2611.88,2611.32,2712.03,2713.19,1624.09,29.53,28.12
Ca44,2537.93,2552.77,2685.81,2675.11,1596.58,23.46,27.31,60.52,72.61,71.71,72.53,72.25,71.21,68.86,76.97,75.67,72.96,2563.63,2551.51,2670.56,2697.34,1596.68,23.24,27.42
Sc45,13.60,13.68,1.33,1.34,1.06,0.19,0.16,0.22,0.24,0.22,0.22,0.22,0.22,0.21,0.22,0.23,0.23,13.93,13.72,1.33,1.35,1.06,0.19,0.16
Ti47,14.17,14.27,1.56,1.59,441.99,0.42,1.33,3.43,8.24,6.74,6.93,6.73,6.63,4.93,7.03,5.68,7.00,14.59,14.06,1.54,1.58,442.20,0.38,1.36
