GLITTER! 4.5b1: Laser Ablation Analysis Results

G:\Elkhaligi_Momo_LA_EMP UPdated- non zip files may have been corrupted\2017-04-20 EMP UPDATED\run2.b
Created: Mon Aug 21 12:01:05 2017

All values are reported in ppm

GLITTER!: Trace Element Concentrations MDL filtered.
Element,STD610-03,STD610-04,612-03,612-04,BCR-2g-02,SCO-1-02,SCO-2-02,FS1-1,FS1-2,FS1-3,FS1-4,FS1-5,FS1-6,FS1-7,FS1-8,FS1-9,FS1-10,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03
Cr53,0.1100,0.1122,0.00993,0.01017,0.00405,0.0374,0.0730,0.0651,0.0761,0.0781,0.0649,0.0562,0.0555,0.0562,0.0567,0.0401,0.0553,0.1150,0.1179,0.00997,0.01010,0.00435,0.0388,0.0756
Mn55,0.1435,0.1444,0.01286,0.01337,0.516,0.364,0.3159,0.2647,0.2360,0.2385,0.337,0.396,0.404,0.394,0.406,0.381,0.3036,0.1488,0.1485,0.01284,0.01334,0.540,0.367,0.327
Co59,0.499,0.501,0.0428,0.0438,0.0466,0.1815,0.1857,0.1558,0.1540,0.1564,0.1908,0.1937,0.1999,0.1939,0.1978,0.2186,0.1795,0.512,0.510,0.0421,0.0445,0.0488,0.1841,0.1891
Ni60,0.0252,0.0252,0.00204,0.00216,0.00069,0.1722,0.1798,0.1565,0.1565,0.1576,0.1831,0.1875,0.1891,0.1868,0.1887,0.1569,0.1604,0.0249,0.0250,0.00208,0.00210,0.00070,0.1697,0.1767
Ni62,0.0240,0.0246,0.00203,0.00217,0.00093,0.1682,0.176,0.1536,0.1556,0.157,0.191,0.186,0.191,0.187,0.191,0.160,0.165,0.0253,0.0256,0.00213,0.00204,0.00096,0.177,0.187
Cu63,2.60,2.59,0.2144,0.2240,0.1047,0.00456,0.02414,0.01569,0.00350,0.00379,0.00823,0.00749,0.00825,0.00757,0.00755,0.0320,0.01268,2.60,2.60,0.217,0.220,0.1101,0.00498,0.0255
Zn66,0.978,0.999,0.0799,0.0849,0.388,0.1295,0.1489,0.1260,0.0915,0.0933,0.1287,0.1464,0.1494,0.1472,0.1478,0.259,0.1331,0.948,0.962,0.0827,0.0812,0.375,0.1173,0.142
Zn67,0.932,0.944,0.0808,0.0837,0.467,0.1119,0.1316,0.1130,0.0799,0.0833,0.1182,0.1344,0.1377,0.1342,0.1369,0.2407,0.1214,0.966,1.004,0.0813,0.0829,0.477,0.1100,0.1359
Ga69,27.40,27.86,2.338,2.40,5.21,0.00323,0.00489,0.00635,0.00244,0.00195,0.00287,0.00391,0.02033,0.00369,0.00388,0.02068,0.00514,27.98,28.47,2.31,2.42,5.08,0.00053,0.00670
Sr88,43.66,43.68,6.67,6.66,27.87,0.00020,0.00013,0.00981,0.00013,0.00027,0.00037,0.00008,0.00077,-0.00001,0.00014,0.00076,0.00003,43.11,43.70,6.63,6.70,28.17,-0.00002,0.00023
Y89,223.97,222.99,18.37,18.24,13.73,0.0174,0.0244,0.0995,0.00149,0.00092,0.00008,0.00161,0.0068,0.00240,0.00202,0.00566,0.00107,225.37,220.76,18.29,18.34,13.89,0.0143,0.0231
Zr90,90.78,89.93,7.64,7.54,31.40,0.0084,0.0064,0.0186,0.0546,0.0586,0.0442,0.0649,1.244,0.0550,0.0596,0.0296,0.0259,89.01,87.86,7.61,7.59,31.45,0.0121,0.0078
Nb93,1348.21,1342.59,112.46,113.26,36.06,0.0044,0.0161,0.379,0.594,0.603,0.517,0.546,0.605,0.590,0.551,0.0366,0.300,1345.20,1334.51,112.30,113.35,36.56,0.0009,0.0043
Ba135,125.84,126.44,11.40,11.36,190.43,-0.006,0.0069,0.063,-0.0046,0.0044,0.0050,0.0022,0.0014,0.0013,0.0013,0.0011,0.0034,128.60,130.38,11.33,11.43,200.01,0.0057,-0.006
Ba137,122.20,123.34,11.27,11.53,187.68,0.0030,0.0040,0.103,-0.0066,0.0027,-0.0029,-0.0011,0.0048,0.0018,-0.0030,0.0012,-0.0045,129.52,130.00,11.15,11.65,200.67,-0.0010,-0.0010
La139,1185.55,1178.46,96.99,98.29,62.87,0.0062,-0.0055,0.0310,0.0017,0.0045,-0.0033,0.0033,0.0282,-0.0006,-0.0012,0.0031,0.0002,1178.14,1169.39,96.88,98.28,63.10,0.0010,0.0097
Ce140,481.78,482.29,40.73,41.28,53.35,0.0014,-0.0011,0.1248,-0.00070,-0.0029,-0.0006,-0.00043,0.0151,0.00033,0.00174,0.00262,0.00008,483.64,478.79,40.60,41.36,54.39,-0.0016,0.00059
Gd157,1457.50,1457.42,121.71,122.96,18.67,0.015,-0.031,0.069,0.010,-0.063,-0.037,0.015,0.028,0.006,-0.0085,0.032,0.015,1470.02,1455.87,120.85,123.78,18.63,-0.089,0.013
Yb172,1957.23,1951.61,165.20,161.12,13.51,0.112,0.061,0.495,0.0039,-0.006,-0.041,0.030,0.023,-0.016,-0.020,0.001,-0.023,1960.34,1923.04,162.65,164.19,12.67,0.013,0.072

GLITTER!: Mean Raw CPS background NOT subtracted.
Element,STD610-03,STD610-04,612-03,612-04,BCR-2g-02,SCO-1-02,SCO-2-02,FS1-1,FS1-2,FS1-3,FS1-4,FS1-5,FS1-6,FS1-7,FS1-8,FS1-9,FS1-10,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03
Li7,    953064,    975669,     60029,     54446,    23942,      9235,     10894,     10364,      9966,     10143,     12220,     18516,     19464,     18771,     19202,     18291,     14083,    948500,    958846,     67448,     56528,    24236,      9595,     11045
B11,    204126,    208294,     36112,     32686,    31832,     43061,     43755,     54858,     70443,     67836,     46370,     64179,     62659,     60061,     60646,     55724,     55802,    185559,    188299,     30108,     24948,    21736,     26299,     27538
Na23, 185052624, 187934880, 122494168, 110310216, 41072744,     99170,    220635,    360609,    415978,    419314,    315995,    455076,    460393,    454244,    458494,   1001056,    485366, 182500192, 185710496, 139207056, 115374104, 39750928,     97989,    217581
Mg24,    410242,    419664,     37399,     33845, 18652686, 281690464, 298374752, 450862208, 672471616, 685280000, 457668512, 685122624, 680390016, 682854528, 696003520, 666930240, 701545280,    391791,    397264,     41139,     33910, 17252528, 268084752, 284544448
Mg25,     51990,     54035,      4704,      4136,  2440510,  37306640,  39400980,  59592752,  89128768,  90247864,  61122988,  90671472,  90120392,  90415728,  92550864,  86921208,  93590640,     50094,     50392,      4946,      4247,  2207954,  35004372,  37501980
Mg26,     60847,     62681,      6895,      6195,  2764321,  41729432,  43533964,  66955464, 100733088, 101310952,  66456240, 100312552, 101435624, 100628008, 102519984,  97575432, 103712648,     57582,     58180,      6909,      5966,  2535488,  39166248,  41863244
Al27,   7751937,   7914064,   5400850,   4734444, 54522260,     53320,    108706,     40752,     39884,     40224,     17000,     29502,     29339,     28943,     29966,    193308,     50528,   7387528,   7448064,   5972983,   4780349, 50483104,     48579,    101112
Si29,   5335868,   5446871,   3711041,   3349872,  4138236,   3085938,   3284348,   5057037,   7221382,   7307027,   5115259,   7630559,   7521473,   7623468,   7749632,   7716309,   7781498,   5261350,   5308675,   4121086,   3428021,  3953864,   3021431,   3213535
Si30,   5510655,   5557669,   4337582,   4078860,  4634316,   3893835,   4025872,   5033298,   6573416,   6692448,   4998637,   6789048,   6772970,   6749473,   6893432,   6888528,   6797974,   5018102,   5068010,   4265902,   3789879,  4141851,   3462047,   3600474
P31,     56801,     57780,     15279,     15052,   157054,     13761,     14182,     15188,     21259,     22311,     16296,     24328,     24962,     24120,     24442,     34277,     16859,     52854,     53910,     13655,     12876,   147196,     11214,     12103
Ca43,    123481,    126339,     84453,     73654,    73123,       827,      1012,       445,       400,       445,       413,       542,       527,       409,       539,      1339,       465,    120405,    122024,     95822,     75925,    68243,       793,       964
Ca44,   1989377,   2020325,   1351510,   1197589,  1154254,     30971,     35471,     31930,     39505,     38312,     30788,     41095,     40382,     40715,     40997,     51573,     40186,   1921826,   1927084,   1519343,   1211413,  1090138,     26993,     31320
Sc45,    364811,    370377,     26496,     23378,    30037,      8126,      7517,      8797,     12667,     12425,      9632,     13689,     13988,     13625,     13928,     13314,     12676,    350982,    353090,     28045,     22424,    26580,      6468,      6069
Ti47,     29000,     29935,      1951,      1686,   835383,       552,      2585,      4397,      3274,      3458,     10100,     14234,     14108,     14022,     14957,     26891,     10218,     28507,     28568,      1997,      1714,   790411,       502,      2527
Ti49,     22333,     22824,      1405,      1285,   635805,       368,      1851,      3347,      2356,      2392,      7421,     10965,     10928,     10679,     10906,     20827,      7502,     21809,     21677,      1506,      1255,   602741,       312,      1797
V51,    444282,    450988,     24795,     22139,   395278,      3049,      6185,      9296,     11240,     11554,      5944,      8633,      8956,      8681,      8949,     28374,     14526,    440056,    445316,     27710,     23108,   384089,      2978,      5986
Cr53,     43522,     45265,      2719,      2469,     1683,     13936,     28673,     39243,     65709,     67107,     39646,     50649,     49542,     50719,     51509,     37016,     51791,     41429,     42815,      2900,      2318,     1529,     13317,     27401
Mn55,    507358,    520714,     32657,     29756,  1704225,   1202095,   1109767,   1428419,   1830703,   1845405,   1848007,   3213190,   3247126,   3205362,   3333709,   3177279,   2572657,    487621,    491571,     34824,     29125,  1580168,   1143351,   1080038
Co59,    393124,    402944,     22177,     19693,    34438,    133914,    145590,    187737,    266877,    270190,    233600,    351247,    358756,    352217,    361964,    406717,    339133,    372230,    374136,     23394,     19493,    31784,    127444,    138784
Ni60,    100913,    103153,      5398,      4958,     2624,    649819,    721997,    966817,   1392545,   1399964,   1154585,   1753934,   1753567,   1755873,   1789025,   1514609,   1574458,     94257,     95539,      6067,      4831,     2389,    615717,    681086
Ni62,     14805,     15365,       817,       759,      532,     95580,    105768,    141656,    205773,    207000,    177648,    254484,    258718,    255913,    261337,    223153,    232716,     13664,     13923,       874,       660,      460,     89495,    100192
Cu63,    268793,    273837,     14629,     13275,    10214,       477,      2533,      2518,       817,       884,      1346,      1798,      1975,      1858,      1855,      7888,      3217,    250604,    253114,     16000,     12849,     9549,       471,      2542
Zn66,     86514,     90671,      4826,      4489,    32984,     11142,     13691,     17875,     18761,     19183,     18845,     31881,     32387,     32504,     33042,     59141,     31096,     85522,     88192,      5878,      4605,    31136,     10453,     13469
Zn67,     14157,     14647,       829,       742,     6718,      1623,      2028,      2664,      2738,      2838,      2867,      4821,      4899,      4834,      4983,      8902,      4572,     14002,     14749,       919,       747,     6262,      1547,      2028
Ga69,    432924,    449708,     24346,     21704,    77594,        53,        90,       170,        93,        76,        76,       148,       770,       136,       150,       794,       199,    418418,    430406,     26481,     21961,    68489,        28,       102
Sr88,    528439,    541118,     53337,     46481,   320472,         5,         7,       195,         4,         7,         7,         3,        26,         3,        10,        25,         3,    510505,    524254,     60439,     48339,   303298,         5,         9
Y89,    432306,    440297,     23422,     20260,    25136,        31,        51,       300,         7,         6,         2,         8,        36,        13,         9,        26,         6,    421937,    418481,     26318,     20895,    23597,        32,        47
Zr90,    199755,    202579,     11124,      9573,    65684,        20,        15,        66,       274,       291,       156,       347,      6510,       292,       320,       162,       147,    192243,    192256,     12656,      9993,    61807,        25,        17
Nb93,    395146,    402661,     21779,     19118,    10033,         4,         4,       173,       392,       398,       244,       380,       419,       415,       392,        26,       221,    384357,    386182,     24682,     19721,     9491,         3,         3
Ba135,     38545,     39558,      2300,      1996,    54961,         5,         2,        31,         3,         2,         5,         2,         3,         3,         3,         2,         6,     37189,     38112,      2510,      2003,    52135,         2,         3
Ba137,     65804,     67810,      3994,      3555,    95054,         2,         2,        86,         1,         5,         2,         0,         7,         3,         2,         4,         0,     65316,     66242,      4305,      3553,    91035,         2,         2
La139,    432774,    440668,     23453,     20728,    21878,         2,         2,        19,         1,         3,         0,         2,        24,         2,         2,         2,         2,    426730,    429426,     27055,     21742,    20846,         4,         3
Ce140,    566696,    581328,     31743,     28081,    59909,         4,         2,       236,         2,         1,         2,         1,        42,         3,         5,         7,         2,    567664,    569929,     36751,     29681,    58306,         2,         0
Gd157,     97275,     99303,      5344,      4697,     1171,         6,         2,         7,         2,         0,         1,         3,         4,         3,         0,         7,         5,     91732,     91780,      5774,      4667,     1046,         0,         2
Yb172,    161026,    164116,      8961,      7610,     1050,         8,         7,        63,         0,         1,         0,         5,         5,         2,         1,         4,         0,    154214,    153038,      9820,      7837,      904,         3,         5

GLITTER!: Mean Raw CPS background subtracted.
Element,STD610-03,STD610-04,612-03,612-04,BCR-2g-02,SCO-1-02,SCO-2-02,FS1-1,FS1-2,FS1-3,FS1-4,FS1-5,FS1-6,FS1-7,FS1-8,FS1-9,FS1-10,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03
Li7,    947353,    969633,     54311,     48284,    18152,      3455,      5029,      4363,      3954,      4211,      6346,     12399,     13478,     12561,     13065,     12115,      8001,    942124,    952593,     61197,     50193,    18118,      3405,      5247
B11,    202130,    206223,     34163,     30722,    29732,     41190,     41838,     52856,     68582,     66108,     44590,     62438,     60896,     58305,     58929,     54041,     54168,    183980,    186776,     28623,     23550,    20289,     24779,     25916
Na23, 185024208, 187904064, 122464152, 110276376, 41040068,     69884,    191601,    331792,    387406,    391120,    287185,    426469,    431232,    425438,    429777,    972329,    456302, 182470704, 185680512, 139174896, 115341320, 39718404,     67742,    187932
Mg24,    405017,    419291,     37059,     33473, 18652340, 281689888, 298372640, 450861984, 672468416, 685277632, 457663072, 685117376, 680387968, 682851648, 695997376, 666923840, 701539328,    385531,    396770,     40693,     33508, 17252160, 268084256, 284539744
Mg25,     51262,     53967,      4643,      4072,  2440445,  37306576,  39400700,  59592700,  89128240,  90247232,  61122348,  90670560,  90119888,  90415336,  92549952,  86920808,  93585912,     49577,     50318,      4871,      4187,  2207867,  35004304,  37501864
Mg26,     59025,     61011,      5404,      4668,  2762746,  41727884,  43532180,  66953688, 100730848, 101309016,  66454244, 100311184, 101433544, 100625464, 102517504,  97573768, 103710168,     55848,     56877,      5549,      4633,  2534213,  39164960,  41861484
Al27,   7751475,   7913439,   5400014,   4733594, 54521260,     52347,    107889,     40028,     39382,     39710,     16408,     28942,     28841,     28419,     29438,    192780,     49978,   7387042,   7447452,   5972083,   4779663, 50482468,     47797,    100566
Si29,   5273844,   5384142,   3652852,   3291586,  4078543,   3028930,   3227628,   4996483,   7168488,   7256284,   5066993,   7581553,   7470469,   7574366,   7700949,   7668948,   7735090,   5218119,   5263107,   4076708,   3384629,  3910776,   2980383,   3170707
Si30,   4012258,   4048632,   2933727,   2653091,  3189849,   2565404,   2682248,   3578686,   5276463,   5413136,   3738631,   5530931,   5507147,   5492148,   5652603,   5677937,   5606805,   3870105,   3903830,   3129391,   2663666,  3015880,   2424082,   2516928
P31,     45887,     45339,      3437,      3543,   145579,      2479,      3003,      4301,     11395,     12579,      6932,     14841,     15395,     14536,     15495,     25298,      8104,     44212,     44113,      3467,      3248,   137806,      1707,      2715
Ca43,    123309,    126185,     84257,     73438,    72940,       575,       762,       219,       256,       289,       237,       394,       339,       245,       337,      1175,       277,    120286,    121830,     95662,     75739,    68082,       589,       802
Ca44,   1976390,   2007436,   1338818,   1184682,  1141447,     18449,     23654,     17932,     27324,     26522,     18985,     29441,     28674,     29167,     29635,     40123,     28838,   1911237,   1916126,   1509011,   1201019,  1079539,     17035,     20899
Sc45,    364270,    369878,     25996,     22846,    29555,      7650,      7045,      8334,     12115,     11988,      9168,     13167,     13459,     13141,     13431,     12764,     12200,    350535,    352632,     27573,     21935,    26069,      5969,      5625
Ti47,     28972,     29905,      1928,      1662,   835350,       541,      2546,      4375,      3241,      3437,     10080,     14208,     14079,     13988,     14929,     26848,     10203,     28483,     28548,      1981,      1705,   790393,       455,      2518
Ti49,     22253,     22717,      1309,      1215,   635709,       272,      1747,      3289,      2259,      2281,      7345,     10886,     10840,     10599,     10834,     20735,      7410,     21745,     21605,      1458,      1156,   602664,       242,      1713
V51,    444214,    450901,     24720,     22051,   395205,      2967,      6103,      9195,     11148,     11458,      5832,      8529,      8886,      8602,      8847,     28285,     14428,    439937,    445229,     27662,     23011,   384023,      2905,      5899
Cr53,     43346,     45090,      2566,      2281,     1493,     13751,     28515,     39014,     65519,     66955,     39456,     50492,     49342,     50546,     51343,     36845,     51596,     41235,     42661,      2726,      2177,     1392,     13178,     27213
Mn55,    504261,    517744,     29684,     26814,  1701206,   1198960,   1106738,   1425107,   1827814,   1842541,   1845120,   3210355,   3244325,   3202536,   3330785,   3174379,   2569918,    484742,    488520,     31987,     26218,  1577315,   1140602,   1077234
Co59,    393116,    402923,     22155,     19682,    34435,    133897,    145581,    187726,    266852,    270172,    233589,    351235,    358740,    352208,    361925,    406698,    339124,    372220,    374114,     23381,     19479,    31772,    127424,    138780
Ni60,    100879,    103127,      5369,      4950,     2610,    649797,    721978,    966795,   1392531,   1399909,   1154566,   1753899,   1753538,   1755850,   1789001,   1514559,   1574429,     94217,     95513,      6033,      4813,     2389,    615702,    681066
Ni62,     14785,     15361,       814,       755,      532,     95573,    105760,    141649,    205768,    206988,    177646,    254471,    258710,    255909,    261330,    223094,    232701,     13655,     13915,       874,       660,      460,     89480,    100188
Cu63,    268762,    273797,     14583,     13244,    10176,       442,      2493,      2490,       800,       864,      1330,      1793,      1955,      1816,      1826,      7869,      3170,    250572,    253081,     15954,     12821,     9527,       457,      2490
Zn66,     86387,     90518,      4687,      4354,    32859,     11029,     13558,     17735,     18625,     19049,     18728,     31749,     32253,     32355,     32910,     59017,     30934,     85377,     88016,      5758,      4489,    31031,     10341,     13320
Zn67,     14132,     14622,       807,       728,     6696,      1603,      2009,      2654,      2705,      2820,      2840,      4794,      4871,      4815,      4957,      8883,      4558,     13990,     14718,       903,       728,     6244,      1533,      2013
Ga69,    432914,    449693,     24327,     21688,    77586,        48,        77,       154,        85,        68,        71,       144,       744,       136,       145,       788,       199,    418408,    430369,     26461,     21952,    68480,         7,       102
Sr88,    528435,    541113,     53328,     46480,   320466,         2,         1,       185,         3,         7,         7,         2,        22,         0,         4,        22,         0,    510505,    524245,     60431,     48337,   303298,         0,         2
Y89,    432301,    440296,     23415,     20259,    25136,        31,        47,       299,         6,         4,         0,         7,        30,        11,         9,        26,         5,    421933,    418469,     26312,     20893,    23597,        25,        44
Zr90,    199753,    202578,     11123,      9571,    65684,        17,        14,        63,       271,       291,       156,       341,      6506,       292,       320,       162,       144,    192242,    192253,     12651,      9991,    61801,        25,        17
Nb93,    395139,    402653,     21778,     19116,    10033,         1,         4,       173,       392,       398,       243,       380,       419,       415,       392,        26,       221,    384354,    386178,     24676,     19719,     9488,         0,         1
Ba135,     38544,     39558,      2298,      1992,    54960,         0,         2,        29,         0,         2,         2,         1,         0,         0,         0,         0,         2,     37188,     38111,      2510,      2001,    52132,         1,         0
Ba137,     65802,     67808,      3992,      3550,    95053,         1,         2,        85,         0,         3,         0,         0,         5,         2,         0,         1,         0,     65315,     66240,      4301,      3550,    91035,         0,         0
La139,    432773,    440659,     23443,     20727,    21878,         2,         0,        17,         1,         3,         0,         2,        24,         0,         0,         2,         0,    426728,    429421,     27043,     21741,    20846,         0,         3
Ce140,    566696,    581307,     31741,     28078,    59904,         1,         0,       231,         0,         0,         0,         0,        42,         0,         5,         7,         0,    567662,    569921,     36749,     29681,    58299,         0,         0
Gd157,     97275,     99295,      5341,      4691,     1171,         0,         0,         7,         1,         0,         0,         2,         4,         0,         0,         5,         2,     91730,     91778,      5770,      4667,     1045,         0,         0
Yb172,    161024,    164114,      8960,      7607,     1050,         8,         5,        63,         0,         0,         0,         5,         4,         0,         0,         0,         0,    154212,    153036,      9817,      7837,      901,         0,         5
GLITTER!: Fractionation%.
Element,STD610-03,STD610-04,612-03,612-04,BCR-2g-02,SCO-1-02,SCO-2-02,FS1-1,FS1-2,FS1-3,FS1-4,FS1-5,FS1-6,FS1-7,FS1-8,FS1-9,FS1-10,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03
Li7,-2.83811,3.49615,-0.0710590,0.0175917,1.01894,3.04762,-3.39560,-9.00056,5.03848,9.06138,7.51102,1.46336,0.410880,4.69034,6.14778,4.89395,3.84230,0.448813,-2.65337,0.603950,-0.649891,-4.29940,12.8462,-3.72728
B11,1.26543,3.11733,-0.0374631,-0.116548,-1.24159,1.98937,0.723310,-4.15964,-4.02679,-0.788133,-5.45870,-2.53323,-5.60081,-4.69814,-1.21723,-1.73551,-1.90516,0.613497,0.733366,1.13036,-1.25083,1.02519,2.99312,-0.347816
Na23,-0.888252,0.374961,0.314738,-0.538857,0.181484,5.23694,3.97671,1.09502,3.65619,6.22493,7.68381,4.71045,-2.61583,3.34856,5.57232,7.48675,5.53322,0.599298,-0.879614,0.883275,-1.01175,2.97719,3.99251,1.05562
Mg24,-2.20146,-3.42972,0.169723,-0.400950,-4.12491,0.239566,-0.593656,-3.60088,0.441713,4.96081,0.717919,1.49043,-0.297833,-2.65802,2.60534,1.41238,-0.277358,-0.803246,-1.31232,1.75262,-2.01294,1.03191,1.21616,-0.279751
Mg25,0.141521,1.45357,-0.413667,0.539462,-7.04167,-0.438848,0.127530,-3.55239,0.163401,1.59992,-0.727254,2.04903,-3.43834,0.668980,-0.297451,4.28868,4.28267,0.0848792,0.267600,-0.511235,0.827623,-1.90870,1.19258,1.57944
Mg26,0.884514,2.70627,5.77158,-7.23270,-3.41197,2.02191,-0.335134,-2.06900,-0.182655,1.42357,0.651007,-0.444634,-5.12243,-1.57729,0.662472,1.82085,2.48552,-0.517495,-1.90614,0.383861,0.126140,-3.36179,-0.963252,-2.34244
Al27,3.09624,1.88018,-0.824205,0.931915,-0.888088,1.13864,4.70722,-1.42863,-1.83688,0.214239,-0.550152,1.66223,-4.77892,3.08997,-2.95566,2.74186,1.84178,0.476427,1.03833,1.06551,-1.28667,0.629737,0.861963,-2.25343
Si29,-5.31495,-2.07048,0.157857,-0.275586,-1.52548,-3.23355e-005,-4.04193e-005,-4.02248e-005,-4.04389e-005,-3.99364e-005,-3.25242e-005,-4.03510e-005,-2.43872e-005,-2.44169e-005,-2.42575e-005,-1.65561e-005,-2.50701e-005,-2.35551,-1.94427,0.215981,-0.143344,2.05692,-8.08387e-006,-8.08387e-006
Si30,-2.87053,-5.13709,-0.782482,1.02496,-4.51677,-0.572090,-3.20599,-7.06861,-0.752319,0.229123,-4.30485,1.30324,-6.14741,-1.42058,1.77996,0.0378358,0.517486,-0.810387,-3.16400,-0.147606,0.372316,-2.95658,2.68018,-2.00977
P31,1.75652,-0.409535,-1.78967,1.01622,-1.28919,-4.65172,-3.40243,-19.3241,1.15363,6.72717,-6.29494,6.09749,0.630785,2.08620,2.82652,6.29213,-0.0573186,0.925713,0.311699,6.97657,-7.77852,2.07441,-5.32162,-5.31810
Ca43,-2.86153e-005,-3.81538e-005,-1.84492e-005,-3.68984e-005,-3.06195e-005,-22.4024,-11.0840,23.4544,-23.5894,1.06895,-19.7913,-2.51373,-23.1752,-2.83722,8.27442,9.12912,39.7674,-1.90769e-005,-1.90769e-005,-3.68984e-005,-9.22460e-006,-2.29646e-005,-1.73215,13.1967
Ca44,-1.05088,0.954749,-0.418478,0.435544,-2.60073,1.55397,3.72470,-2.41578,-5.09704,5.44442,3.21144,1.31850,-0.633620,1.42715,-1.70896,4.71354,6.94152,0.129664,-1.02054,0.957102,-1.12378,-0.823226,4.27033,-1.18691
Sc45,0.290584,1.88422,-1.71855,2.02492,-4.28440,3.19996,-5.85481,-6.91737,2.27214,4.53003,4.86789,-0.681233,-2.51095,-3.73805,1.04158,-0.789665,4.32913,0.728092,0.453274,1.23985,-1.53040,0.476205,0.785526,1.12497
Ti47,-7.73144,-6.77682,0.868277,-1.25012,-5.50373,8.79151,-1.84701,-4.34957,1.34409,-5.73580,0.600927,-4.88553,-3.78683,-0.507573,0.237099,5.80071,0.883225,4.96870,2.00680,3.36859,-3.89282,6.57863,20.5511,7.58203
Ti49,5.59069,5.36390,4.09085,-4.49481,1.52806,28.6603,-6.26665,-2.03267,8.15427,3.61089,2.40383,5.05138,-1.60902,-0.313530,3.58110,6.51593,6.69824,0.825929,5.59941,-8.53855,11.3907,3.30974,53.5695,1.64564
V51,0.858888,2.33834,-1.44620,1.69144,-0.128318,0.0537610,-1.12809,3.47102,0.811037,2.27133,-2.39167,6.41237,-0.464749,-0.388607,1.70576,8.37344,4.27426,-0.251959,-0.548060,1.34423,-1.63808,2.90400,5.64906,-0.198927
Cr53,2.35743,1.31384,-5.25535,6.49468,-4.18166,5.14732,0.724545,2.12641,4.79221,7.76618,3.58749,4.75235,-0.551950,8.92910,6.83246,8.33257,9.18976,2.50247,2.75976,3.52794,-4.40099,0.496356,11.1023,3.29622
Mn55,-0.607718,-2.25263,-0.209493,0.174244,-2.04098,2.91317,0.284435,-1.04668,1.65978,2.94918,0.663865,4.53047,1.76328,3.03298,4.74927,5.04413,3.31622,-1.46166,-0.914861,0.481431,-0.483915,1.03121,3.28955,1.16022
Co59,-2.79247,-2.39490,1.84497,-2.40570,-1.80286,4.62627,2.52198,0.157234,1.87851,5.24194,5.05179,3.85975,1.50984,1.51550,4.59203,4.71025,4.62596,-1.42224,-0.993901,0.932120,-0.891123,5.48742,5.83297,6.81566
Ni60,-4.26990,-2.79652,0.407142,-0.690196,0.906100,5.30013,2.99085,-0.459577,4.11720,5.58931,5.78854,8.35949,3.43977,5.00183,7.56528,9.01415,6.89896,3.68134,3.49258,1.12744,-1.24098,1.65279,10.6859,8.36551
Ni62,-5.46800,-3.44477,-8.69573,11.0799,-3.75128,1.73899,1.78813,-0.165147,1.37664,1.73134,6.20952,-0.554548,-0.0206704,4.23156,2.73550,5.51250,4.61403,0.756722,-0.186685,1.97504,-2.82776,-5.90977,6.89324,4.63621
Cu63,0.656093,1.86795,0.401273,-0.681193,6.66413,-2.50105,10.5453,0.779475,-5.20851,10.8166,6.84549,0.0612933,8.92400,4.10971,4.50785,8.10948,6.51790,-1.79126,-1.63083,1.29778,-1.44454,-5.02950,-11.5363,-3.83051
Zn66,1.53080,3.64194,3.99298,-5.22977,2.60928,6.71877,5.83682,5.24137,8.84385,11.6715,6.66068,11.3595,12.1730,11.5184,13.9395,16.2433,17.6280,2.10556,3.67629,0.952032,-0.854660,5.73446,9.39578,9.74323
Zn67,-1.56228,5.39998,-3.77086,4.55597,5.71678,4.67711,-3.18120,8.65911,12.9384,8.03997,5.29199,12.3724,9.68606,12.3687,13.4849,15.9685,10.6891,1.84778,1.89983,0.807691,-1.15406,3.71172,15.5842,9.02429
Ga69,0.289211,1.22399,0.684303,-1.05822,-2.05550,0.348703,-16.4389,-22.8954,-23.3036,75.2719,-26.6909,-5.60210,-156.121,2.46504,-3.52184,-3.91295,-4.99273,0.513008,0.566716,2.05649,-2.35807,-0.936391,14.3813,4.88731
Sr88,1.00374,2.01563,1.10020,-1.40745,-1.97520,311.417,-534.322,-103.504,-185.258,-108.073,-35.6170,-59.9829,-101.164,1178.85,-371.656,-48.5469,440.852,0.430036,-1.04074,1.47355,-1.61640,-0.224562,-446.705,251.433
Y89,2.43393,2.86217,1.82950,-2.30131,2.19706,43.4596,-2.53787,-181.918,-57.8543,45.9588,-1264.77,-130.347,-44.1641,-111.427,171.306,27.7787,-131.562,0.390381,0.158207,2.36899,-2.58354,-0.265652,-11.5264,-60.7597
Zr90,4.17793,6.32265,0.888403,-1.07297,2.52823,50.7487,14.1547,35.2781,12.9622,-8.44047,-5.32772,-32.7566,-146.763,8.68583,17.2396,40.3333,8.55679,5.76680,4.19548,0.524772,-0.543465,6.51515,-55.1848,9.32451
Nb93,0.609775,3.50404,-0.378829,0.457858,-2.05996,175.932,-54.9079,-104.447,-9.29340,9.14297,10.6831,-6.51207,-14.5566,-20.6347,-21.2074,-0.312970,-2.76806,-1.28578,-0.715145,-0.0455003,0.0538449,-0.189557,770.560,333.390
