GLITTER! 4.5b1: Laser Ablation Analysis Results

G:\Elkhaligi_Momo_LA_EMP UPdated- non zip files may have been corrupted\2017-04-20 EMP UPDATED\run2.b
Created: Mon Aug 21 12:01:05 2017

All values are reported in ppm

GLITTER!: Trace Element Concentrations MDL filtered.
Element,STD610-03,STD610-04,612-03,612-04,BCR-2g-02,SCO-1-02,SCO-2-02,FS1-1,FS1-2,FS1-3,FS1-4,FS1-5,FS1-6,FS1-7,FS1-8,FS1-9,FS1-10,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03
Mg24,23.67,23.91,3.30,3.44,1161.49,12344.59,12291.12,12076.47,12511.59,12780.01,12032.95,12156.53,12192.35,12084.06,12225.74,11522.12,11937.36,30.80,32.22,4.50,4.83,1709.10,12481.39,12497.75
Mg25,30.23,31.02,4.25,4.32,1538.96,16604.72,16631.99,16536.73,17401.73,17921.55,17391.79,17722.36,18130.74,18329.24,19021.31,17960.56,19482.71,44.66,46.46,6.22,7.01,2539.29,23017.68,23837.34
Mg26,24.08,24.36,3.56,3.60,1214.80,15494.42,15342.83,15520.80,16434.25,16813.13,15802.18,16383.58,17049.81,17041.01,17599.84,16841.09,18036.03,33.65,35.03,4.79,5.27,1934.56,21591.95,22334.98
Al27,335.47,335.02,355.22,358.20,2508.26,2.76,5.37,1.32,0.91,0.93,0.56,0.67,0.68,0.68,0.71,4.62,1.21,348.34,348.88,371.24,378.17,2697.04,3.61,7.31
Si29,16692.35,16612.85,17464.51,18098.04,13661.25,6114.56,6114.37,6143.16,6110.22,6187.12,6078.11,6123.49,6079.15,6071.74,6111.65,5969.71,5913.54,20913.24,21314.91,22268.63,23923.03,18982.86,6114.56,6114.42
Si30,17682.65,17423.39,19618.02,20488.18,15089.14,7113.94,7025.04,6129.11,6318.99,6548.19,6431.59,6481.85,6585.41,6557.78,6778.87,6780.96,6681.69,25162.74,25944.85,28365.13,31581.81,24818.19,8633.33,8591.57
P31,66.20,64.31,8.01,9.56,232.45,3.33,3.71,3.38,6.17,7.07,5.77,8.58,9.38,9.13,10.10,16.93,5.62,113.53,117.20,12.91,16.00,469.51,4.54,6.77
Ca43,2612.90,2611.90,2712.03,2717.04,1637.74,31.63,34.20,13.59,8.58,9.25,12.60,9.84,9.84,8.42,9.84,20.19,8.78,2613.44,2613.19,2709.97,2716.63,1638.89,36.76,42.97
Ca44,2673.55,2653.38,2747.66,2794.86,1636.28,33.13,39.41,20.06,20.81,20.52,21.36,22.20,22.21,22.69,23.29,31.40,22.84,2816.61,2808.01,2937.94,2979.83,1810.95,42.40,49.73
Sc45,11.40,11.35,1.26,1.28,1.01,0.32,0.28,0.22,0.22,0.22,0.24,0.24,0.25,0.25,0.26,0.25,0.24,12.66,12.71,1.34,1.37,1.10,0.38,0.35
Ti47,26.20,26.40,2.80,2.82,810.66,0.54,1.95,2.15,1.14,1.23,5.03,4.87,5.00,5.03,5.47,9.90,3.84,40.24,41.39,4.03,4.56,1433.13,0.67,3.07
Ti49,24.33,24.24,2.47,2.65,739.95,0.57,1.94,2.27,1.13,1.17,5.07,5.14,5.29,5.23,5.43,10.43,3.81,34.57,35.08,3.41,3.59,1205.62,0.62,2.87
V51,19.00,18.76,1.60,1.65,17.84,0.11,0.20,0.19,0.16,0.16,0.12,0.12,0.12,0.12,0.12,0.36,0.19,24.76,25.41,2.15,2.32,26.54,0.11,0.20
Cr53,14.90,15.18,1.52,1.59,0.69,5.43,10.55,9.46,11.14,11.56,9.77,8.57,8.60,8.86,9.11,6.57,9.24,17.64,18.37,1.73,1.80,0.84,7.48,14.83
Mn55,17.51,17.57,1.58,1.65,63.41,32.82,28.52,23.92,21.35,21.62,30.59,36.00,36.83,36.00,37.27,35.03,28.02,23.81,24.45,2.19,2.34,97.08,34.74,31.07
Co59,16.46,16.49,1.42,1.46,1.56,4.29,4.40,3.69,3.66,3.72,4.55,4.63,4.79,4.67,4.78,5.30,4.37,22.65,23.25,1.99,2.17,2.45,4.64,4.80
Ni60,18.12,18.06,1.51,1.61,0.53,109.56,115.39,101.52,102.83,105.10,124.16,129.50,133.22,134.36,138.73,118.03,123.55,23.60,24.36,2.12,2.21,0.77,152.08,162.49
Ni62,20.38,20.76,1.97,2.14,0.98,161.16,171.46,153.28,159.28,165.91,207.87,208.49,222.47,226.14,238.76,208.95,223.83,31.35,32.94,3.02,3.04,1.52,302.49,332.73
Cu63,17.27,17.19,1.44,1.52,0.72,0.043,0.16,0.10,0.027,0.030,0.060,0.052,0.058,0.054,0.055,0.21,0.090,21.91,22.49,1.94,2.03,1.04,0.051,0.21
Zn66,20.87,21.17,1.75,1.87,8.26,2.98,3.46,2.96,2.19,2.28,3.21,3.73,3.90,3.95,4.07,7.34,3.88,25.77,26.85,2.41,2.44,11.37,4.07,5.04
Zn67,16.30,16.45,1.71,1.80,8.33,2.00,2.30,1.94,1.38,1.45,2.06,2.30,2.38,2.35,2.42,4.24,2.21,20.38,21.64,2.02,2.15,11.11,2.34,2.87
Ga69,17.28,17.51,1.48,1.52,3.31,0.0071,0.0089,0.0080,0.0040,0.0037,0.0050,0.0047,0.014,0.0044,0.0047,0.014,0.0053,23.00,24.06,2.02,2.18,4.69,0.0075,0.0092
Sr88,16.18,16.18,2.49,2.49,10.37,0.0028,0.0035,0.0091,0.0010,0.0010,0.0014,0.00087,0.0021,0.0012,0.0017,0.0019,0.00097,16.30,16.56,2.54,2.58,10.81,0.0034,0.0039
Y89,15.87,15.80,1.32,1.32,0.99,0.0062,0.0079,0.015,0.0014,0.0015,0.0017,0.0014,0.0030,0.0018,0.0013,0.0022,0.0012,16.16,15.85,1.33,1.35,1.02,0.0074,0.0080
Zr90,16.23,16.07,1.41,1.40,5.65,0.012,0.0091,0.013,0.022,0.023,0.021,0.026,0.38,0.023,0.025,0.015,0.014,16.41,16.27,1.45,1.46,5.94,0.012,0.0094
Nb93,15.93,15.85,1.35,1.36,0.44,0.0032,0.0020,0.0097,0.012,0.013,0.012,0.012,0.013,0.013,0.012,0.0020,0.0077,16.31,16.24,1.39,1.41,0.46,0.0030,0.0025
Ba135,13.41,13.46,1.39,1.41,20.30,0.043,0.014,0.036,0.017,0.0075,0.019,0.0094,0.012,0.012,0.012,0.0084,0.014,13.96,14.18,1.40,1.45,21.95,0.024,0.036
Ba137,16.64,16.75,1.61,1.66,25.69,0.014,0.0078,0.034,0.011,0.0081,0.012,0.0036,0.0073,0.0057,0.0089,0.0068,0.0080,22.57,23.27,2.11,2.27,39.01,0.016,0.015
La139,14.20,14.10,1.18,1.20,0.77,0.0013,0.0027,0.0025,0.00044,0.00073,0.0013,0.00061,0.0018,0.00093,0.0011,0.00057,0.00093,15.00,15.01,1.27,1.30,0.84,0.0030,0.0016
Ce140,15.17,15.16,1.29,1.32,1.69,0.0022,0.0022,0.0081,0.00093,0.0013,0.0014,0.00072,0.0020,0.00083,0.00063,0.00076,0.00075,16.52,16.53,1.43,1.48,1.95,0.0022,0.00057
Gd157,14.93,14.91,1.32,1.34,0.24,0.017,0.012,0.0067,0.0040,0.0074,0.0084,0.0042,0.0036,0.0049,0.0026,0.0058,0.0051,16.86,16.93,1.49,1.55,0.27,0.014,0.0089
Yb172,16.29,16.21,1.42,1.39,0.14,0.0081,0.0092,0.014,0.00096,0.0029,0.0051,0.0027,0.0032,0.0038,0.0036,0.0036,0.0034,18.25,18.15,1.60,1.64,0.15,0.0082,0.0065

GLITTER!: Minimum detection limits (99% confidence).
Element,STD610-03,STD610-04,612-03,612-04,BCR-2g-02,SCO-1-02,SCO-2-02,FS1-1,FS1-2,FS1-3,FS1-4,FS1-5,FS1-6,FS1-7,FS1-8,FS1-9,FS1-10,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03
Li7,0.142,0.146,0.220,0.256,0.154,0.153,0.145,0.0932,0.0646,0.0642,0.0898,0.0617,0.0614,0.0616,0.0606,0.0596,0.0580,0.154,0.151,0.198,0.252,0.169,0.157,0.142
B11,0.107,0.111,0.169,0.193,0.126,0.120,0.116,0.0765,0.0520,0.0509,0.0739,0.0501,0.0516,0.0516,0.0515,0.0509,0.0501,0.130,0.129,0.171,0.214,0.152,0.146,0.145
Na23,0.333,0.346,0.528,0.630,0.383,0.362,0.337,0.214,0.147,0.146,0.208,0.139,0.141,0.138,0.137,0.134,0.132,0.345,0.343,0.468,0.596,0.406,0.360,0.334
Mg24,0.450,0.120,0.178,0.210,0.125,0.160,0.292,0.0662,0.158,0.137,0.291,0.193,0.122,0.143,0.206,0.206,0.195,0.520,0.145,0.181,0.218,0.143,0.154,0.443
Mg25,1.11,0.339,0.498,0.574,0.360,0.349,0.707,0.185,0.428,0.470,0.663,0.534,0.398,0.349,0.526,0.342,1.16,0.999,0.372,0.496,0.563,0.466,0.386,0.463
Mg26,1.51,1.45,2.13,2.43,1.53,1.52,1.54,0.981,0.766,0.716,1.03,0.574,0.715,0.782,0.768,0.618,0.744,1.62,1.39,1.88,2.37,1.59,1.47,1.62
Al27,0.127,0.147,0.264,0.299,0.201,0.199,0.171,0.102,0.0592,0.0599,0.0906,0.0594,0.0565,0.0571,0.0568,0.0558,0.0559,0.136,0.151,0.242,0.267,0.176,0.180,0.141
Si29,69.34,69.58,103.83,116.89,73.28,71.47,66.90,43.96,28.49,27.91,38.29,25.98,26.71,25.81,25.45,24.62,23.93,59.89,60.74,78.98,98.69,67.32,60.39,57.98
Si30,421.78,423.25,633.81,719.89,449.80,431.32,407.90,270.47,177.43,176.64,247.11,166.61,168.73,165.99,163.59,158.82,155.04,395.75,394.54,514.74,648.94,445.11,393.20,378.42
P31,3.81,4.08,6.20,6.92,4.31,4.28,4.02,2.54,1.69,1.69,2.34,1.60,1.62,1.61,1.55,1.53,1.50,3.89,4.12,5.57,6.89,4.69,4.35,4.09
Ca43,40.04,37.81,65.98,77.90,44.44,52.03,48.60,29.37,16.25,16.91,25.25,15.59,17.69,16.27,17.86,15.78,16.59,34.00,43.04,51.47,70.09,44.53,46.22,38.70
Ca44,21.72,21.59,33.20,37.66,23.24,22.96,20.93,14.49,9.37,9.23,12.99,8.69,8.78,8.59,8.44,8.31,8.13,20.33,20.43,26.14,33.14,22.91,20.45,19.67
Sc45,0.0856,0.0823,0.128,0.149,0.0882,0.0879,0.0824,0.0521,0.0396,0.0354,0.0514,0.0368,0.0375,0.0355,0.0357,0.0370,0.0339,0.0854,0.0857,0.115,0.149,0.104,0.0952,0.0848
Ti47,0.327,0.342,0.467,0.530,0.388,0.225,0.395,0.192,0.162,0.130,0.178,0.139,0.147,0.155,0.141,0.171,0.0986,0.328,0.296,0.350,0.339,0.324,0.480,0.202
Ti49,0.787,0.910,1.34,1.28,0.936,0.936,0.918,0.434,0.393,0.420,0.491,0.337,0.360,0.339,0.319,0.354,0.349,0.755,0.793,0.855,1.55,0.938,0.823,0.853
V51,0.0313,0.0354,0.0508,0.0618,0.0350,0.0369,0.0346,0.0244,0.0161,0.0165,0.0250,0.0162,0.0135,0.0140,0.0158,0.0145,0.0148,0.0424,0.0358,0.0351,0.0631,0.0354,0.0344,0.0352
Cr53,0.502,0.501,0.728,0.912,0.570,0.563,0.491,0.377,0.239,0.214,0.339,0.208,0.237,0.218,0.212,0.212,0.223,0.578,0.511,0.718,0.822,0.555,0.517,0.568
Mn55,0.175,0.171,0.266,0.298,0.188,0.191,0.177,0.118,0.0766,0.0764,0.108,0.0724,0.0727,0.0721,0.0728,0.0713,0.0682,0.182,0.185,0.236,0.303,0.206,0.186,0.177
Co59,0.0103,0.0166,0.0266,0.0208,0.00660,0.0162,0.0116,0.00777,0.00833,0.00717,0.00765,0.00548,0.00639,0.00482,0.00974,0.00666,0.00464,0.0121,0.0181,0.0189,0.0239,0.0159,0.0185,0.00781
Ni60,0.0911,0.0794,0.130,0.0764,0.0624,0.0789,0.0694,0.0477,0.0254,0.0515,0.0424,0.0390,0.0362,0.0314,0.0320,0.0457,0.0342,0.103,0.0814,0.126,0.117,<0.00000,0.0654,0.0719
Ni62,0.450,0.206,0.262,0.356,<0.00000,0.293,0.303,0.173,0.108,0.163,0.109,0.165,0.129,0.0907,0.117,0.341,0.169,0.350,0.322,<0.00000,<0.00000,<0.00000,0.469,0.232
Cu63,0.0337,0.0387,0.0640,0.0590,0.0405,0.0390,0.0395,0.0210,0.0115,0.0124,0.0156,0.00608,0.0119,0.0169,0.0141,0.0111,0.0172,0.0370,0.0374,0.0576,0.0574,0.0351,0.0251,0.0466
Zn66,0.221,0.241,0.355,0.392,0.233,0.220,0.224,0.146,0.0993,0.0986,0.129,0.0919,0.0928,0.0964,0.0895,0.0848,0.0951,0.232,0.251,0.273,0.338,0.220,0.208,0.225
Zn67,0.495,0.494,0.717,0.646,0.500,0.476,0.447,0.202,0.255,0.188,0.325,0.219,0.225,0.182,0.211,0.177,0.150,0.359,0.571,0.540,0.745,0.492,0.403,0.393
Ga69,0.0110,0.0141,0.0238,0.0252,0.0113,0.00921,0.0130,0.00935,0.00459,0.00460,0.00529,0.00309,0.00784,<0.00000,0.00352,0.00345,<0.00000,0.0117,0.0231,0.0223,0.0192,0.0125,0.0184,<0.00000
Sr88,0.00738,0.00867,0.0178,0.00739,0.00934,0.00659,0.00875,0.00721,0.00189,<0.00000,<0.00000,0.00178,0.00311,0.00306,0.00391,0.00243,0.00238,<0.00000,0.0114,0.0139,0.00715,<0.00000,0.00899,0.00945
Y89,0.0101,0.00514,0.0178,0.00878,<0.00000,<0.00000,0.00901,0.00324,0.00225,0.00318,0.00447,0.00213,0.00429,0.00299,<0.00000,<0.00000,0.00201,0.00902,0.0154,0.0152,0.0121,<0.00000,0.0121,0.00717
Zr90,0.0109,0.0111,0.0172,0.0189,<0.00000,0.0169,0.0112,0.00985,0.00682,<0.00000,<0.00000,0.00912,0.00795,<0.00000,<0.00000,<0.00000,0.00608,0.0111,0.0155,0.0289,0.0182,0.0255,<0.00000,<0.00000
Nb93,0.0110,0.0112,0.00656,0.0102,<0.00000,0.00789,<0.00000,<0.00000,<0.00000,<0.00000,0.00259,<0.00000,<0.00000,<0.00000,<0.00000,<0.00000,<0.00000,0.00739,0.00842,0.0136,0.00991,0.00692,0.00764,0.00586
Ba135,0.0482,<0.00000,0.108,0.146,0.0533,0.119,<0.00000,0.0313,0.0486,<0.00000,0.0434,0.0207,0.0295,0.0291,0.0289,0.0200,0.0341,0.0511,0.0506,<0.00000,0.119,0.0835,0.0533,0.100
Ba137,0.0274,0.0280,0.0615,0.0960,0.0304,0.0304,<0.00000,0.0178,0.0328,0.0176,0.0350,0.0118,0.0119,0.0118,0.0261,0.0162,0.0252,0.0293,0.0410,0.0663,0.0686,<0.00000,0.0433,0.0408
La139,0.00436,0.0109,0.0181,0.00754,<0.00000,<0.00000,0.00771,0.00277,<0.00000,<0.00000,0.00380,<0.00000,<0.00000,0.00253,0.00306,<0.00000,0.00240,0.00439,0.00866,0.0171,0.00719,<0.00000,0.00782,<0.00000
Ce140,<0.00000,0.0139,0.00784,0.00862,0.00769,0.00542,0.00622,0.00447,0.00268,0.00409,0.00376,0.00206,<0.00000,0.00204,<0.00000,<0.00000,0.00193,0.00353,0.00853,0.00458,<0.00000,0.00901,0.00628,<0.00000
Gd157,<0.00000,0.0497,0.0445,0.0695,<0.00000,0.0441,0.0359,<0.00000,0.00899,0.0238,0.0254,0.00857,<0.00000,0.0121,0.00847,0.0118,0.0116,0.0301,0.0297,0.0481,<0.00000,0.0246,0.0445,0.0209
Yb172,0.0185,0.0133,0.0206,0.0322,<0.00000,<0.00000,0.0191,<0.00000,<0.00000,0.00828,0.0165,<0.00000,0.00560,0.0110,0.0109,0.00929,0.0105,0.0193,0.0135,0.0252,<0.00000,0.0223,0.0201,<0.00000

GLITTER!: Limit of Quantification.
Element,STD610-03,STD610-04,612-03,612-04,BCR-2g-02,SCO-1-02,SCO-2-02,FS1-1,FS1-2,FS1-3,FS1-4,FS1-5,FS1-6,FS1-7,FS1-8,FS1-9,FS1-10,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03
Li7,0.438,0.449,0.676,0.789,0.473,0.472,0.446,0.287,0.199,0.197,0.276,0.190,0.189,0.190,0.186,0.183,0.179,0.474,0.463,0.610,0.775,0.521,0.482,0.438
B11,0.330,0.340,0.519,0.594,0.386,0.370,0.357,0.235,0.160,0.157,0.227,0.154,0.159,0.159,0.158,0.156,0.154,0.400,0.396,0.525,0.657,0.467,0.449,0.445
Na23,1.02,1.06,1.62,1.94,1.18,1.11,1.04,0.657,0.453,0.450,0.639,0.428,0.435,0.426,0.420,0.412,0.407,1.06,1.06,1.44,1.83,1.25,1.11,1.03
Mg24,1.38,0.370,0.547,0.645,0.386,0.493,0.899,0.204,0.485,0.422,0.895,0.593,0.375,0.440,0.635,0.634,0.600,1.60,0.445,0.557,0.670,0.440,0.474,1.36
Mg25,3.41,1.04,1.53,1.77,1.11,1.07,2.18,0.569,1.32,1.44,2.04,1.64,1.22,1.07,1.62,1.05,3.57,3.07,1.15,1.53,1.73,1.43,1.19,1.42
Mg26,4.64,4.45,6.54,7.47,4.72,4.68,4.74,3.02,2.36,2.20,3.16,1.77,2.20,2.40,2.36,1.90,2.29,4.99,4.29,5.79,7.28,4.89,4.53,5.00
Al27,0.390,0.452,0.811,0.921,0.619,0.611,0.526,0.315,0.182,0.184,0.279,0.183,0.174,0.176,0.175,0.172,0.172,0.419,0.465,0.744,0.821,0.542,0.554,0.435
Si29,213.34,214.10,319.49,359.65,225.47,219.92,205.86,135.28,87.66,85.88,117.83,79.95,82.18,79.43,78.30,75.75,73.64,184.28,186.90,243.02,303.67,207.13,185.82,178.41
Si30,1297.79,1302.31,1950.18,2215.05,1384.00,1327.14,1255.08,832.23,545.94,543.50,760.34,512.65,519.15,510.74,503.36,488.68,477.06,1217.70,1213.98,1583.81,1996.74,1369.56,1209.83,1164.36
P31,11.72,12.56,19.09,21.29,13.25,13.17,12.37,7.81,5.19,5.19,7.20,4.91,5.00,4.96,4.77,4.72,4.61,11.97,12.67,17.14,21.19,14.42,13.38,12.58
Ca43,123.20,116.33,203.03,239.70,136.73,160.09,149.53,90.38,49.99,52.03,77.70,47.95,54.43,50.05,54.97,48.56,51.03,104.60,132.43,158.37,215.67,137.02,142.21,119.06
Ca44,66.82,66.43,102.16,115.88,71.52,70.64,64.41,44.59,28.84,28.39,39.97,26.75,27.02,26.44,25.97,25.57,25.01,62.55,62.86,80.44,101.97,70.49,62.92,60.52
Sc45,0.264,0.253,0.394,0.459,0.272,0.271,0.254,0.160,0.122,0.109,0.158,0.113,0.116,0.109,0.110,0.114,0.104,0.263,0.264,0.354,0.457,0.321,0.293,0.261
Ti47,1.01,1.05,1.44,1.63,1.19,0.691,1.22,0.592,0.499,0.400,0.547,0.426,0.452,0.476,0.433,0.525,0.303,1.01,0.912,1.08,1.04,0.996,1.48,0.622
Ti49,2.42,2.80,4.11,3.94,2.88,2.88,2.82,1.34,1.21,1.29,1.51,1.04,1.11,1.04,0.981,1.09,1.07,2.32,2.44,2.63,4.78,2.89,2.53,2.63
V51,0.0963,0.109,0.156,0.190,0.108,0.113,0.106,0.0752,0.0497,0.0507,0.0770,0.0500,0.0415,0.0431,0.0487,0.0445,0.0456,0.131,0.110,0.108,0.194,0.109,0.106,0.108
Cr53,1.54,1.54,2.24,2.81,1.75,1.73,1.51,1.16,0.736,0.660,1.04,0.640,0.730,0.672,0.652,0.652,0.687,1.78,1.57,2.21,2.53,1.71,1.59,1.75
Mn55,0.538,0.527,0.818,0.918,0.577,0.589,0.544,0.363,0.236,0.235,0.333,0.223,0.224,0.222,0.224,0.219,0.210,0.559,0.570,0.726,0.931,0.633,0.573,0.545
Co59,0.0316,0.0511,0.0820,0.0641,0.0203,0.0498,0.0358,0.0239,0.0256,0.0221,0.0235,0.0169,0.0197,0.0148,0.0300,0.0205,0.0143,0.0371,0.0555,0.0580,0.0735,0.0489,0.0570,0.0240
Ni60,0.280,0.244,0.399,0.235,0.192,0.243,0.214,0.147,0.0782,0.159,0.131,0.120,0.111,0.0965,0.0985,0.141,0.105,0.318,0.251,0.387,0.359,<0.00000,0.201,0.221
Ni62,1.39,0.634,0.807,1.09,<0.00000,0.902,0.932,0.533,0.333,0.502,0.335,0.507,0.398,0.279,0.359,1.05,0.519,1.08,0.990,<0.00000,<0.00000,<0.00000,1.44,0.713
Cu63,0.104,0.119,0.197,0.182,0.125,0.120,0.122,0.0647,0.0353,0.0381,0.0480,0.0187,0.0366,0.0519,0.0434,0.0341,0.0530,0.114,0.115,0.177,0.177,0.108,0.0771,0.143
Zn66,0.680,0.742,1.09,1.21,0.718,0.678,0.690,0.449,0.306,0.303,0.397,0.283,0.285,0.297,0.275,0.261,0.293,0.714,0.774,0.839,1.04,0.677,0.640,0.693
Zn67,1.52,1.52,2.21,1.99,1.54,1.46,1.37,0.622,0.784,0.579,0.999,0.673,0.691,0.561,0.650,0.546,0.460,1.10,1.76,1.66,2.29,1.52,1.24,1.21
Ga69,0.0339,0.0434,0.0732,0.0775,0.0347,0.0283,0.0399,0.0288,0.0141,0.0141,0.0163,0.00950,0.0241,<0.00000,0.0108,0.0106,<0.00000,0.0359,0.0709,0.0685,0.0592,0.0383,0.0565,<0.00000
Sr88,0.0227,0.0267,0.0547,0.0227,0.0287,0.0203,0.0269,0.0222,0.00581,<0.00000,<0.00000,0.00549,0.00957,0.00942,0.0120,0.00746,0.00732,<0.00000,0.0350,0.0427,0.0220,<0.00000,0.0277,0.0291
Y89,0.0311,0.0158,0.0548,0.0270,<0.00000,<0.00000,0.0277,0.00997,0.00691,0.00978,0.0138,0.00655,0.0132,0.00919,<0.00000,<0.00000,0.00619,0.0278,0.0475,0.0466,0.0373,<0.00000,0.0371,0.0221
Zr90,0.0336,0.0342,0.0529,0.0582,<0.00000,0.0519,0.0344,0.0303,0.0210,<0.00000,<0.00000,0.0281,0.0245,<0.00000,<0.00000,<0.00000,0.0187,0.0342,0.0477,0.0889,0.0561,0.0783,<0.00000,<0.00000
Nb93,0.0339,0.0345,0.0202,0.0314,<0.00000,0.0243,<0.00000,<0.00000,<0.00000,<0.00000,0.00798,<0.00000,<0.00000,<0.00000,<0.00000,<0.00000,<0.00000,0.0227,0.0259,0.0418,0.0305,0.0213,0.0235,0.0180
Ba135,0.148,<0.00000,0.332,0.449,0.164,0.367,<0.00000,0.0963,0.149,<0.00000,0.133,0.0636,0.0908,0.0895,0.0888,0.0617,0.105,0.157,0.156,<0.00000,0.367,0.257,0.164,0.309
Ba137,0.0844,0.0861,0.189,0.295,0.0935,0.0936,<0.00000,0.0549,0.101,0.0541,0.108,0.0363,0.0367,0.0362,0.0803,0.0499,0.0777,0.0902,0.126,0.204,0.211,<0.00000,0.133,0.126
La139,0.0134,0.0334,0.0558,0.0232,<0.00000,<0.00000,0.0237,0.00852,<0.00000,<0.00000,0.0117,<0.00000,<0.00000,0.00778,0.00942,<0.00000,0.00739,0.0135,0.0267,0.0526,0.0221,<0.00000,0.0241,<0.00000
Ce140,<0.00000,0.0427,0.0241,0.0265,0.0237,0.0167,0.0191,0.0138,0.00824,0.0126,0.0116,0.00634,<0.00000,0.00627,<0.00000,<0.00000,0.00595,0.0109,0.0263,0.0141,<0.00000,0.0277,0.0193,<0.00000
Gd157,<0.00000,0.153,0.137,0.214,<0.00000,0.136,0.110,<0.00000,0.0276,0.0733,0.0781,0.0264,<0.00000,0.0371,0.0261,0.0362,0.0356,0.0925,0.0915,0.148,<0.00000,0.0757,0.137,0.0645
Yb172,0.0568,0.0410,0.0635,0.0990,<0.00000,<0.00000,0.0588,<0.00000,<0.00000,0.0255,0.0507,<0.00000,0.0172,0.0340,0.0336,0.0286,0.0325,0.0594,0.0416,0.0775,<0.00000,0.0685,0.0618,<0.00000

GLITTER!: Trace element concentrations normalised to chondrite.
Element,STD610-03,STD610-04,612-03,612-04,BCR-2g-02,SCO-1-02,SCO-2-02,FS1-1,FS1-2,FS1-3,FS1-4,FS1-5,FS1-6,FS1-7,FS1-8,FS1-9,FS1-10,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03
Li7,197.89,197.93,17.17,17.51,3.99,0.758,1.035,0.583,0.366,0.390,0.826,1.085,1.188,1.090,1.122,1.020,0.661,201.66,201.31,17.03,17.64,4.27,0.752,1.089
B11,68.04,68.84,17.93,18.78,11.20,15.72,15.22,12.68,11.59,11.36,10.95,10.50,10.50,10.08,10.26,9.40,9.42,84.51,86.39,17.79,18.87,11.13,13.01,13.06
Na23,13.44,13.33,13.45,13.89,3.13,0.00532,0.01367,0.01535,0.01242,0.01253,0.01293,0.01291,0.01314,0.01276,0.01275,0.02826,0.01301,13.47,13.53,13.35,13.97,3.22,0.00515,0.01342
Mg24,0.00384,0.00389,0.00053,0.00055,0.1874,2.828,2.815,2.764,2.862,2.921,2.748,2.773,2.778,2.750,2.779,2.615,2.705,0.00386,0.00393,0.00053,0.00055,0.191,2.794,2.791
Mg25,0.00392,0.00404,0.00054,0.00054,0.199,3.04,3.02,2.97,3.08,3.13,2.99,2.99,3.00,2.97,3.01,2.78,2.95,0.00406,0.00408,0.00052,0.00057,0.201,2.99,3.02
Mg26,0.00389,0.00394,0.00054,0.00054,0.1949,2.95,2.90,2.90,3.04,3.07,2.84,2.90,2.96,2.91,2.94,2.76,2.89,0.00405,0.00409,0.00053,0.00056,0.206,3.00,3.02
Al27,0.770,0.769,0.814,0.820,5.74,0.00551,0.01066,0.00257,0.00175,0.00177,0.00103,0.00122,0.00123,0.00120,0.00123,0.00789,0.00201,0.770,0.768,0.812,0.822,5.83,0.00519,0.01027
Si29,2.00,1.99,2.09,2.17,1.630,1.208,1.208,1.214,1.207,1.223,1.201,1.210,1.201,1.200,1.208,1.180,1.169,2.04,2.04,2.08,2.18,1.69,1.208,1.208
Si30,1.88,1.86,2.09,2.18,1.591,1.279,1.258,1.091,1.118,1.150,1.119,1.117,1.123,1.106,1.129,1.114,1.083,1.94,1.94,2.05,2.21,1.69,1.272,1.244
P31,0.194,0.188,0.0223,0.0265,0.66,0.0113,0.0130,0.0121,0.0224,0.0249,0.0194,0.0282,0.0296,0.0277,0.0294,0.0474,0.0150,0.214,0.213,0.0222,0.0264,0.76,0.0088,0.0133
Ca43,6.07,6.07,6.27,6.27,3.78,0.0298,0.0370,0.0069,0.00559,0.00632,0.00727,0.00814,0.00705,0.00503,0.00683,0.0233,0.00540,6.07,6.07,6.27,6.27,3.78,0.0307,0.0393
Ca44,6.07,6.03,6.23,6.33,3.70,0.0598,0.0719,0.0354,0.0374,0.0363,0.0366,0.0382,0.0375,0.0376,0.0378,0.0502,0.0355,6.08,6.03,6.25,6.29,3.79,0.0563,0.0649
Sc45,41.36,41.20,4.50,4.56,3.59,0.931,0.808,0.622,0.630,0.625,0.675,0.655,0.677,0.654,0.664,0.621,0.585,43.69,43.58,4.51,4.55,3.64,0.785,0.698
Ti47,0.729,0.738,0.0739,0.0734,22.43,0.01455,0.0644,0.0720,0.0371,0.0395,0.1632,0.1553,0.1555,0.1526,0.1617,0.286,0.1070,0.777,0.771,0.0707,0.0771,24.04,0.0130,0.0679
Ti49,0.797,0.798,0.0714,0.0763,24.25,0.01039,0.0627,0.0768,0.0367,0.0371,0.1684,0.1685,0.1694,0.1635,0.1658,0.312,0.1097,0.837,0.823,0.0734,0.0737,25.81,0.00978,0.0650
V51,5.28,5.24,0.445,0.456,4.95,0.0371,0.0716,0.0700,0.0588,0.0604,0.0433,0.0426,0.0447,0.0426,0.0433,0.1358,0.0680,5.37,5.37,0.439,0.462,5.16,0.0366,0.0699
