GLITTER! 4.5b1: Laser Ablation Analysis Results

G:\For edit 2017-04-20 EMP UPDATED Windows reselected\run2.b
Created: Fri Sep 29 17:15:07 2017

All values are reported in ppm

GLITTER!: Trace Element Concentrations MDL filtered.
Element,STD610-03,STD610-04,612-03,612-04,BCR-2g-02,SCO-1-02,SCO-2-02,FS1-1,FS1-2,FS1-3,FS1-4,FS1-5,FS1-6,FS1-7,FS1-8,FS1-9,FS1-10,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03
Ce140,1.04036,4.05449,2.36317,1.48963,2.14711e-005,-361.314,13.3357,-167.361,-214.378,-25.2580,-235.624,16.0959,-118.280,-746.694,-17.0561,-38.8468,1186.08,-1.59177,1.35992,0.451464,-0.0462527,2.14711e-005,252.918,203.295
Gd157,-12.5905,-10.1106,-12.3964,-7.57936,1.42127e-005,-763.001,-67.4482,-121.746,-2.02018,2.25023,-70.2079,-189.565,63.3088,-457.088,7.79061,91.9438,60.6108,-0.566201,1.73960,0.0803725,1.41230,0.000000,16.5938,-508.913
Yb172,-15.6730,-12.3143,-19.0539,-16.2478,-2.81320e-005,-68.1805,-80.4910,-197.012,-194.017,-237.439,6.74569,-43.5126,-250.485,61.7272,-19.8063,3302.16,-7.83015,11.8032,15.0535,16.3847,10.9292,-2.81320e-005,-134.865,131.449
GLITTER!: Fractionation/Uncertainty.
Element,STD610-03,STD610-04,612-03,612-04,BCR-2g-02,SCO-1-02,SCO-2-02,FS1-1,FS1-2,FS1-3,FS1-4,FS1-5,FS1-6,FS1-7,FS1-8,FS1-9,FS1-10,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03
Li7,-1.70489,0.489336,-0.568917,-0.431629,3.34860e-006,0.229769,-1.23787,-2.39595,1.07666,2.18585,2.25448,0.823656,0.668868,2.15149,2.77450,2.52495,2.22009,1.16706,0.245315,1.40515,1.08808,1.00421e-005,4.19067,0.942169
B11,0.954562,1.54088,0.456395,0.399278,-7.75346e-006,0.582511,0.183362,-1.41408,-1.35234,-0.256087,-1.77769,-0.790376,-1.78362,-1.45992,-0.281542,-0.427424,-0.456238,0.0861659,0.0735447,0.148389,-0.680105,-2.56467e-006,1.33232,0.274716
Na23,-0.125819,0.232754,0.155956,-0.180031,5.33681e-006,1.16750,0.775135,-0.165862,0.700379,1.56824,2.06708,1.09275,-1.32837,0.669029,1.42165,2.07346,1.43609,-0.571521,-1.11283,-0.582459,-1.25489,5.33776e-006,0.996927,0.0475021
Mg24,0.987345,0.501565,1.53094,1.25328,0.000000,0.909819,0.599569,-0.431436,0.879295,2.34661,0.905008,1.12905,0.504956,-0.311215,1.40195,0.974357,0.381718,-0.192777,-0.451858,0.417774,-0.853915,-5.74843e-006,0.676754,0.147483
Mg25,2.70143,3.03923,2.17426,2.34952,-8.84001e-006,1.67746,1.83511,0.584884,1.78861,2.23622,1.43105,2.32252,0.472074,1.80447,1.45031,2.94542,2.92031,1.04356,1.00634,0.605945,0.905289,-2.94201e-006,1.69879,1.79729
Mg26,1.40250,1.98895,2.67595,-1.08614,-8.84855e-006,1.32731,0.612666,0.105972,0.803371,1.40892,1.22288,0.928048,-0.554769,0.697642,1.51695,1.97280,2.27434,0.921750,0.472938,1.09539,0.996865,0.000000,1.57063,1.19254
Al27,1.32397,0.926242,0.0737469,0.580390,6.69722e-006,0.219043,1.42724,-0.542724,-0.638757,0.0638307,-0.144541,0.603519,-1.43935,1.13692,-0.777840,1.11802,0.852841,0.0613467,0.204998,0.186435,-0.555428,0.000000,0.756306,-0.221762
Si29,-0.694393,0.0247926,0.502402,0.348098,4.38457e-006,-2.55538e-006,-2.55546e-006,-2.54348e-006,-5.11439e-006,-5.05082e-006,-2.57070e-006,-5.10330e-006,-5.14052e-006,0.000000,2.55659e-006,0.000000,-2.64224e-006,-0.862661,-0.814584,-0.343830,-0.480703,4.44010e-006,0.000000,2.55543e-006
Si30,0.511641,-0.0967347,1.00728,1.45061,9.46235e-006,0.833604,0.0244424,-1.18149,0.889273,1.24089,-0.182090,1.65603,-0.696837,0.856861,1.92147,1.40009,1.59696,0.653552,0.0232811,0.773846,0.884576,1.58469e-006,2.50258,1.03914
P31,0.485217,0.186633,-0.0106651,0.274656,3.86079e-006,-0.650223,-0.553199,-3.63734,0.216583,1.56369,-1.44786,1.43222,0.0960797,0.451209,0.635973,1.51617,-0.0657243,-0.0465831,-0.149596,0.587040,-1.06241,1.95349e-006,-0.592233,-0.827692
Ca43,-5.97995e-006,-8.97335e-006,-5.76136e-006,-8.62611e-006,-4.82032e-006,-3.28052,-2.01189,1.59300,-2.23369,0.0588910,-1.62800,-0.314901,-2.40436,-0.210396,0.903183,2.12609,3.66539,-1.19574e-005,-8.96893e-006,-1.15315e-005,-1.15032e-005,-7.22540e-006,0.0823987,2.84920
Ca44,0.624412,1.22819,0.756640,0.992887,2.44801e-006,0.838534,1.57514,-0.303670,-1.13544,2.22503,1.50761,0.995918,0.406532,1.09384,0.128670,2.23857,2.94704,0.434775,0.0377335,0.630683,-0.0625083,4.89943e-006,2.19510,0.574142
Sc45,1.81188,2.24191,0.979161,2.07910,1.83172e-005,1.87323,-0.988273,-1.35635,1.54728,2.24642,2.30406,0.528951,-0.0830216,-0.503756,1.00991,0.392989,2.01303,0.456641,0.275277,0.427728,-0.538999,7.28885e-006,0.686751,0.761591
Ti47,0.131261,0.222515,2.10958,1.30488,0.000000,2.54282,0.328693,-0.562885,0.998906,-1.25367,0.521630,-1.40419,-1.21073,-0.316419,-0.241831,1.40225,-0.362746,0.427779,-0.738193,-0.456283,-2.56221,0.000000,2.79092,0.509213
Ti49,1.41521,1.30944,0.686237,-1.44322,0.000000,3.22020,-2.44509,-1.40347,1.57113,0.329442,0.0365802,0.929351,-1.15512,-0.693918,0.594658,1.60769,1.65468,-0.655452,0.811357,-2.96012,1.94156,-6.63469e-006,6.66996,0.334227
V51,0.564460,0.977425,-0.296348,0.633721,6.92523e-006,-0.367507,-0.750803,0.700844,-0.135654,0.339018,-1.10679,1.65950,-0.509057,-0.475482,0.193407,2.38390,1.03742,-0.795903,-0.948259,-0.385280,-1.37922,6.93666e-006,1.37843,-0.334044
Cr53,2.42432,2.00628,-0.155842,2.95863,-2.77653e-006,2.52965,1.09958,1.53882,2.39144,3.34268,1.93143,2.29305,0.525251,3.60979,2.89618,3.35099,3.62013,0.990670,0.985407,0.994852,-1.25038,-8.35174e-006,3.98862,1.47284
Mn55,0.699348,0.105720,0.700965,0.763750,1.53144e-005,1.15651,0.290958,-0.142749,0.767471,1.20577,0.454421,1.75124,0.840213,1.27213,1.85272,1.96020,1.39596,-0.574681,-0.456021,-0.0595056,-0.425512,7.65222e-006,1.44509,0.747580
Co59,0.214299,0.210933,1.42424,-0.0576589,9.57266e-006,1.53906,0.771445,-0.0825428,0.419485,1.46535,1.32957,0.865273,0.0140976,-0.0549728,0.892876,0.859125,0.753786,-1.64928,-1.65529,-1.14942,-1.85618,0.000000,0.707807,0.955038
Ni60,-1.59440,-1.13879,-0.125963,-0.461404,4.11350e-006,0.994367,0.282651,-0.805414,0.760901,1.30153,1.42202,2.32491,0.751058,1.32172,2.22371,2.75754,2.11377,0.702961,0.627242,-0.126779,-0.834261,-8.16755e-006,3.70758,3.00201
Ni62,-0.701186,-0.0240969,-1.21111,3.35770,-6.10437e-006,1.49639,1.60923,1.06295,1.66559,1.88539,3.45754,1.32575,1.60366,3.11335,2.72562,3.75046,3.56683,1.93970,1.67995,1.78077,0.646088,-1.46862e-006,4.98700,4.35804
Cu63,-2.77084,-2.18268,-2.35795,-2.47555,-2.76809e-006,-1.83272,1.17006,-1.37960,-2.30212,1.64623,1.02936,-0.539577,2.17331,1.06362,1.42435,3.06707,2.65967,0.151860,0.423236,1.53322,0.895757,0.000000,-0.704379,1.44674
Zn66,-0.0997400,0.510981,0.523353,-2.23683,-9.71550e-006,0.777462,0.516921,0.337822,1.51651,2.43450,0.834507,2.38299,2.65411,2.45793,3.26102,4.04656,4.47696,-0.928613,-0.486689,-1.32155,-1.88239,-9.71368e-006,1.83280,1.97583
Zn67,-2.48532,-0.227033,-2.38565,-0.306659,-1.53525e-005,-0.604033,-2.81066,0.734947,2.11586,0.742104,0.0261319,2.32279,1.58390,2.52832,2.97943,3.95715,2.29552,-0.751692,-0.699213,-0.781193,-1.19311,-9.57302e-006,3.98419,2.32325
Ga69,0.858079,1.15145,0.934713,0.346575,2.45298e-005,0.0682082,-1.31009,-2.66459,-2.09124,6.19562,-2.21656,-0.527694,-34.9403,0.532885,-0.208104,-0.452636,-0.427091,0.574454,0.570035,1.02406,-0.439193,-5.44546e-006,0.190131,0.898555
Sr88,1.10881,1.40548,1.06368,0.215561,1.44640e-005,2.61058,-2.30045,-14.1685,-2.91016,-3.37779,-1.09003,-0.642798,-4.44859,-1.57901,-3.80444,-2.28816,1.70467,0.345661,-0.167048,0.615060,-0.416486,1.44650e-005,0.352796,1.76439
Y89,-0.107784,0.0718609,-0.207360,-1.44214,1.01914e-005,2.61128,-0.407729,-32.1231,-1.43691,0.604240,-1.23604,-3.40685,-2.38518,-3.37157,6.14074,1.69207,-2.66726,0.0231588,-0.00423932,0.733153,-0.767714,6.79107e-006,-0.407970,-4.10013
Zr90,0.817735,1.41673,-0.356362,-1.02178,-1.03981e-005,1.87698,0.396051,2.67851,1.46872,-2.14626,-1.28008,-6.60541,-47.1526,0.756650,2.29165,4.93678,0.528741,0.0533838,-0.511859,-1.68907,-2.07550,-2.59990e-006,-3.46675,0.237451
Nb93,1.01484,1.92059,0.611988,0.840563,-4.80683e-006,0.914876,-1.61998,-16.4516,-1.75157,2.13404,2.10901,-1.08431,-2.81287,-4.07558,-4.10850,0.0942555,-0.169469,-0.216134,-0.0660885,0.115174,0.112344,-2.40145e-006,0.924041,2.18302
Ba135,0.626361,1.35840,2.90100,0.574487,-1.44377e-005,1.04053,3.61491,0.400470,0.336398,0.224378,-0.522638,0.0202789,2.82626,1.68923,-0.586115,-0.706448,2.26191,0.278485,-0.305267,-1.03383,0.672153,-2.88723e-006,-2.83737,-0.570090
Ba137,0.713547,1.44682,0.455624,-0.418724,-2.89657e-006,2.86476,3.61214,-16.3524,-0.928110,-2.96513,-0.119909,-0.109687,1.15468,1.42500,-0.191058,-0.911308,0.171694,-0.0974909,0.761115,-0.548388,-0.968985,8.69233e-006,0.550249,-0.699798
La139,1.38088,1.76172,0.774439,0.729068,4.87354e-006,3.52748,-0.606463,2.38142,-2.67346,-2.39655,0.602929,-1.79701,-7.75875,-1.94110,-1.13330,0.263052,1.15545,0.000659250,0.184798,0.482681,-0.954669,7.31264e-006,-0.0513157,-0.754362
Ce140,0.339683,1.32423,0.761646,0.478945,6.94987e-006,-2.14246,-0.0634940,-25.9214,1.53413,0.537825,0.951804,-0.0912920,-8.85241,-2.87261,-0.449841,-1.28205,1.15646,-0.520293,0.444562,0.145865,-0.0148959,6.95497e-006,-1.75675,2.03203
Gd157,-4.08246,-3.27925,-3.77057,-2.28357,3.58812e-006,-2.08990,0.509019,-3.83264,-0.0155986,-0.0593478,0.953738,-2.06749,1.54655,-1.75847,-0.0778709,1.56397,0.542057,-0.183214,0.562877,0.0244344,0.424205,0.000000,-0.331278,-2.33593
Yb172,-5.12728,-4.02931,-5.98555,-5.06367,-6.97543e-006,-2.34915,-1.31791,-17.8825,-1.93929,1.30441,-0.134671,-1.22630,-4.56595,-0.661361,0.269059,2.91745,0.130426,3.85266,4.91310,5.14414,3.40125,-6.75286e-006,-0.518841,3.70458
