GLITTER! 4.5b1: Laser Ablation Analysis Results

G:\For edit 2017-04-20 EMP UPDATED Windows reselected\run2.b
Created: Fri Sep 29 17:15:07 2017

All values are reported in ppm

GLITTER!: Trace Element Concentrations MDL filtered.
Element,STD610-03,STD610-04,612-03,612-04,BCR-2g-02,SCO-1-02,SCO-2-02,FS1-1,FS1-2,FS1-3,FS1-4,FS1-5,FS1-6,FS1-7,FS1-8,FS1-9,FS1-10,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03
Si29,13366.50,13301.62,13958.69,14404.72,10690.89,6114.56,6114.36,6143.16,6110.22,6187.12,6078.11,6123.48,6079.15,6071.74,6111.65,5969.71,5913.54,13025.55,12941.07,13181.39,13800.87,10557.19,6114.56,6114.42
Si30,11981.68,11800.64,13247.68,13740.08,9907.69,6531.94,6414.31,5558.65,5686.19,5840.58,5680.49,5662.91,5686.02,5590.92,5701.90,5622.77,5457.94,11637.09,11577.26,12221.47,13137.08,9859.96,6368.04,6220.45
P31,38.53,37.15,5.09,5.92,126.47,2.11,2.10,1.59,2.27,2.49,2.10,2.74,2.86,2.68,2.81,4.42,1.52,37.07,36.47,4.33,5.15,124.98,1.84,1.97
Ca43,2612.90,2611.90,2712.03,2717.04,1620.74,29.48,30.78,13.51,8.37,8.97,12.41,9.19,9.39,8.22,9.36,15.26,8.44,2613.44,2613.19,2709.97,2716.63,1621.88,29.52,30.88
Ca44,2650.87,2628.38,2718.44,2760.30,1595.68,27.55,32.18,16.46,16.57,16.14,16.78,16.87,16.59,16.62,16.71,21.89,15.71,2590.92,2562.38,2659.41,2674.77,1594.57,26.14,29.55
Sc45,11.96,11.91,1.32,1.34,1.04,0.28,0.24,0.19,0.19,0.19,0.20,0.19,0.20,0.19,0.20,0.18,0.17,12.52,12.48,1.31,1.33,1.05,0.25,0.22
Ti47,14.89,15.00,1.75,1.77,441.95,0.45,1.43,1.51,0.80,0.85,3.26,3.06,3.06,3.00,3.16,5.52,2.11,14.80,14.63,1.56,1.72,441.72,0.44,1.46
Ti49,15.09,15.03,1.71,1.83,441.85,0.49,1.39,1.54,0.77,0.78,3.16,3.10,3.12,3.01,3.04,5.62,2.04,14.87,14.58,1.60,1.71,441.57,0.45,1.40
V51,14.36,14.20,1.22,1.25,13.22,0.11,0.20,0.19,0.16,0.17,0.12,0.12,0.12,0.12,0.12,0.36,0.18,13.97,13.92,1.15,1.21,13.20,0.11,0.20
Cr53,14.81,15.04,1.52,1.59,0.69,4.98,9.55,8.46,9.83,10.06,8.39,7.23,7.13,7.20,7.25,5.13,7.05,14.45,14.76,1.43,1.48,0.69,4.99,9.55
Mn55,13.54,13.59,1.23,1.28,47.83,33.70,29.25,24.50,21.82,22.05,31.12,36.53,37.27,36.31,37.47,35.09,27.96,13.44,13.38,1.17,1.22,47.86,33.71,29.99
Co59,12.89,12.91,1.12,1.15,1.20,4.58,4.68,3.92,3.87,3.93,4.79,4.86,5.01,4.86,4.96,5.47,4.49,12.66,12.58,1.05,1.11,1.20,4.60,4.72
Ni60,15.10,15.10,1.30,1.38,0.46,100.20,104.75,91.28,91.39,92.15,107.22,109.96,111.07,109.86,111.12,92.53,94.73,14.77,14.80,1.31,1.33,0.47,101.13,105.44
Ni62,10.72,10.91,1.22,1.33,0.62,72.52,75.71,66.14,66.95,67.77,82.33,79.83,82.27,80.65,82.03,69.13,71.25,10.99,11.10,1.24,1.27,0.65,76.55,81.05
Cu63,16.85,16.77,1.42,1.48,0.69,0.051,0.17,0.11,0.031,0.033,0.065,0.056,0.061,0.056,0.056,0.21,0.087,16.05,16.00,1.36,1.39,0.69,0.052,0.18
Zn66,9.83,10.05,0.87,0.93,3.93,1.34,1.54,1.30,0.94,0.97,1.34,1.52,1.55,1.54,1.55,2.71,1.41,9.84,10.01,0.92,0.92,3.93,1.30,1.56
Zn67,7.85,7.93,0.89,0.93,3.98,1.09,1.24,1.03,0.73,0.76,1.08,1.18,1.21,1.18,1.21,2.07,1.08,7.97,8.28,0.86,0.91,3.98,1.09,1.30
Ga69,3.67,3.74,0.32,0.33,0.70,0.0021,0.0027,0.0024,0.0012,0.0011,0.0015,0.0014,0.0042,0.0014,0.0015,0.0041,0.0016,3.84,3.92,0.32,0.34,0.70,0.0024,0.0029
Sr88,16.68,16.68,2.56,2.57,10.55,0.0030,0.0037,0.0090,0.0011,0.0011,0.0015,0.00092,0.0022,0.0012,0.0018,0.0020,0.0010,16.29,16.50,2.52,2.55,10.55,0.0037,0.0042
Y89,18.25,18.16,1.52,1.51,1.12,0.0070,0.0090,0.015,0.0016,0.0018,0.0020,0.0016,0.0034,0.0021,0.0015,0.0025,0.0014,18.15,17.77,1.49,1.50,1.12,0.0085,0.0088
Zr90,17.05,16.88,1.48,1.47,5.87,0.012,0.0098,0.013,0.020,0.021,0.020,0.022,0.24,0.020,0.021,0.013,0.013,16.67,16.45,1.47,1.47,5.87,0.013,0.010
Nb93,14.59,14.52,1.23,1.24,0.40,0.0030,0.0019,0.0085,0.010,0.010,0.010,0.0094,0.010,0.0100,0.0095,0.0019,0.0063,14.36,14.23,1.21,1.23,0.40,0.0029,0.0024
Ba135,14.27,14.29,1.47,1.49,21.14,0.046,0.015,0.039,0.018,0.0080,0.020,0.010,0.013,0.013,0.013,0.0090,0.015,13.89,14.04,1.39,1.43,21.14,0.026,0.038
Ba137,14.06,14.13,1.40,1.44,21.07,0.015,0.0085,0.037,0.011,0.0088,0.013,0.0039,0.0079,0.0061,0.0096,0.0073,0.0086,13.94,13.93,1.29,1.36,21.07,0.017,0.016
La139,14.65,14.55,1.22,1.24,0.78,0.0015,0.0029,0.0028,0.00049,0.00081,0.0014,0.00067,0.0020,0.0010,0.0012,0.00064,0.0010,14.49,14.38,1.21,1.23,0.78,0.0034,0.0018
Ce140,14.97,14.96,1.28,1.30,1.65,0.0024,0.0024,0.0083,0.0010,0.0014,0.0015,0.00078,0.0021,0.00089,0.00068,0.00082,0.00081,14.72,14.55,1.25,1.27,1.65,0.0024,0.00062
Gd157,16.31,16.31,1.45,1.48,0.27,0.021,0.015,0.0081,0.0049,0.0089,0.010,0.0051,0.0043,0.0060,0.0032,0.0071,0.0063,16.52,16.37,1.45,1.50,0.27,0.017,0.011
Yb172,14.95,14.96,1.32,1.31,0.14,0.0084,0.0096,0.014,0.0010,0.0031,0.0054,0.0028,0.0034,0.0041,0.0040,0.0039,0.0037,15.98,15.74,1.39,1.42,0.14,0.0094,0.0074

GLITTER!: Minimum detection limits (99% confidence).
Element,STD610-03,STD610-04,612-03,612-04,BCR-2g-02,SCO-1-02,SCO-2-02,FS1-1,FS1-2,FS1-3,FS1-4,FS1-5,FS1-6,FS1-7,FS1-8,FS1-9,FS1-10,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03
Li7,0.137,0.140,0.210,0.244,0.144,0.147,0.139,0.0892,0.0618,0.0612,0.0855,0.0586,0.0583,0.0583,0.0573,0.0562,0.0547,0.139,0.135,0.177,0.225,0.149,0.146,0.132
B11,0.0305,0.0315,0.0480,0.0550,0.0354,0.0348,0.0336,0.0223,0.0152,0.0149,0.0216,0.0147,0.0152,0.0152,0.0152,0.0151,0.0149,0.0373,0.0369,0.0489,0.0612,0.0431,0.0442,0.0440
Na23,0.358,0.371,0.566,0.674,0.405,0.392,0.366,0.232,0.160,0.159,0.226,0.151,0.154,0.151,0.149,0.146,0.144,0.360,0.358,0.487,0.620,0.417,0.393,0.366
Mg24,0.367,0.0977,0.145,0.170,0.101,0.132,0.241,0.0546,0.130,0.113,0.240,0.159,0.101,0.119,0.171,0.171,0.162,0.415,0.115,0.144,0.173,0.112,0.129,0.370
Mg25,0.850,0.260,0.382,0.440,0.273,0.271,0.551,0.144,0.334,0.367,0.519,0.418,0.312,0.274,0.414,0.270,0.918,0.757,0.282,0.376,0.426,0.349,0.307,0.369
Mg26,1.19,1.14,1.67,1.90,1.18,1.20,1.22,0.773,0.603,0.564,0.806,0.451,0.561,0.612,0.601,0.483,0.581,1.21,1.04,1.40,1.75,1.16,1.14,1.26
Al27,0.123,0.143,0.256,0.290,0.193,0.195,0.168,0.101,0.0584,0.0592,0.0895,0.0588,0.0559,0.0566,0.0564,0.0554,0.0557,0.130,0.145,0.231,0.255,0.166,0.180,0.142
Si29,68.91,69.01,102.76,115.43,71.46,71.47,66.90,43.96,28.49,27.91,38.29,25.98,26.71,25.81,25.45,24.62,23.93,57.40,58.10,75.38,94.00,63.32,60.39,57.98
Si30,431.62,431.68,644.28,729.34,449.46,441.51,417.03,276.19,180.96,179.94,251.41,169.31,171.24,168.26,165.63,160.60,156.58,382.34,379.86,493.87,620.49,419.72,394.12,378.83
P31,4.15,4.41,6.66,7.38,4.51,4.58,4.28,2.69,1.78,1.77,2.44,1.65,1.67,1.65,1.58,1.56,1.51,3.73,3.92,5.26,6.45,4.31,4.24,3.96
Ca43,40.04,37.81,65.98,77.90,43.97,52.86,49.48,29.96,16.61,17.32,25.92,16.03,18.23,16.80,18.49,16.37,17.24,34.00,43.04,51.47,70.09,44.07,48.64,40.81
Ca44,22.30,22.14,34.00,38.51,23.49,23.79,21.70,15.04,9.73,9.59,13.50,9.04,9.14,8.95,8.79,8.67,8.48,20.37,20.45,26.12,33.07,22.59,21.42,20.61
Sc45,0.0923,0.0887,0.138,0.160,0.0939,0.0960,0.0901,0.0570,0.0434,0.0388,0.0565,0.0405,0.0413,0.0391,0.0395,0.0409,0.0376,0.0909,0.0911,0.122,0.158,0.110,0.106,0.0948
Ti47,0.323,0.336,0.457,0.517,0.373,0.221,0.388,0.188,0.159,0.127,0.173,0.135,0.142,0.150,0.136,0.165,0.0949,0.302,0.272,0.320,0.309,0.290,0.456,0.192
Ti49,0.717,0.826,1.21,1.16,0.832,0.852,0.834,0.394,0.356,0.380,0.443,0.304,0.324,0.304,0.286,0.317,0.312,0.647,0.677,0.727,1.32,0.783,0.730,0.755
V51,0.0322,0.0364,0.0520,0.0632,0.0353,0.0381,0.0358,0.0253,0.0167,0.0170,0.0259,0.0168,0.0139,0.0144,0.0163,0.0149,0.0153,0.0419,0.0353,0.0345,0.0619,0.0342,0.0354,0.0362
Cr53,0.544,0.541,0.783,0.976,0.602,0.608,0.529,0.405,0.257,0.230,0.362,0.222,0.253,0.232,0.225,0.224,0.236,0.585,0.514,0.720,0.821,0.545,0.539,0.591
Mn55,0.182,0.178,0.276,0.309,0.192,0.200,0.185,0.123,0.0801,0.0799,0.113,0.0756,0.0758,0.0752,0.0759,0.0743,0.0710,0.181,0.184,0.234,0.300,0.201,0.193,0.184
Co59,0.0112,0.0180,0.0289,0.0225,0.00704,0.0177,0.0127,0.00849,0.00909,0.00782,0.00834,0.00597,0.00696,0.00525,0.0106,0.00724,0.00504,0.0126,0.0188,0.0195,0.0247,0.0162,0.0201,0.00845
Ni60,0.105,0.0916,0.149,0.0880,0.0711,0.0923,0.0812,0.0559,0.0298,0.0606,0.0499,0.0459,0.0427,0.0371,0.0379,0.0541,0.0405,0.118,0.0928,0.143,0.133,<0.00000,0.0782,0.0861
Ni62,0.386,0.177,0.224,0.304,<0.00000,0.254,0.262,0.150,0.0936,0.141,0.0942,0.143,0.112,0.0785,0.101,0.296,0.146,0.291,0.268,<0.00000,<0.00000,<0.00000,0.407,0.201
Cu63,0.0412,0.0471,0.0777,0.0714,0.0484,0.0477,0.0483,0.0257,0.0140,0.0151,0.0190,0.00740,0.0145,0.0205,0.0171,0.0134,0.0209,0.0430,0.0433,0.0665,0.0660,0.0398,0.0302,0.0561
Zn66,0.155,0.169,0.250,0.276,0.163,0.158,0.162,0.106,0.0722,0.0720,0.0946,0.0676,0.0685,0.0715,0.0666,0.0634,0.0713,0.168,0.182,0.198,0.246,0.159,0.160,0.173
Zn67,0.291,0.290,0.420,0.378,0.290,0.282,0.265,0.120,0.152,0.112,0.194,0.131,0.134,0.109,0.127,0.106,0.0897,0.207,0.328,0.311,0.427,0.279,0.243,0.237
Ga69,0.00322,0.00412,0.00696,0.00739,0.00328,0.00275,0.00389,0.00281,0.00139,0.00139,0.00161,0.00094,0.00240,<0.00000,0.00108,0.00107,<0.00000,0.00349,0.00691,0.00668,0.00579,0.00371,0.00584,<0.00000
Sr88,0.00771,0.00905,0.0185,0.00771,0.00963,0.00698,0.00927,0.00765,0.00201,<0.00000,<0.00000,0.00190,0.00333,0.00328,0.00419,0.00260,0.00256,<0.00000,0.0117,0.0143,0.00737,<0.00000,0.00975,0.0103
Y89,0.0116,0.00590,0.0204,0.0101,<0.00000,<0.00000,0.0105,0.00378,0.00262,0.00371,0.00523,0.00249,0.00503,0.00351,<0.00000,<0.00000,0.00237,0.0102,0.0175,0.0172,0.0137,<0.00000,0.0144,0.00854
Zr90,0.0117,0.0119,0.0184,0.0202,<0.00000,0.0183,0.0122,0.0107,0.00745,<0.00000,<0.00000,0.0100,0.00875,<0.00000,<0.00000,<0.00000,0.00674,0.0119,0.0166,0.0308,0.0195,0.0269,<0.00000,<0.00000
Nb93,0.0103,0.0105,0.00613,0.00955,<0.00000,0.00748,<0.00000,<0.00000,<0.00000,<0.00000,0.00247,<0.00000,<0.00000,<0.00000,<0.00000,<0.00000,<0.00000,0.00683,0.00778,0.0125,0.00913,0.00631,0.00740,0.00569
Ba135,0.0519,<0.00000,0.115,0.156,0.0561,0.128,<0.00000,0.0336,0.0522,<0.00000,0.0465,0.0222,0.0316,0.0311,0.0308,0.0214,0.0364,0.0523,0.0516,<0.00000,0.121,0.0836,0.0567,0.107
Ba137,0.0301,0.0305,0.0668,0.104,0.0324,0.0332,<0.00000,0.0194,0.0356,0.0190,0.0379,0.0128,0.0129,0.0127,0.0280,0.0174,0.0270,0.0300,0.0419,0.0674,0.0694,<0.00000,0.0459,0.0431
La139,0.00472,0.0117,0.0196,0.00816,<0.00000,<0.00000,0.00848,0.00305,<0.00000,<0.00000,0.00422,<0.00000,<0.00000,0.00282,0.00342,<0.00000,0.00269,0.00474,0.00934,0.0184,0.00775,<0.00000,0.00887,<0.00000
Ce140,<0.00000,0.0147,0.00829,0.00911,0.00803,0.00581,0.00667,0.00479,0.00288,0.00439,0.00404,0.00222,<0.00000,0.00220,<0.00000,<0.00000,0.00209,0.00367,0.00886,0.00475,<0.00000,0.00923,0.00684,<0.00000
Gd157,<0.00000,0.0589,0.0528,0.0825,<0.00000,0.0531,0.0434,<0.00000,0.0109,0.0290,0.0309,0.0105,<0.00000,0.0148,0.0104,0.0145,0.0143,0.0357,0.0354,0.0572,<0.00000,0.0290,0.0557,0.0263
Yb172,0.0186,0.0135,0.0209,0.0328,<0.00000,<0.00000,0.0200,<0.00000,<0.00000,0.00882,0.0177,<0.00000,0.00607,0.0120,0.0120,0.0103,0.0117,0.0207,0.0145,0.0272,<0.00000,0.0240,0.0231,<0.00000

GLITTER!: Limit of Quantification.
Element,STD610-03,STD610-04,612-03,612-04,BCR-2g-02,SCO-1-02,SCO-2-02,FS1-1,FS1-2,FS1-3,FS1-4,FS1-5,FS1-6,FS1-7,FS1-8,FS1-9,FS1-10,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03
Li7,0.422,0.431,0.647,0.752,0.445,0.454,0.428,0.275,0.190,0.188,0.263,0.180,0.179,0.179,0.176,0.173,0.168,0.427,0.416,0.545,0.691,0.458,0.449,0.408
B11,0.0939,0.0969,0.148,0.169,0.109,0.107,0.104,0.0685,0.0466,0.0458,0.0666,0.0452,0.0467,0.0468,0.0468,0.0464,0.0459,0.115,0.113,0.151,0.188,0.133,0.136,0.135
Na23,1.10,1.14,1.74,2.07,1.25,1.21,1.13,0.713,0.492,0.489,0.695,0.466,0.474,0.464,0.458,0.449,0.443,1.11,1.10,1.50,1.91,1.28,1.21,1.13
Mg24,1.13,0.301,0.445,0.523,0.309,0.406,0.741,0.168,0.401,0.349,0.740,0.491,0.311,0.365,0.527,0.527,0.498,1.28,0.354,0.444,0.532,0.345,0.396,1.14
Mg25,2.61,0.799,1.17,1.35,0.839,0.833,1.69,0.444,1.03,1.13,1.60,1.29,0.961,0.844,1.27,0.831,2.82,2.33,0.868,1.16,1.31,1.07,0.946,1.14
Mg26,3.66,3.50,5.13,5.84,3.64,3.70,3.74,2.38,1.86,1.73,2.48,1.39,1.72,1.88,1.85,1.49,1.79,3.73,3.19,4.30,5.39,3.57,3.52,3.87
Al27,0.379,0.439,0.787,0.893,0.593,0.600,0.517,0.310,0.180,0.182,0.276,0.181,0.172,0.174,0.174,0.171,0.171,0.401,0.445,0.711,0.784,0.512,0.555,0.437
Si29,212.04,212.34,316.19,355.17,219.88,219.92,205.86,135.28,87.66,85.88,117.83,79.95,82.18,79.43,78.30,75.75,73.64,176.63,178.76,231.95,289.23,194.82,185.82,178.41
Si30,1328.07,1328.25,1982.39,2244.11,1382.96,1358.48,1283.17,849.82,556.81,553.65,773.58,520.95,526.91,517.73,509.62,494.14,481.80,1176.42,1168.80,1519.61,1909.20,1291.44,1212.68,1165.62
P31,12.76,13.58,20.50,22.70,13.87,14.09,13.17,8.27,5.46,5.43,7.50,5.09,5.15,5.08,4.87,4.79,4.65,11.48,12.06,16.18,19.85,13.26,13.05,12.20
Ca43,123.20,116.33,203.03,239.70,135.31,162.64,152.23,92.20,51.10,53.29,79.76,49.33,56.10,51.70,56.89,50.36,53.04,104.60,132.43,158.37,215.67,135.60,149.67,125.57
Ca44,68.62,68.13,104.61,118.50,72.27,73.19,66.78,46.26,29.94,29.49,41.54,27.82,28.12,27.53,27.06,26.66,26.09,62.69,62.91,80.38,101.75,69.51,65.89,63.42
Sc45,0.284,0.273,0.424,0.494,0.289,0.295,0.277,0.175,0.133,0.119,0.174,0.125,0.127,0.120,0.121,0.126,0.116,0.280,0.280,0.376,0.486,0.337,0.327,0.292
Ti47,0.993,1.03,1.41,1.59,1.15,0.679,1.19,0.580,0.488,0.391,0.533,0.414,0.438,0.461,0.418,0.507,0.292,0.929,0.837,0.985,0.949,0.893,1.40,0.591
Ti49,2.21,2.54,3.72,3.56,2.56,2.62,2.57,1.21,1.10,1.17,1.36,0.935,0.997,0.937,0.880,0.977,0.960,1.99,2.08,2.24,4.05,2.41,2.25,2.32
V51,0.0992,0.112,0.160,0.195,0.109,0.117,0.110,0.0777,0.0513,0.0524,0.0796,0.0516,0.0428,0.0445,0.0502,0.0459,0.0470,0.129,0.109,0.106,0.191,0.105,0.109,0.111
Cr53,1.67,1.66,2.41,3.00,1.85,1.87,1.63,1.25,0.790,0.706,1.11,0.683,0.777,0.714,0.691,0.690,0.725,1.80,1.58,2.21,2.53,1.68,1.66,1.82
Mn55,0.561,0.548,0.849,0.950,0.590,0.617,0.570,0.380,0.246,0.246,0.348,0.233,0.233,0.231,0.234,0.229,0.219,0.558,0.567,0.721,0.922,0.619,0.595,0.566
Co59,0.0345,0.0555,0.0889,0.0693,0.0217,0.0545,0.0391,0.0261,0.0280,0.0241,0.0257,0.0184,0.0214,0.0161,0.0326,0.0223,0.0155,0.0386,0.0577,0.0601,0.0760,0.0498,0.0617,0.0260
Ni60,0.323,0.282,0.459,0.271,0.219,0.284,0.250,0.172,0.0917,0.186,0.154,0.141,0.131,0.114,0.116,0.166,0.125,0.363,0.286,0.440,0.409,<0.00000,0.241,0.265
Ni62,1.19,0.544,0.690,0.935,<0.00000,0.780,0.807,0.462,0.288,0.435,0.290,0.439,0.345,0.242,0.311,0.909,0.449,0.897,0.823,<0.00000,<0.00000,<0.00000,1.25,0.618
Cu63,0.127,0.145,0.239,0.220,0.149,0.147,0.149,0.0789,0.0431,0.0464,0.0585,0.0228,0.0445,0.0631,0.0527,0.0413,0.0642,0.132,0.133,0.205,0.203,0.122,0.0928,0.173
Zn66,0.476,0.521,0.768,0.850,0.501,0.487,0.498,0.325,0.222,0.221,0.291,0.208,0.211,0.220,0.205,0.195,0.220,0.516,0.560,0.609,0.756,0.488,0.491,0.534
Zn67,0.895,0.893,1.29,1.16,0.891,0.869,0.817,0.370,0.467,0.345,0.596,0.402,0.413,0.336,0.389,0.327,0.276,0.636,1.01,0.956,1.32,0.860,0.748,0.729
Ga69,0.00991,0.0127,0.0214,0.0227,0.0101,0.00847,0.0120,0.00866,0.00426,0.00429,0.00495,0.00290,0.00739,<0.00000,0.00334,0.00329,<0.00000,0.0107,0.0213,0.0206,0.0178,0.0114,0.0180,<0.00000
Sr88,0.0237,0.0279,0.0570,0.0237,0.0296,0.0215,0.0285,0.0235,0.00617,<0.00000,<0.00000,0.00586,0.0102,0.0101,0.0129,0.00801,0.00787,<0.00000,0.0361,0.0440,0.0227,<0.00000,0.0300,0.0316
Y89,0.0357,0.0181,0.0628,0.0309,<0.00000,<0.00000,0.0323,0.0116,0.00806,0.0114,0.0161,0.00767,0.0155,0.0108,<0.00000,<0.00000,0.00731,0.0315,0.0538,0.0528,0.0422,<0.00000,0.0442,0.0263
Zr90,0.0359,0.0365,0.0565,0.0622,<0.00000,0.0564,0.0375,0.0330,0.0229,<0.00000,<0.00000,0.0308,0.0269,<0.00000,<0.00000,<0.00000,0.0208,0.0365,0.0510,0.0949,0.0599,0.0827,<0.00000,<0.00000
Nb93,0.0317,0.0323,0.0189,0.0294,<0.00000,0.0230,<0.00000,<0.00000,<0.00000,<0.00000,0.00761,<0.00000,<0.00000,<0.00000,<0.00000,<0.00000,<0.00000,0.0210,0.0239,0.0386,0.0281,0.0194,0.0228,0.0175
Ba135,0.160,<0.00000,0.355,0.479,0.173,0.395,<0.00000,0.103,0.161,<0.00000,0.143,0.0682,0.0972,0.0958,0.0949,0.0659,0.112,0.161,0.159,<0.00000,0.373,0.257,0.174,0.328
Ba137,0.0925,0.0940,0.206,0.320,0.0998,0.102,<0.00000,0.0597,0.110,0.0586,0.117,0.0393,0.0396,0.0390,0.0863,0.0535,0.0831,0.0924,0.129,0.207,0.214,<0.00000,0.141,0.133
La139,0.0145,0.0361,0.0604,0.0251,<0.00000,<0.00000,0.0261,0.00940,<0.00000,<0.00000,0.0130,<0.00000,<0.00000,0.00868,0.0105,<0.00000,0.00829,0.0146,0.0287,0.0567,0.0238,<0.00000,0.0273,<0.00000
Ce140,<0.00000,0.0452,0.0255,0.0280,0.0247,0.0179,0.0205,0.0148,0.00885,0.0135,0.0124,0.00683,<0.00000,0.00677,<0.00000,<0.00000,0.00644,0.0113,0.0273,0.0146,<0.00000,0.0284,0.0210,<0.00000
Gd157,<0.00000,0.181,0.162,0.254,<0.00000,0.163,0.133,<0.00000,0.0336,0.0892,0.0952,0.0322,<0.00000,0.0456,0.0320,0.0446,0.0440,0.110,0.109,0.176,<0.00000,0.0891,0.171,0.0809
Yb172,0.0573,0.0414,0.0644,0.101,<0.00000,<0.00000,0.0616,<0.00000,<0.00000,0.0271,0.0543,<0.00000,0.0187,0.0370,0.0369,0.0316,0.0360,0.0638,0.0448,0.0838,<0.00000,0.0739,0.0712,<0.00000

GLITTER!: Trace element concentrations normalised to chondrite.
Element,STD610-03,STD610-04,612-03,612-04,BCR-2g-02,SCO-1-02,SCO-2-02,FS1-1,FS1-2,FS1-3,FS1-4,FS1-5,FS1-6,FS1-7,FS1-8,FS1-9,FS1-10,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03
Li7,190.87,190.12,16.42,16.68,3.75,0.729,0.993,0.558,0.350,0.372,0.786,1.032,1.127,1.033,1.061,0.962,0.623,181.78,180.77,15.23,15.72,3.75,0.701,1.013
B11,19.37,19.60,5.11,5.35,3.158,4.55,4.42,3.69,3.38,3.32,3.207,3.082,3.088,2.971,3.033,2.785,2.800,24.19,24.74,5.10,5.41,3.158,3.94,3.97
Na23,14.45,14.31,14.41,14.86,3.31,0.00577,0.01484,0.01667,0.01349,0.01361,0.01405,0.01405,0.01430,0.01389,0.01389,0.03080,0.01419,14.09,14.12,13.91,14.53,3.31,0.00563,0.01468
Mg24,0.00313,0.00316,0.00043,0.00045,0.1503,2.329,2.320,2.280,2.363,2.413,2.272,2.295,2.301,2.280,2.306,2.172,2.248,0.00308,0.00313,0.00042,0.00044,0.1503,2.335,2.335
Mg25,0.00301,0.00310,0.00041,0.00042,0.1503,2.360,2.347,2.312,2.405,2.445,2.337,2.342,2.354,2.334,2.374,2.194,2.328,0.00308,0.00309,0.00039,0.00043,0.1503,2.386,2.411
Mg26,0.00307,0.00310,0.00043,0.00042,0.1503,2.330,2.287,2.289,2.394,2.415,2.234,2.277,2.325,2.278,2.304,2.157,2.257,0.00303,0.00305,0.00039,0.00041,0.1503,2.324,2.341
Al27,0.748,0.747,0.790,0.794,5.50,0.00541,0.01049,0.00253,0.00173,0.00175,0.00102,0.00121,0.00122,0.00119,0.00122,0.00785,0.00200,0.737,0.734,0.775,0.784,5.50,0.00520,0.01031
Si29,1.984,1.977,2.073,2.140,1.589,1.208,1.208,1.214,1.207,1.223,1.201,1.210,1.201,1.200,1.208,1.180,1.169,1.959,1.948,1.984,2.077,1.589,1.208,1.208
Si30,1.924,1.896,2.125,2.204,1.589,1.309,1.286,1.114,1.140,1.171,1.139,1.135,1.140,1.121,1.143,1.127,1.094,1.878,1.869,1.971,2.118,1.589,1.275,1.246
P31,0.211,0.204,0.0239,0.0282,0.696,0.01214,0.01380,0.01284,0.02361,0.0261,0.02024,0.0292,0.0305,0.0284,0.0300,0.0481,0.01515,0.206,0.202,0.0209,0.0247,0.696,0.00861,0.01287
Ca43,6.07,6.07,6.27,6.27,3.74,0.0302,0.0377,0.0071,0.00571,0.00647,0.00746,0.00838,0.00727,0.00520,0.00707,0.0242,0.00562,6.07,6.07,6.27,6.27,3.74,0.0324,0.0414
Ca44,6.23,6.18,6.38,6.47,3.74,0.0619,0.0746,0.0367,0.0388,0.0377,0.0380,0.0397,0.0390,0.0391,0.0394,0.0524,0.0370,6.10,6.03,6.25,6.28,3.74,0.0589,0.0680
Sc45,44.58,44.38,4.85,4.90,3.82,1.017,0.883,0.681,0.690,0.686,0.742,0.721,0.746,0.721,0.733,0.687,0.648,46.51,46.35,4.79,4.83,3.82,0.877,0.781
Ti47,0.720,0.725,0.0724,0.0715,21.56,0.01430,0.0632,0.0706,0.0363,0.0385,0.1590,0.1510,0.1509,0.1478,0.1563,0.2759,0.1031,0.716,0.707,0.0646,0.0702,21.56,0.01240,0.0645
Ti49,0.727,0.724,0.0646,0.0687,21.56,0.00946,0.0570,0.0697,0.0332,0.0336,0.1521,0.1519,0.1525,0.1470,0.1489,0.2796,0.0982,0.717,0.702,0.0624,0.0624,21.56,0.00868,0.0576
V51,5.44,5.39,0.456,0.466,5.00,0.0384,0.0741,0.0724,0.0608,0.0624,0.0447,0.0440,0.0461,0.0439,0.0447,0.1400,0.0701,5.31,5.29,0.432,0.453,5.00,0.0377,0.0719
Cr53,0.1191,0.1211,0.01067,0.01089,0.00428,0.0404,0.0787,0.0700,0.0816,0.0836,0.0694,0.0599,0.0591,0.0597,0.0601,0.0424,0.0584,0.1162,0.1187,0.00999,0.01008,0.00428,0.0404,0.0786
Mn55,0.1497,0.1502,0.01335,0.01384,0.527,0.381,0.3307,0.2770,0.2468,0.2493,0.352,0.413,0.421,0.411,0.424,0.397,0.3161,0.1485,0.1478,0.01275,0.01321,0.527,0.381,0.339
Co59,0.543,0.545,0.0464,0.0473,0.0497,0.1984,0.2029,0.1702,0.1681,0.1706,0.2080,0.2111,0.2177,0.2110,0.2152,0.2377,0.1951,0.533,0.530,0.0436,0.0459,0.0497,0.1994,0.2046
Ni60,0.02908,0.02908,0.00235,0.00249,0.00079,0.2013,0.2104,0.1834,0.1836,0.1852,0.2154,0.2209,0.2232,0.2207,0.2233,0.1859,0.1903,0.02839,0.02845,0.00237,0.00239,0.00079,0.2030,0.2117
