GLITTER! 4.5b1: Laser Ablation Analysis Results

G:\2017-04-20 EMP UPDATED Windows reselected- Do not edit pre 29.09.17 612 standard\run3.b
Created: Fri Sep 29 18:23:58 2017

All values are reported in ppm

GLITTER!: Trace Element Concentrations MDL filtered.
Element,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03,FS4-1,FS4-2,FS4-3,FS4-4,FS4-5,FS4-6,FS4-7,FS4-8,FS4-9,FS4-10,STD610-07,STD610-08,612-07,612-08,BCR-2g-04,SCO-1-04,SCO-2-04
B11,7.00,7.08,1.47,1.56,0.91,0.77,0.77,0.68,0.58,0.57,0.54,0.54,0.53,0.52,0.53,0.49,0.51,11.94,12.62,2.31,2.50,1.41,0.79,0.79
Na23,4089.94,4086.44,4038.47,4230.06,975.26,1.19,3.07,6.74,7.45,2.71,2.81,7.19,3.94,3.92,3.73,3.04,2.92,5147.82,5377.74,5422.47,5721.99,1393.89,1.25,3.16
Mg24,19.64,19.88,2.72,2.85,974.27,10744.65,10740.59,10538.24,10736.19,11137.25,10917.95,10399.39,10956.78,10716.61,10978.44,10597.96,10437.02,24.77,25.77,3.60,3.78,1377.86,11078.43,11051.94
Mg25,27.92,27.86,3.63,3.92,1369.05,13846.55,14057.04,13970.72,14026.23,14694.27,14764.39,14412.06,15492.85,15238.15,15701.57,15300.74,15725.84,38.08,40.62,5.40,5.87,2177.96,18812.97,19146.19
Mg26,23.53,23.52,3.20,3.40,1169.02,12481.21,12593.57,12513.40,12347.24,13271.52,13055.08,12656.06,13379.25,13292.42,13575.14,13134.29,13469.15,29.13,32.06,4.36,4.71,1707.30,15076.28,15365.17
Al27,343.80,341.83,363.68,368.74,2604.97,2.47,4.90,4.91,4.20,0.43,0.41,4.34,0.86,0.85,1.13,1.19,1.26,353.10,358.02,381.01,386.14,2749.89,3.17,6.27
Si29,15954.80,15807.73,16217.23,16954.86,13092.20,6114.56,6114.42,6058.53,6135.62,6120.58,6116.13,6107.26,6125.02,6089.63,6073.36,6068.81,5913.56,18302.82,18648.03,19682.00,20496.92,16453.27,6114.56,6114.48
Si30,18943.29,18722.45,19888.89,21371.49,16238.60,8010.80,7889.63,7189.24,7418.47,7609.97,7733.30,7682.97,8020.42,8098.14,8443.01,8286.53,8284.64,25199.71,26210.31,28701.88,31368.26,24738.49,11080.43,11243.73
P31,55.55,53.40,5.81,6.77,178.87,2.03,2.59,3.63,4.61,2.61,2.52,4.28,4.01,4.14,4.82,5.33,4.51,59.88,59.80,7.43,8.49,224.95,2.16,3.35
Ca43,2613.45,2612.55,2719.42,2728.09,1638.89,30.46,33.06,20.51,19.46,9.50,8.62,17.74,9.83,10.41,10.38,9.62,10.29,2614.67,2613.66,2721.42,2725.43,1640.52,34.90,41.62
Ca44,2603.85,2570.40,2682.02,2698.23,1618.71,30.98,35.54,28.48,27.82,18.38,19.32,28.68,20.63,20.99,21.85,21.05,21.77,2538.24,2578.25,2696.18,2703.17,1606.69,39.47,48.44
Sc45,12.24,12.15,1.27,1.29,1.02,0.27,0.24,0.20,0.21,0.21,0.22,0.21,0.21,0.21,0.20,0.19,0.20,12.59,12.77,1.31,1.32,1.03,0.34,0.29
Ti47,24.33,23.84,2.33,2.55,734.47,0.45,1.63,4.67,4.08,4.49,4.28,4.30,4.69,4.68,5.42,5.51,5.73,31.97,33.13,3.38,3.52,1121.27,0.48,2.01
Ti49,19.16,18.63,1.94,2.06,574.72,0.49,1.79,5.46,4.79,5.05,5.04,5.13,5.64,5.53,6.45,6.59,6.81,22.05,22.56,2.24,2.39,727.79,0.57,2.36
V51,18.68,18.50,1.54,1.61,17.86,0.11,0.20,0.35,0.37,0.12,0.12,0.37,0.15,0.15,0.20,0.18,0.18,23.06,23.60,2.02,2.12,25.03,0.11,0.21
Cr53,15.49,15.70,1.48,1.52,0.69,7.19,14.07,18.68,20.31,11.25,11.41,21.80,16.08,16.30,14.62,7.07,7.30,17.99,18.04,1.81,1.79,0.81,11.38,22.30
Mn55,16.39,16.26,1.42,1.48,59.12,33.37,29.70,31.94,33.33,32.08,33.38,35.30,37.13,36.79,28.95,32.61,32.14,19.67,20.28,1.81,1.88,78.44,35.69,31.03
Co59,18.25,18.00,1.51,1.59,1.73,4.67,4.80,4.95,5.35,4.80,4.93,5.35,5.19,5.23,4.88,4.87,4.76,24.12,24.65,2.09,2.22,2.60,5.03,5.20
Ni60,18.73,18.70,1.62,1.65,0.57,122.46,128.73,127.42,134.61,143.36,143.09,141.82,152.47,156.75,134.08,145.86,144.45,23.58,24.53,2.09,2.25,0.76,175.36,190.21
Ni62,32.97,32.76,2.89,2.89,1.40,222.15,237.78,234.09,250.42,275.35,283.07,280.75,305.29,316.51,274.60,296.05,298.53,46.56,48.26,4.05,4.69,2.06,378.68,399.77
Cu63,14.73,14.64,1.25,1.28,0.64,0.047,0.17,0.29,0.32,0.031,0.029,0.33,0.038,0.041,0.097,0.11,0.10,15.78,15.91,1.35,1.37,0.71,0.058,0.21
Zn66,14.46,14.67,1.34,1.35,5.83,2.50,3.05,4.00,4.32,2.76,2.83,4.51,3.46,3.77,4.02,5.38,5.24,15.05,15.39,1.37,1.38,6.14,3.94,4.71
Zn67,15.11,15.59,1.58,1.69,7.55,2.16,2.60,3.15,3.40,2.22,2.21,3.47,2.66,2.75,2.81,3.87,3.74,15.59,15.62,1.66,1.69,7.86,2.78,3.19
Ga69,17.32,17.46,1.43,1.51,3.12,0.0077,0.0095,0.012,0.014,0.0033,0.0038,0.013,0.0061,0.0062,0.0077,0.0087,0.0090,21.27,21.94,1.90,1.96,4.04,0.0068,0.010
Sr88,15.87,16.01,2.46,2.50,10.40,0.0034,0.0035,0.0018,0.0017,0.0015,0.00085,0.0018,0.0014,0.0013,0.00068,0.0012,0.0012,16.30,16.51,2.57,2.57,10.83,0.0046,0.0031
Y89,14.95,14.60,1.23,1.24,0.93,0.0050,0.0071,0.0023,0.0023,0.0018,0.0022,0.0019,0.0019,0.0017,0.0017,0.0019,0.00093,15.15,15.16,1.29,1.28,0.98,0.0061,0.0095
Zr90,14.01,13.78,1.23,1.24,4.98,0.011,0.0082,0.012,0.010,0.026,0.028,0.0093,0.017,0.017,0.013,0.013,0.014,14.08,14.08,1.26,1.26,5.12,0.011,0.010
Nb93,14.55,14.39,1.23,1.25,0.41,0.0028,0.0024,0.0025,0.0018,0.018,0.017,0.0024,0.0075,0.0065,0.0050,0.0065,0.0056,14.81,15.15,1.28,1.28,0.43,0.0034,0.0017
Ba135,14.39,14.53,1.41,1.48,22.27,0.025,0.038,0.012,0.012,<0.00,0.0053,0.0038,0.015,0.018,0.010,0.0065,0.015,15.41,15.86,1.51,1.55,24.61,0.023,0.029
Ba137,18.61,18.47,1.65,1.75,28.37,0.016,0.016,0.0023,0.010,0.010,0.0043,0.0047,0.0064,0.0034,0.011,0.0047,0.0063,22.89,23.97,2.22,2.23,38.71,0.038,0.0088
La139,14.20,14.05,1.18,1.21,0.77,0.0031,0.0016,0.0010,0.0017,0.0011,0.00071,0.00062,0.00062,0.00035,0.0011,0.00074,<0.00,15.11,15.23,1.29,1.31,0.85,0.0019,0.0011
Ce140,15.75,15.54,1.33,1.36,1.78,0.0022,0.00057,0.0014,0.0014,0.00077,0.0010,0.00094,0.00050,0.00076,0.0014,0.0017,0.00087,17.78,18.31,1.60,1.59,2.17,0.0015,0.0022
Gd157,15.35,15.11,1.32,1.37,0.24,0.014,0.0091,0.0055,0.0069,0.0031,0.0036,0.0059,0.0031,0.0035,0.0050,0.0078,0.0045,17.22,17.36,1.51,1.57,0.28,0.016,0.013
Yb172,14.95,14.58,1.28,1.31,0.13,0.0080,0.0062,0.0049,0.0017,0.0031,0.0022,0.0046,0.0041,<0.00,0.0030,0.00095,0.0030,15.86,15.77,1.37,1.41,0.13,0.012,0.0082

GLITTER!: Minimum detection limits (99% confidence).
Element,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03,FS4-1,FS4-2,FS4-3,FS4-4,FS4-5,FS4-6,FS4-7,FS4-8,FS4-9,FS4-10,STD610-07,STD610-08,612-07,612-08,BCR-2g-04,SCO-1-04,SCO-2-04
Li7,0.152,0.148,0.192,0.249,0.163,0.153,0.142,0.0658,0.0818,0.0647,0.0639,0.0648,0.0651,0.0728,0.0709,0.0634,0.0606,0.155,0.151,0.198,0.227,0.166,0.160,0.149
B11,0.134,0.131,0.170,0.213,0.147,0.142,0.142,0.0620,0.0768,0.0592,0.0596,0.0612,0.0611,0.0673,0.0659,0.0601,0.0598,0.155,0.152,0.195,0.235,0.174,0.156,0.156
Na23,0.362,0.358,0.483,0.629,0.417,0.375,0.356,0.162,0.201,0.158,0.155,0.157,0.158,0.172,0.170,0.152,0.148,0.375,0.374,0.499,0.618,0.423,0.394,0.373
Mg24,0.476,0.130,0.160,0.197,0.125,0.137,0.410,0.0502,0.247,0.109,0.187,0.144,0.168,0.264,0.257,0.116,0.208,0.455,0.130,0.171,0.204,0.144,0.182,0.150
Mg25,0.928,0.340,0.442,0.527,0.412,0.345,0.431,0.146,0.806,0.423,0.462,0.567,0.275,0.395,1.48,0.601,0.371,1.13,0.347,0.467,0.535,0.387,0.403,0.672
Mg26,1.47,1.25,1.66,2.11,1.38,1.29,1.45,0.553,1.02,0.700,0.650,0.745,0.596,0.832,0.789,0.646,0.519,1.90,1.16,1.64,1.85,1.39,1.34,1.33
Al27,0.141,0.156,0.247,0.277,0.179,0.186,0.150,0.0691,0.0832,0.0659,0.0646,0.0651,0.0644,0.0720,0.0666,0.0611,0.0544,0.147,0.160,0.216,0.249,0.205,0.252,0.152
Si29,60.73,60.92,78.55,100.06,66.38,60.39,59.20,26.98,31.05,24.78,24.36,24.49,24.36,26.33,25.98,23.11,22.49,55.26,54.25,70.90,85.73,62.71,56.94,54.29
Si30,402.70,397.63,513.10,657.37,438.72,392.66,385.12,178.41,210.87,166.18,164.59,167.02,166.20,180.61,177.77,158.44,154.09,387.13,373.01,489.45,581.08,427.38,388.29,372.06
P31,3.50,3.63,4.79,5.96,3.89,3.62,3.42,1.50,1.74,1.37,1.36,1.34,1.35,1.45,1.39,1.25,1.20,2.98,3.03,4.09,4.75,3.42,3.18,2.92
Ca43,35.41,42.91,51.75,70.91,44.53,46.92,39.95,18.81,22.52,15.99,13.96,17.91,16.29,18.72,17.39,18.81,17.40,45.70,38.63,63.81,64.71,51.20,49.84,45.37
Ca44,20.80,20.80,26.32,34.02,22.87,20.69,20.30,9.48,11.13,8.76,8.45,8.75,8.63,9.47,9.30,8.42,8.09,20.13,19.32,25.06,29.77,21.66,20.11,19.19
Sc45,0.0902,0.0885,0.118,0.155,0.106,0.0968,0.0872,0.0403,0.0501,0.0398,0.0404,0.0416,0.0412,0.0464,0.0438,0.0378,0.0394,0.0991,0.0899,0.120,0.143,0.109,0.103,0.106
Ti47,0.297,0.272,0.322,0.323,0.293,0.446,0.252,0.197,0.158,0.141,0.116,0.129,0.144,0.150,0.137,0.145,0.124,0.315,0.336,0.380,0.509,0.299,0.362,0.280
Ti49,0.723,0.723,0.784,1.44,0.847,0.752,0.784,0.294,0.354,0.279,0.296,0.267,0.300,0.302,0.283,0.260,0.283,0.710,0.688,0.739,0.900,0.769,0.624,0.468
V51,0.0436,0.0373,0.0347,0.0645,0.0357,0.0353,0.0367,0.0159,0.0180,0.0193,0.0169,0.0165,0.0173,0.0159,0.0171,0.0147,0.0159,0.0451,0.0372,0.0384,0.0504,0.0368,0.0432,0.0339
Cr53,0.544,0.474,0.629,0.751,0.501,0.467,0.519,0.231,0.271,0.216,0.198,0.203,0.233,0.245,0.219,0.205,0.195,0.484,0.422,0.626,0.710,0.512,0.548,0.449
Mn55,0.188,0.189,0.239,0.312,0.206,0.189,0.183,0.0848,0.104,0.0790,0.0791,0.0793,0.0815,0.0867,0.0865,0.0794,0.0802,0.193,0.185,0.252,0.301,0.219,0.201,0.190
Co59,0.0136,0.0195,0.0204,0.0254,0.0170,0.0201,0.00880,0.00838,0.00702,0.00642,0.00789,0.00718,0.0105,0.0151,0.00640,0.00960,0.00679,0.0154,0.0189,0.0296,0.0216,0.0198,0.0161,0.0143
Ni60,0.117,0.0946,0.142,0.137,<0.00000,0.0743,0.0851,0.0217,0.0669,0.0556,0.0484,0.0451,0.0443,0.0625,0.0546,0.0478,0.0528,0.116,0.0882,0.0782,0.112,0.0899,0.0655,0.0849
Ni62,0.419,0.380,<0.00000,<0.00000,<0.00000,0.527,0.269,0.168,0.0875,0.169,0.210,0.0975,<0.00000,0.152,0.207,0.0663,0.214,0.327,0.272,<0.00000,0.597,<0.00000,0.378,0.454
Cu63,0.0398,0.0399,0.0596,0.0601,0.0359,0.0260,0.0504,0.0214,0.0188,0.0125,0.0174,0.0162,0.0158,0.0160,0.0134,0.0157,0.0174,0.0468,0.0479,0.0676,0.0676,0.0503,0.0497,0.0366
Zn66,0.242,0.264,0.282,0.340,0.227,0.218,0.236,0.0936,0.106,0.0798,0.0872,0.102,0.0988,0.0936,0.0986,0.0896,0.0951,0.237,0.236,0.298,0.313,0.244,0.195,0.223
Zn67,0.388,0.600,0.560,0.779,0.505,0.512,0.477,0.226,0.288,0.182,0.187,0.256,0.247,0.276,0.266,0.218,0.207,0.486,0.581,0.603,0.564,0.392,0.236,0.224
Ga69,0.0106,0.0242,0.0230,0.0207,0.0128,0.0190,<0.00000,0.00355,<0.00000,0.00508,0.00720,0.00507,0.00415,0.00756,0.00380,0.00399,0.00434,0.00984,0.0116,0.0173,0.0302,0.0131,0.00883,0.0108
Sr88,<0.00000,0.0116,0.0137,0.00737,<0.00000,0.00900,0.00764,0.00388,<0.00000,0.00340,0.00189,0.00392,0.00278,0.00374,<0.00000,0.00379,0.00261,0.00467,0.00897,0.00822,0.00986,<0.00000,0.0128,0.00651
Y89,0.00871,0.0139,0.0141,0.0117,<0.00000,<0.00000,0.00701,0.00309,0.00395,0.00541,<0.00000,0.00312,0.00442,0.00421,0.00405,0.00368,<0.00000,<0.00000,0.00504,0.0217,0.0157,0.00571,0.00545,0.0146
Zr90,0.0104,0.0144,0.0261,0.0171,0.0228,<0.00000,<0.00000,<0.00000,<0.00000,<0.00000,<0.00000,0.00787,<0.00000,0.00867,<0.00000,<0.00000,<0.00000,<0.00000,0.0180,0.0233,<0.00000,0.0118,<0.00000,0.0150
Nb93,0.00707,0.00801,0.0125,0.00951,0.00634,0.00711,0.00569,0.00250,<0.00000,<0.00000,<0.00000,<0.00000,<0.00000,0.00278,<0.00000,0.00345,<0.00000,0.00737,0.00817,0.0191,<0.00000,0.0123,<0.00000,<0.00000
Ba135,0.0541,0.0531,<0.00000,0.126,0.0845,0.0547,0.107,0.0334,<0.00000,<0.00000,<0.00000,<0.00000,0.0340,0.0529,<0.00000,<0.00000,0.0392,<0.00000,0.0779,<0.00000,0.121,<0.00000,0.0598,0.0803
Ba137,<0.00000,0.0433,0.0677,0.0726,<0.00000,0.0442,0.0433,<0.00000,0.0243,0.0304,<0.00000,0.0135,0.0136,<0.00000,0.0287,<0.00000,0.0127,0.0454,0.0616,0.0399,<0.00000,<0.00000,0.120,<0.00000
La139,0.00460,0.00901,0.0173,0.00756,<0.00000,0.00798,<0.00000,0.00281,0.00440,0.00284,<0.00000,0.00200,0.00201,<0.00000,0.00212,0.00193,<0.00000,<0.00000,0.0182,0.0102,0.00707,0.00893,0.00491,<0.00000
Ce140,0.00360,0.00499,0.00451,<0.00000,0.00882,0.00624,<0.00000,0.00380,0.00343,0.00222,0.00261,0.00221,<0.00000,0.00172,0.00331,0.00212,<0.00000,0.00523,0.00709,<0.00000,0.00778,0.00401,<0.00000,0.00628
Gd157,0.0314,0.0308,0.0482,<0.00000,0.0244,0.0447,0.0219,0.00964,0.0214,<0.00000,0.00940,0.0138,<0.00000,<0.00000,0.0104,0.0211,0.0130,0.0466,0.0447,0.0410,0.0492,<0.00000,0.0484,0.0398
Yb172,0.0194,0.0135,0.0244,<0.00000,0.0215,0.0196,<0.00000,0.0134,<0.00000,0.00861,<0.00000,0.0122,0.0122,<0.00000,0.00918,<0.00000,<0.00000,0.0207,0.0281,0.0316,0.0489,<0.00000,0.0305,<0.00000

GLITTER!: Limit of Quantification.
Element,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03,FS4-1,FS4-2,FS4-3,FS4-4,FS4-5,FS4-6,FS4-7,FS4-8,FS4-9,FS4-10,STD610-07,STD610-08,612-07,612-08,BCR-2g-04,SCO-1-04,SCO-2-04
Li7,0.468,0.454,0.592,0.767,0.502,0.471,0.436,0.202,0.252,0.199,0.197,0.199,0.200,0.224,0.218,0.195,0.187,0.476,0.463,0.609,0.697,0.511,0.492,0.459
B11,0.414,0.404,0.523,0.655,0.453,0.437,0.436,0.191,0.236,0.182,0.183,0.188,0.188,0.207,0.203,0.185,0.184,0.477,0.469,0.599,0.724,0.534,0.481,0.480
Na23,1.11,1.10,1.49,1.93,1.28,1.15,1.09,0.499,0.618,0.485,0.476,0.484,0.485,0.530,0.524,0.467,0.456,1.15,1.15,1.54,1.90,1.30,1.21,1.15
Mg24,1.46,0.401,0.492,0.606,0.385,0.422,1.26,0.154,0.759,0.334,0.576,0.442,0.517,0.814,0.790,0.356,0.640,1.40,0.400,0.526,0.629,0.444,0.559,0.462
Mg25,2.85,1.04,1.36,1.62,1.27,1.06,1.33,0.450,2.48,1.30,1.42,1.74,0.845,1.22,4.55,1.85,1.14,3.48,1.07,1.44,1.65,1.19,1.24,2.07
Mg26,4.52,3.83,5.10,6.50,4.23,3.97,4.46,1.70,3.13,2.15,2.00,2.29,1.83,2.56,2.43,1.99,1.60,5.85,3.57,5.05,5.70,4.28,4.14,4.10
Al27,0.433,0.481,0.761,0.852,0.551,0.571,0.460,0.213,0.256,0.203,0.199,0.200,0.198,0.221,0.205,0.188,0.167,0.453,0.494,0.664,0.767,0.630,0.776,0.467
Si29,186.85,187.44,241.69,307.88,204.24,185.82,182.15,83.00,95.55,76.24,74.96,75.36,74.95,81.00,79.95,71.11,69.20,170.03,166.92,218.16,263.79,192.96,175.20,167.06
Si30,1239.09,1223.49,1578.78,2022.67,1349.92,1208.18,1184.98,548.95,648.82,511.32,506.43,513.91,511.39,555.71,547.00,487.52,474.13,1191.18,1147.74,1505.99,1787.95,1315.02,1194.75,1144.80
P31,10.77,11.16,14.75,18.33,11.98,11.14,10.52,4.62,5.36,4.20,4.17,4.13,4.14,4.47,4.27,3.84,3.70,9.18,9.32,12.57,14.61,10.51,9.78,9.00
Ca43,108.97,132.02,159.24,218.19,137.02,144.36,122.93,57.89,69.29,49.20,42.97,55.12,50.13,57.59,53.51,57.87,53.55,140.60,118.85,196.35,199.11,157.53,153.37,139.59
Ca44,64.01,64.01,80.97,104.67,70.37,63.66,62.47,29.18,34.24,26.96,25.99,26.92,26.57,29.14,28.63,25.90,24.88,61.94,59.44,77.12,91.60,66.63,61.87,59.06
Sc45,0.277,0.272,0.363,0.478,0.326,0.298,0.268,0.124,0.154,0.122,0.124,0.128,0.127,0.143,0.135,0.116,0.121,0.305,0.277,0.370,0.441,0.336,0.316,0.326
Ti47,0.914,0.838,0.991,0.994,0.903,1.37,0.775,0.607,0.487,0.434,0.358,0.396,0.444,0.463,0.420,0.447,0.383,0.969,1.03,1.17,1.56,0.920,1.11,0.862
Ti49,2.23,2.23,2.41,4.44,2.61,2.31,2.41,0.906,1.09,0.860,0.910,0.822,0.924,0.929,0.870,0.801,0.872,2.18,2.12,2.27,2.77,2.37,1.92,1.44
V51,0.134,0.115,0.107,0.198,0.110,0.109,0.113,0.0489,0.0553,0.0594,0.0520,0.0508,0.0533,0.0489,0.0525,0.0453,0.0490,0.139,0.115,0.118,0.155,0.113,0.133,0.104
Cr53,1.67,1.46,1.94,2.31,1.54,1.44,1.60,0.711,0.832,0.664,0.611,0.624,0.718,0.753,0.674,0.632,0.601,1.49,1.30,1.93,2.18,1.58,1.69,1.38
Mn55,0.580,0.582,0.735,0.959,0.635,0.582,0.563,0.261,0.319,0.243,0.243,0.244,0.251,0.267,0.266,0.244,0.247,0.594,0.568,0.775,0.927,0.674,0.618,0.586
Co59,0.0417,0.0600,0.0627,0.0782,0.0522,0.0617,0.0271,0.0258,0.0216,0.0198,0.0243,0.0221,0.0322,0.0463,0.0197,0.0295,0.0209,0.0474,0.0581,0.0911,0.0664,0.0608,0.0495,0.0440
Ni60,0.360,0.291,0.436,0.421,<0.00000,0.229,0.262,0.0667,0.206,0.171,0.149,0.139,0.136,0.192,0.168,0.147,0.162,0.357,0.271,0.241,0.346,0.277,0.202,0.261
Ni62,1.29,1.17,<0.00000,<0.00000,<0.00000,1.62,0.829,0.516,0.269,0.521,0.647,0.300,<0.00000,0.467,0.636,0.204,0.659,1.01,0.837,<0.00000,1.84,<0.00000,1.16,1.40
Cu63,0.122,0.123,0.183,0.185,0.111,0.0800,0.155,0.0657,0.0578,0.0385,0.0535,0.0497,0.0487,0.0492,0.0411,0.0483,0.0537,0.144,0.147,0.208,0.208,0.155,0.153,0.113
Zn66,0.746,0.811,0.866,1.05,0.698,0.671,0.725,0.288,0.326,0.246,0.268,0.313,0.304,0.288,0.303,0.276,0.293,0.730,0.726,0.918,0.963,0.750,0.601,0.687
Zn67,1.19,1.85,1.72,2.40,1.55,1.58,1.47,0.695,0.888,0.559,0.575,0.788,0.761,0.851,0.819,0.671,0.638,1.49,1.79,1.85,1.74,1.21,0.727,0.689
Ga69,0.0326,0.0743,0.0708,0.0635,0.0392,0.0585,<0.00000,0.0109,<0.00000,0.0156,0.0221,0.0156,0.0128,0.0233,0.0117,0.0123,0.0134,0.0303,0.0356,0.0532,0.0930,0.0403,0.0272,0.0333
Sr88,<0.00000,0.0357,0.0423,0.0227,<0.00000,0.0277,0.0235,0.0119,<0.00000,0.0105,0.00582,0.0121,0.00856,0.0115,<0.00000,0.0117,0.00802,0.0144,0.0276,0.0253,0.0303,<0.00000,0.0395,0.0200
Y89,0.0268,0.0429,0.0434,0.0360,<0.00000,<0.00000,0.0216,0.00949,0.0121,0.0166,<0.00000,0.00959,0.0136,0.0129,0.0125,0.0113,<0.00000,<0.00000,0.0155,0.0666,0.0482,0.0176,0.0168,0.0450
Zr90,0.0320,0.0443,0.0802,0.0526,0.0702,<0.00000,<0.00000,<0.00000,<0.00000,<0.00000,<0.00000,0.0242,<0.00000,0.0267,<0.00000,<0.00000,<0.00000,<0.00000,0.0553,0.0716,<0.00000,0.0362,<0.00000,0.0463
Nb93,0.0218,0.0246,0.0386,0.0293,0.0195,0.0219,0.0175,0.00770,<0.00000,<0.00000,<0.00000,<0.00000,<0.00000,0.00857,<0.00000,0.0106,<0.00000,0.0227,0.0251,0.0587,<0.00000,0.0377,<0.00000,<0.00000
Ba135,0.167,0.164,<0.00000,0.389,0.260,0.168,0.330,0.103,<0.00000,<0.00000,<0.00000,<0.00000,0.105,0.163,<0.00000,<0.00000,0.121,<0.00000,0.240,<0.00000,0.373,<0.00000,0.184,0.247
Ba137,<0.00000,0.133,0.208,0.223,<0.00000,0.136,0.133,<0.00000,0.0748,0.0935,<0.00000,0.0417,0.0418,<0.00000,0.0883,<0.00000,0.0390,0.140,0.189,0.123,<0.00000,<0.00000,0.368,<0.00000
La139,0.0141,0.0277,0.0532,0.0233,<0.00000,0.0246,<0.00000,0.00864,0.0135,0.00873,<0.00000,0.00615,0.00617,<0.00000,0.00652,0.00592,<0.00000,<0.00000,0.0560,0.0314,0.0218,0.0275,0.0151,<0.00000
Ce140,0.0111,0.0154,0.0139,<0.00000,0.0271,0.0192,<0.00000,0.0117,0.0106,0.00682,0.00803,0.00679,<0.00000,0.00528,0.0102,0.00653,<0.00000,0.0161,0.0218,<0.00000,0.0239,0.0123,<0.00000,0.0193
Gd157,0.0965,0.0947,0.148,<0.00000,0.0751,0.137,0.0674,0.0297,0.0658,<0.00000,0.0289,0.0424,<0.00000,<0.00000,0.0319,0.0648,0.0400,0.143,0.138,0.126,0.151,<0.00000,0.149,0.122
Yb172,0.0598,0.0415,0.0751,<0.00000,0.0660,0.0604,<0.00000,0.0413,<0.00000,0.0265,<0.00000,0.0375,0.0377,<0.00000,0.0283,<0.00000,<0.00000,0.0636,0.0864,0.0971,0.151,<0.00000,0.0939,<0.00000

GLITTER!: Trace element concentrations normalised to chondrite.
Element,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03,FS4-1,FS4-2,FS4-3,FS4-4,FS4-5,FS4-6,FS4-7,FS4-8,FS4-9,FS4-10,STD610-07,STD610-08,612-07,612-08,BCR-2g-04,SCO-1-04,SCO-2-04
Li7,195.39,194.68,16.54,17.08,4.11,0.735,1.070,0.978,1.124,0.900,0.910,1.072,1.134,1.175,0.956,1.070,1.083,194.60,194.72,16.54,16.97,4.13,0.677,1.018
B11,85.32,86.20,17.71,18.58,10.79,12.67,12.61,11.21,9.50,9.24,8.70,8.77,8.45,8.25,8.27,7.68,7.81,99.35,101.02,17.70,18.43,9.96,11.07,10.96
Na23,13.87,13.93,13.78,14.41,3.31,0.00537,0.01399,0.03078,0.0340,0.01234,0.01280,0.03275,0.01792,0.01783,0.01696,0.01378,0.01326,13.83,14.08,13.84,14.23,3.38,0.00555,0.01419
Mg24,0.00339,0.00345,0.00047,0.00049,0.1678,2.486,2.485,2.438,2.483,2.576,2.525,2.405,2.533,2.478,2.538,2.449,2.412,0.00342,0.00347,0.00047,0.00048,0.1719,2.556,2.549
Mg25,0.00362,0.00363,0.00046,0.00050,0.1774,2.679,2.701,2.662,2.645,2.74,2.71,2.61,2.76,2.67,2.70,2.58,2.60,0.00353,0.00365,0.00046,0.00049,0.177,2.73,2.72
Mg26,0.00358,0.00360,0.00047,0.00049,0.1783,2.622,2.635,2.606,2.556,2.728,2.663,2.559,2.679,2.634,2.659,2.543,2.575,0.00337,0.00361,0.00046,0.00049,0.176,2.64,2.65
Al27,0.784,0.780,0.829,0.839,5.92,0.00535,0.01060,0.01057,0.00895,0.00090,0.00084,0.00893,0.00173,0.00168,0.00220,0.00230,0.00238,0.777,0.784,0.830,0.836,5.91,0.00532,0.01031
Si29,2.028,2.016,2.07,2.16,1.666,1.208,1.208,1.197,1.212,1.209,1.209,1.207,1.210,1.203,1.200,1.199,1.169,2.01,2.01,2.08,2.13,1.68,1.208,1.208
Si30,1.94,1.93,2.05,2.20,1.66,1.270,1.241,1.120,1.142,1.155,1.156,1.129,1.157,1.146,1.170,1.124,1.099,1.91,1.93,2.05,2.17,1.66,1.274,1.261
P31,0.189,0.184,0.0191,0.0222,0.628,0.00735,0.0111,0.0177,0.0222,0.0122,0.0115,0.0193,0.0176,0.0177,0.0200,0.0216,0.0177,0.167,0.163,0.0192,0.0214,0.569,0.00589,0.0102
Ca43,6.07,6.07,6.30,6.30,3.78,0.0312,0.0400,0.0284,0.0238,0.00778,0.00697,0.0225,0.00802,0.00755,0.00807,0.00615,0.00824,6.07,6.07,6.30,6.30,3.78,0.0303,0.0405
Ca44,6.11,6.03,6.29,6.32,3.79,0.0569,0.0657,0.0534,0.0512,0.0331,0.0344,0.0508,0.0355,0.0353,0.0361,0.0342,0.0347,5.94,6.03,6.30,6.30,3.74,0.0539,0.0652
Sc45,44.89,44.58,4.60,4.64,3.69,0.807,0.716,0.623,0.626,0.642,0.647,0.611,0.593,0.578,0.544,0.520,0.534,45.18,45.73,4.61,4.63,3.60,0.772,0.652
Ti47,0.717,0.707,0.0651,0.0705,21.79,0.01190,0.0614,0.1900,0.1633,0.1787,0.1681,0.1666,0.1791,0.1753,0.1999,0.2000,0.2040,0.695,0.698,0.0670,0.0674,21.58,0.01096,0.0584
