GLITTER! 4.5b1: Laser Ablation Analysis Results

G:\2017-04-20 EMP UPDATED Windows reselected- Do not edit pre 29.09.17 612 standard\run3.b
Created: Fri Sep 29 18:23:58 2017

All values are reported in ppm

GLITTER!: Trace Element Concentrations MDL filtered.
Element,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03,FS4-1,FS4-2,FS4-3,FS4-4,FS4-5,FS4-6,FS4-7,FS4-8,FS4-9,FS4-10,STD610-07,STD610-08,612-07,612-08,BCR-2g-04,SCO-1-04,SCO-2-04
Ti49,0.769,0.751,0.0674,0.0671,23.32,0.00894,0.0594,0.2010,0.1726,0.1807,0.1770,0.1772,0.1911,0.1832,0.2095,0.210,0.212,0.753,0.757,0.0661,0.0687,23.13,0.01040,0.0583
V51,5.46,5.43,0.448,0.469,5.22,0.0375,0.0717,0.1359,0.1433,0.0456,0.0454,0.1426,0.0548,0.0550,0.0738,0.0677,0.0685,5.43,5.43,0.452,0.461,5.34,0.0387,0.0764
Cr53,0.1050,0.1068,0.00918,0.00912,0.00387,0.0350,0.0680,0.0891,0.0949,0.0513,0.0508,0.0945,0.0677,0.0666,0.0579,0.0271,0.0271,0.1032,0.1015,0.00933,0.00898,0.00372,0.0349,0.0664
Mn55,0.1504,0.1496,0.01297,0.01346,0.541,0.373,0.332,0.357,0.372,0.357,0.372,0.392,0.412,0.408,0.3203,0.360,0.354,0.1495,0.1509,0.01306,0.01327,0.545,0.387,0.336
Co59,0.553,0.548,0.0455,0.0479,0.0521,0.1993,0.2044,0.2112,0.2278,0.2040,0.2093,0.2269,0.2197,0.2211,0.2056,0.2045,0.1996,0.561,0.558,0.0458,0.0472,0.0538,0.2062,0.2122
Ni60,0.0280,0.0280,0.00235,0.00236,0.00078,0.1929,0.2010,0.1968,0.2052,0.2153,0.2113,0.2056,0.2167,0.2181,0.1825,0.1940,0.1875,0.0279,0.0283,0.00230,0.00241,0.00078,0.195,0.206
Ni62,0.0290,0.0291,0.00238,0.00232,0.00107,0.199,0.209,0.202,0.211,0.225,0.225,0.216,0.227,0.227,0.190,0.198,0.193,0.0285,0.0286,0.00223,0.00250,0.00104,0.198,0.202
Cu63,2.685,2.671,0.2234,0.2272,0.1128,0.00517,0.0265,0.0486,0.0524,0.00398,0.00352,0.0523,0.00492,0.00521,0.01408,0.01636,0.01446,2.719,2.722,0.2243,0.2256,0.1156,0.00567,0.0259
Zn66,0.969,0.983,0.0850,0.0841,0.387,0.1230,0.1486,0.1944,0.2066,0.1293,0.1297,0.2026,0.1517,0.1611,0.1674,0.218,0.207,0.990,1.010,0.0847,0.0846,0.395,0.1301,0.151
Zn67,1.001,1.035,0.0841,0.0854,0.489,0.1151,0.1413,0.1804,0.1922,0.1231,0.1211,0.1910,0.1430,0.1455,0.1464,0.2008,0.1904,0.991,0.989,0.0847,0.0845,0.477,0.1195,0.1360
Ga69,28.93,29.29,2.380,2.497,5.20,0.00055,0.00694,0.01684,0.01914,0.00133,0.00137,0.01809,0.00542,0.00459,0.00783,0.00999,0.01066,28.60,28.79,2.42,2.43,4.92,0.00269,0.00625
Sr88,42.53,42.95,6.56,6.63,27.77,-0.00002,0.00043,0.00029,0.00057,0.00014,0.00006,0.00032,0.00022,-0.00005,0.00011,-0.00014,0.00012,42.45,42.85,6.60,6.57,27.64,-0.00024,0.00038
Y89,208.91,204.08,17.00,17.04,12.84,0.0124,0.0216,0.0046,0.0030,-0.00102,0.00587,0.00263,0.00084,0.00056,0.00040,0.00201,0.00116,205.58,204.89,17.13,16.91,12.81,0.0148,0.0250
Zr90,79.92,78.67,6.84,6.84,28.21,0.0110,0.0071,0.0250,0.0165,0.0796,0.0831,0.0157,0.0417,0.0404,0.0269,0.0293,0.0327,79.08,78.95,6.87,6.81,28.29,0.0118,0.0071
Nb93,1236.39,1223.24,103.22,104.45,33.53,0.0009,0.0037,0.0429,0.0242,1.050,0.979,0.0487,0.320,0.237,0.163,0.249,0.208,1226.55,1250.66,103.72,103.71,34.30,0.0425,0.0108
Ba135,130.82,132.24,11.46,11.62,202.26,0.0058,-0.007,-0.0008,0.0085,0.00,0.0022,0.0011,0.0036,-0.0058,0.0073,0.0033,0.0001,132.44,135.41,11.47,11.58,204.91,0.0001,-0.0022
Ba137,132.55,132.17,11.30,11.84,202.30,-0.0010,-0.0012,0.00066,0.0018,-0.0036,0.0025,-0.0006,0.0020,0.00140,0.0003,0.0031,0.0024,129.61,132.42,11.66,11.37,197.96,-0.037,0.0044
La139,1184.51,1173.49,97.31,99.21,63.43,0.0010,0.0099,-0.0006,0.0014,0.0001,0.0043,-0.0017,-0.0017,0.00096,0.0048,0.0001,0.00,1182.56,1181.86,97.77,98.38,63.49,0.0001,0.0041
Ce140,473.28,468.24,39.74,40.64,53.21,-0.0016,0.00059,-0.0011,0.0007,-0.00048,0.0001,0.00079,0.00105,0.00060,0.0015,0.0094,0.00336,468.47,474.72,40.56,39.65,53.19,0.0038,-0.0017
Gd157,1473.26,1453.11,120.73,123.59,18.48,-0.090,0.012,0.032,-0.031,0.020,0.001,0.015,0.021,0.023,0.017,-0.008,-0.009,1471.23,1462.90,120.92,122.87,18.73,-0.072,-0.045
Yb172,1892.63,1848.48,157.48,158.96,12.21,0.012,0.071,-0.009,0.0100,-0.003,0.0194,0.001,-0.018,0.00,-0.012,0.0038,0.040,1900.72,1876.33,156.93,159.25,11.70,0.021,0.113

GLITTER!: Mean Raw CPS background NOT subtracted.
Element,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03,FS4-1,FS4-2,FS4-3,FS4-4,FS4-5,FS4-6,FS4-7,FS4-8,FS4-9,FS4-10,STD610-07,STD610-08,612-07,612-08,BCR-2g-04,SCO-1-04,SCO-2-04
Li7,    948500,    964593,     67424,     56528,    24236,      9595,     11045,     16698,     15960,     16097,     16274,     18130,     18808,     18344,     15994,     18797,     19084,    921855,    962136,     66562,     59773,    24051,      9375,     10980
B11,    185559,    189130,     30122,     24948,    21736,     26299,     27538,     51218,     35360,     42582,     39683,     39691,     37705,     33256,     32798,     34459,     35533,    170739,    178635,     23945,     21548,    16092,     18173,     18739
Na23, 182500192, 187029392, 139040448, 115374104, 39750928,     97989,    217581,    932182,    841423,    402168,    415335,   1022209,    571205,    520295,    495323,    463603,    458790, 176614432, 187590224, 136589440, 122067864, 39750560,     99337,    215399
Mg24,    391791,    399132,     40986,     33910, 17252528, 268084752, 284544448, 607832320, 503581376, 659514432, 643919424, 615277440, 644976128, 573571584, 584453440, 645691008, 651978176,    369184,    385036,     38960,     34672, 16722911, 260670256, 273456064
Mg25,     50094,     50808,      4920,      4182,  2207954,  35004372,  37501980,  80510480,  65110000,  85163840,  84159752,  81271872,  85614512,  75324624,  75882768,  83095648,  85918664,     46647,     49450,      4727,      4313,  2113262,  34185392,  35797692
Mg26,     57582,     58555,      6950,      5966,  2535488,  39166248,  41863244,  90256704,  72108272,  97327160,  94755288,  91491688,  95460320,  85474592,  86000832,  94255184,  98029360,     53360,     57584,      6639,      6066,  2437690,  38314892,  40494596
Al27,   7387528,   7484205,   5963319,   4780349, 50483104,     48579,    101112,    219016,    151016,     19608,     18263,    189822,     36965,     32836,     42465,     50660,     53744,   6859903,   7206316,   5638827,   4928541, 47726320,     46185,     92207
Si29,   5261350,   5338467,   4127345,   3428021,  3953864,   3021431,   3213535,   6898341,   5693202,   7175485,   7155929,   7181873,   7180368,   6506464,   6468423,   7407545,   7416241,   5041522,   5261752,   4046815,   3599986,  3884572,   2945195,   3102463
Si30,   5018102,   5086635,   4270056,   3789879,  4141851,   3462047,   3600474,   6100641,   5131499,   6269211,   6273441,   6171017,   6261088,   5721380,   5803557,   6289816,   6306661,   4614458,   4807917,   3972431,   3751865,  3901139,   3244914,   3360978
P31,     52854,     54096,     13661,     12876,   147196,     11214,     12103,     18743,     17810,     14788,     14694,     19017,     18178,     17166,     18153,     20990,     18926,     49796,     51691,     12625,     12450,   144676,      9820,     10664
Ca43,    120405,    122805,     95704,     75925,    68243,       793,       964,      1417,      1006,       479,       414,      1174,       493,       454,       458,       478,       567,    114676,    119402,     91904,     79760,    65626,       754,       961
Ca44,   1921826,   1936550,   1517437,   1211413,  1090138,     26993,     31320,     48303,     38834,     33491,     33989,     46270,     34918,     32522,     32943,     35231,     36048,   1802773,   1908026,   1477267,   1286552,  1047814,     24289,     28716
Sc45,    350982,    354996,     27907,     22424,    26580,      6468,      6069,     11134,      9178,     11742,     11830,     11234,     10863,      9698,      9071,      9854,     10423,    331610,    349274,     26431,     23106,    24620,      5894,      5371
Ti47,     28507,     28709,      2000,      1714,   790411,       502,      2507,     16880,     11811,     16350,     15345,     15293,     16397,     14625,     16622,     19082,     19994,     26865,     28162,      2022,      1778,   768635,       439,      2321
Ti49,     21809,     21732,      1510,      1255,   602741,       312,      1799,     12742,      8932,     11816,     11569,     11632,     12526,     10944,     12464,     14311,     14862,     20853,     21846,      1451,      1318,   589110,       322,      1673
V51,    440056,    446867,     27748,     23108,   384089,      2978,      5986,     24484,     21041,      8575,      8494,     26603,     10259,      9357,     12522,     13154,     13708,    425867,    443870,     27444,     24351,   386297,      3037,      6186
Cr53,     41429,     42973,      2924,      2317,     1526,     13317,     27401,     77917,     67653,     46343,     45726,     85440,     61128,     54786,     47473,     25579,     26281,     39373,     40344,      2892,      2434,     1442,     12984,     25839
Mn55,    487621,    494082,     34746,     29125,  1580168,   1143351,   1080038,   2523667,   2140396,   2597644,   2688969,   2849032,   2977378,   2678733,   2093369,   2693918,   2716945,    453663,    476389,     33124,     29621,  1504950,   1121627,   1022750
Co59,    372230,    375767,     23413,     19493,    31784,    127444,    138784,    312251,    274022,    309878,    316671,    344548,    332059,    303937,    281193,    320263,    320550,    355004,    367352,     22321,     19944,    31135,    125098,    135454
Ni60,     94257,     96098,      6065,      4831,     2389,    615717,    681086,   1451614,   1230694,   1630014,   1593188,   1555091,   1630622,   1492246,   1241627,   1510400,   1497267,     87630,     92425,      5562,      5072,     2242,    586947,    652082
Ni62,     13664,     13976,       858,       664,      460,     89495,    100192,    210769,    179252,    242589,    241535,    233211,    244517,    223126,    186259,    222218,    222136,     12991,     13558,       784,       772,      435,     87135,     93775
Cu63,    250604,    253891,     15963,     12849,     9549,       471,      2542,      9998,      8745,       852,       769,     11006,      1052,      1011,      2675,      3565,      3241,    237477,    247394,     15129,     13188,     9259,       515,      2305
Zn66,     85522,     88549,      5853,      4605,    31136,     10453,     13430,     37992,     32872,     26017,     26059,     40854,     30508,     29470,     30522,     45538,     44367,     83595,     88926,      5638,      4880,    30732,     10651,     13079
Zn67,     14002,     14805,       917,       746,     6262,      1566,      2038,      5649,      4910,      3976,      3907,      6204,      4638,      4304,      4320,      6778,      6608,     13563,     14120,       913,       787,     6022,      1586,      1903
Ga69,    418418,    432250,     26391,     21961,    68489,        28,       102,       544,       500,        52,        62,       608,       184,       153,       239,       349,       383,    398725,    418478,     26074,     22777,    63064,        40,        95
Sr88,    510505,    525761,     60241,     48339,   303298,         5,         9,        13,        12,         7,         2,        14,         8,         2,         2,         1,         6,    487904,    513161,     58534,     50633,   291826,         7,         7
Y89,    421937,    420351,     26299,     20895,    23597,        23,        47,        23,        13,         3,        26,        14,         9,         6,         5,        13,         5,    397796,    413143,     25591,     21939,    22774,        29,        60
Zr90,    192243,    193044,     12613,      9993,    61807,        25,        17,       133,        71,       436,       455,        90,       228,       205,       134,       167,       191,    182977,    190384,     12280,     10565,    60194,        26,        19
Nb93,    384357,    387843,     24575,     19721,     9491,         3,         3,        31,        13,       744,       692,        34,       226,       154,       104,       187,       157,    365905,    388822,     23896,     20743,     9412,        12,         3
Ba135,     37189,     38304,      2488,      2003,    52135,         2,         3,         2,         4,         0,         1,         0,         5,         2,         4,         2,         4,     35532,     37824,      2369,      2080,    50325,         1,         2
Ba137,     65316,     66479,      4275,      3553,    91035,         2,         2,         0,         4,         2,         2,         0,         3,         1,         5,         3,         4,     62139,     66218,      4323,      3662,    87501,         0,         2
La139,    426730,    431424,     26886,     21742,    20846,         4,         3,         2,         5,         2,         3,         0,         0,         0,         4,         1,         0,    412667,    430058,     26369,     23055,    20409,         1,         1
Ce140,    567664,    573296,     36561,     29681,    58306,         2,         0,         5,         5,         1,         4,         4,         2,         2,         9,        29,         9,    547204,    578366,     36633,     31132,    57296,         4,         2
Gd157,     91732,     92240,      5755,      4667,     1046,         0,         2,         5,         0,         2,         1,         4,         2,         2,         3,         5,         1,     87276,     90400,      5534,      4883,     1019,         1,         1
Yb172,    154214,    153426,      9803,      7837,      904,         3,         5,         5,         1,         2,         3,         5,         2,         0,         0,         0,         7,    145543,    149548,      9256,      8152,      819,         7,         8

GLITTER!: Mean Raw CPS background subtracted.
Element,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03,FS4-1,FS4-2,FS4-3,FS4-4,FS4-5,FS4-6,FS4-7,FS4-8,FS4-9,FS4-10,STD610-07,STD610-08,612-07,612-08,BCR-2g-04,SCO-1-04,SCO-2-04
Li7,    942125,    958345,     61172,     50177,    18118,      3405,      5278,     10525,      9861,      9991,     10083,     11951,     12612,     11903,      9661,     12409,     12908,    915576,    955671,     60176,     53687,    17908,      3089,      4897
B11,    183971,    187591,     28637,     23569,    20289,     24779,     25935,     49732,     33938,     41261,     38327,     38337,     36398,     31970,     31557,     33186,     34239,    169418,    177284,     22717,     20283,    14830,     17076,     17558
Na23, 182470704, 186999360, 139008272, 115341232, 39718404,     67742,    187948,    901694,    811570,    372748,    385909,    992632,    541761,    491020,    465731,    433938,    428984, 176584720, 187558000, 136556592, 122031344, 39718368,     68582,    184809
Mg24,    385303,    398628,     40540,     33504, 17252160, 268084256, 284539552, 607831936, 503575808, 659512704, 643914176, 615274432, 644972096, 573563200, 584445376, 645688960, 651971072,    363959,    384576,     38506,     34204, 16722474, 260669488, 273455488
Mg25,     49555,     50733,      4845,      4118,  2207867,  35004304,  37501860,  80510416,  65108688,  85163264,  84159040,  81270832,  85614272,  75324208,  75876792,  83094400,  85918160,     45926,     49376,      4651,      4241,  2113191,  34185308,  35797428
Mg26,     55833,     57245,      5590,      4630,  2534213,  39164960,  41861472,  90255432,  72105520,  97325088,  94753432,  91489320,  95458824,  85472160,  85998568,  94253280,  98028064,     50642,     56485,      5385,      4908,  2436464,  38313624,  40493216
Al27,   7387049,   7483591,   5962419,   4779670, 50482468,     47797,    100562,    218436,    150482,     19075,     17733,    189301,     36461,     32315,     42005,     50173,     53338,   6859443,   7205722,   5638215,   4927951, 47725572,     44944,     91709
Si29,   5218017,   5293058,   4082967,   3384484,  3910776,   2980383,   3170679,   6854237,   5655952,   7137527,   7117861,   7144560,   7143681,   6470889,   6432562,   7371721,   7380432,   5007856,   5226477,   4012341,   3563442,  3847792,   2911757,   3068696
Si30,   3870593,   3923488,   3133546,   2663954,  3015880,   2424082,   2517428,   4950584,   4109168,   5254901,   5242903,   5143331,   5251278,   4733218,   4814406,   5299390,   5319390,   3647007,   3832983,   3013702,   2773702,  2907465,   2341012,   2440768
P31,     44231,     44314,      3472,      3230,   137806,      1707,      2764,      9699,      9933,      6941,      6568,     11207,     10251,      9424,     10733,     13334,     11324,     42420,     43337,      3816,      3717,   136072,      1491,      2733
Ca43,    120282,    122618,     95544,     75744,    68082,       589,       803,      1241,       846,       350,       312,      1011,       360,       308,       328,       286,       394,    114490,    119258,     91680,     79593,    65430,       550,       774
Ca44,   1911271,   1925562,   1507105,   1200980,  1079539,     17035,     20904,     37041,     28954,     23690,     24548,     36442,     25409,     23027,     23462,     25434,     26509,   1793560,   1898804,   1468390,   1277476,  1038784,     15712,     20037
Sc45,    350529,    354543,     27435,     21932,    26069,      5978,      5638,     10681,      8732,     11295,     11353,     10744,     10388,      9200,      8612,      9425,      9931,    331128,    348845,     25993,     22657,    24131,      5419,      4813
Ti47,     28485,     28689,      1984,      1704,   790393,       454,      2490,     16830,     11790,     16324,     15327,     15271,     16369,     14600,     16601,     19052,     19970,     26841,     28133,      2001,      1750,   768617,       409,      2302
Ti49,     21742,     21663,      1462,      1156,   602664,       242,      1717,     12685,      8879,     11764,     11508,     11583,     12465,     10892,     12417,     14261,     14799,     20792,     21784,      1410,      1273,   589049,       278,      1646
V51,    439939,    446778,     27702,     23013,   384023,      2905,      5900,     24404,     20975,      8454,      8398,     26514,     10161,      9289,     12441,     13078,     13613,    425749,    443783,     27390,     24284,   386231,      2936,      6117
Cr53,     41231,     42817,      2763,      2178,     1388,     13178,     27215,     77734,     67494,     46180,     45583,     85296,     60938,     54612,     47329,     25419,     26129,     39227,     40223,      2740,      2292,     1303,     12809,     25709
Mn55,    484717,    491045,     31908,     26218,  1577315,   1140602,   1077252,   2520710,   2137595,   2595053,   2686281,   2846421,   2974651,   2676180,   2090748,   2691141,   2713971,    450989,    473743,     30314,     26720,  1502072,   1118971,   1020114
Co59,    372220,    375746,     23400,     19480,    31772,    127424,    138780,    312232,    274014,    309867,    316654,    344534,    332030,    303887,    281184,    320237,    320536,    354993,    367334,     22296,     19934,    31120,    125086,    135444
Ni60,     94218,     96071,      6031,      4812,     2389,    615702,    681065,   1451607,   1230654,   1629969,   1593153,   1555062,   1630594,   1492200,   1241591,   1510365,   1497222,     87596,     92404,      5553,      5058,     2225,    586937,    652064
Ni62,     13655,     13968,       858,       664,      460,     89480,    100188,    210761,    179251,    242581,    241522,    233208,    244517,    223120,    186249,    222217,    222121,     12985,     13554,       784,       764,      435,     87128,     93764
Cu63,    250570,    253857,     15918,     12821,     9527,       457,      2488,      9950,      8721,       836,       736,     10979,      1026,       989,      2659,      3537,      3205,    237437,    247349,     15077,     13151,     9220,       473,      2280
Zn66,     85377,     88370,      5733,      4500,    31031,     10341,     13288,     37882,     32782,     25935,     25958,     40721,     30383,     29377,     30415,     45426,     44235,     83468,     88788,      5513,      4780,    30618,     10570,     12962
Zn67,     13989,     14774,       901,       727,     6244,      1545,      2018,      5627,      4887,      3962,      3891,      6175,      4611,      4276,      4293,      6755,      6586,     13544,     14091,       895,       776,     6011,      1582,      1899
Ga69,    418411,    432213,     26371,     21952,    68480,         7,       102,       540,       500,        43,        45,       600,       179,       138,       235,       343,       376,    398719,    418469,     26063,     22754,    63056,        36,        88
Sr88,    510505,    525752,     60233,     48337,   303298,         0,         5,         7,        12,         3,         1,         8,         5,         0,         2,         0,         3,    487903,    513155,     58532,     50630,   291826,         0,         4
Y89,    421933,    420340,     26292,     20892,    23597,        23,        44,        20,        10,         0,        26,        12,         3,         2,         1,         9,         5,    397796,    413142,     25577,     21934,    22773,        27,        49
Zr90,    192242,    193041,     12607,      9991,    61801,        25,        17,       133,        71,       436,       455,        86,       228,       201,       134,       167,       191,    182977,    190380,     12276,     10565,    60192,        26,        16
Nb93,    384354,    387839,     24569,     19719,     9488,         0,         1,        29,        13,       744,       692,        34,       226,       152,       104,       183,       157,    365902,    388818,     23883,     20743,     9404,        12,         3
Ba135,     37188,     38303,      2488,      2000,    52132,         1,         0,         0,         4,         0,         1,         0,         2,         0,         4,         2,         0,     35532,     37822,      2369,      2077,    50325,         0,         0
Ba137,     65316,     66476,      4271,      3550,    91035,         0,         0,         0,         1,         0,         2,         0,         2,         1,         0,         3,         2,     62137,     66212,      4322,      3662,    87501,         0,         2
La139,    426728,    431418,     26874,     21741,    20846,         0,         3,         0,         0,         0,         3,         0,         0,         0,         3,         0,         0,    412667,    430036,     26365,     23054,    20405,         0,         1
Ce140,    567662,    573293,     36559,     29681,    58299,         0,         0,         0,         1,         0,         0,         2,         2,         1,         3,        26,         9,    547201,    578360,     36633,     31129,    57294,         4,         0
Gd157,     91730,     92237,      5751,      4667,     1045,         0,         0,         4,         0,         2,         0,         2,         2,         2,         2,         0,         0,     87270,     90394,      5531,      4880,     1019,         0,         0
Yb172,    154211,    153425,      9800,      7837,      901,         0,         5,         0,         1,         0,         3,         0,         0,         0,         0,         0,         7,    145540,    149543,      9252,      8145,      819,         1,         8
GLITTER!: Fractionation%.
Element,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03,FS4-1,FS4-2,FS4-3,FS4-4,FS4-5,FS4-6,FS4-7,FS4-8,FS4-9,FS4-10,STD610-07,STD610-08,612-07,612-08,BCR-2g-04,SCO-1-04,SCO-2-04
Li7,-0.608841,-3.30731,0.653805,-0.918394,-4.29006,13.2299,-3.14827,4.60408,-5.49707,1.72503,0.615147,0.252395,3.63621,6.53754,5.02077,0.981837,6.53386,0.671429,0.203349,-0.867983,0.973395,1.87015,1.60603,-2.06444
B11,-0.337745,0.0987131,1.21169,-2.03109,0.275936,2.47661,-0.903280,-3.40435,-6.64240,-2.53698,-5.18163,0.952705,-8.51206,-6.15133,-9.51000,-10.4459,-6.15503,-1.28024,-0.512269,2.70468,-3.05019,-1.10183,-6.16663,-7.48448
Na23,-0.325755,-1.75594,0.879287,-1.50659,2.62435,3.88205,0.953658,1.72047,0.327962,5.25821,1.41272,3.53050,3.42952,9.21227,5.65329,0.464166,6.22108,1.36212,1.06030,1.08387,-1.22252,3.21463,4.61913,3.74628
Mg24,-1.08042,-1.26936,1.48010,-2.34008,0.693505,0.947206,-0.702827,1.33945,-0.924549,2.13470,1.08891,1.28846,-2.10311,1.71816,-1.39261,-4.63287,1.67128,0.861105,2.53110,1.75819,-1.86428,-2.76862,-0.426846,-1.31514
Mg25,0.671199,0.283796,-0.144586,-0.224523,-2.39460,0.608829,0.607001,2.20459,0.570082,2.10333,-3.06359,-0.925068,-0.997473,-0.788712,-4.78819,-4.57009,-3.18064,0.758437,0.631316,4.64675,-5.28782,-6.32630,-4.79299,-1.59132
Mg26,-1.99929,-3.17063,0.320551,-0.675204,-3.91485,-1.12003,-2.38062,-0.265932,-0.254181,-0.989107,-3.55664,2.71931,-2.49506,1.46136,-6.54524,-5.94338,-0.541416,-0.313383,-0.880429,2.47733,-2.83270,-2.67322,-3.26012,0.897140
Al27,-0.386200,0.573173,1.15570,-1.69406,0.376471,0.841506,-2.26022,0.407839,-0.826400,-1.53898,-3.06398,3.83538,-5.03315,-3.42144,-5.68731,-6.43604,-4.71426,0.673801,2.41100,0.682682,-0.664158,-0.538373,-2.61539,-1.07294
Si29,-3.10756,-2.43231,0.253116,-0.519709,1.80828,3.23355e-005,1.61677e-005,3.26274e-005,3.22186e-005,1.61482e-005,2.42399e-005,2.42751e-005,1.61365e-005,1.62305e-005,1.62740e-005,1.62859e-005,0.000000,1.19569,0.853264,0.884890,-1.01118,1.18351,-8.08387e-006,-8.08387e-006
Si30,-1.58720,-3.72577,0.281798,-0.669452,-4.08017,1.64403,-3.25353,-4.09944,-4.05266,0.819075,-0.255245,-3.25961,-0.908983,-4.68588,-3.53582,-5.47393,-1.04111,-1.38592,-1.47162,1.17766,-1.55860,-4.03864,-2.12013,-2.94714
P31,1.07681,0.642367,6.28844,-8.24334,1.58677,-5.88857,-5.94765,-1.99447,-0.524038,2.54318,-7.56141,0.739896,-6.68824,2.65475,-2.87171,-11.0431,-8.73242,0.949456,-3.26658,-6.54388,7.13020,-4.55797,-41.4658,-12.3222
Ca43,4.76922e-005,3.81537e-005,4.59292e-005,4.59292e-005,3.82743e-005,-1.62943,13.1832,-3.92831,-13.2200,3.92001,7.22220,-3.72864,-16.2742,0.608627,-14.8516,12.3036,-27.7582,2.86153e-005,2.86153e-005,1.83717e-005,1.83717e-005,0.000000,-1.19306,3.93788
Ca44,-0.207544,-1.02210,0.885285,-1.35044,-1.00969,4.19938,-1.35045,1.12480,-1.56854,3.26217,-2.72178,4.95918,1.30306,6.56822,-4.66588,-8.25477,1.60005,3.51606,4.99818,1.87999,-1.91661,-1.20855,0.596749,2.13556
Sc45,0.597254,0.524712,0.947565,-1.50918,0.556437,0.847093,1.28372,-5.05002,-2.82220,-3.05768,1.88006,-0.395443,3.53117,1.93828,-2.57475,0.498390,-0.843216,0.380163,0.579726,2.63656,-2.74510,-1.57061,-2.57741,-6.68888
Ti47,7.19212,3.25937,3.47363,-5.49641,3.64294,18.2431,-0.209242,2.03377,0.193587,-0.977454,-4.20062,-0.729140,-2.91880,-4.68353,-9.39813,-10.4915,-7.28299,-3.32388,-6.29127,5.46813,-5.63481,-8.68679,-7.62758,-5.84633
Ti49,1.35842,6.49064,-7.53511,11.0245,2.65163,53.0472,2.24886,1.79926,2.98358,1.01727,-6.11122,1.63004,-2.68917,-0.241980,-6.12788,-5.12797,-3.39304,-0.591917,-0.968795,6.57366,-7.74004,-6.09603,-0.426166,-4.28377
V51,-1.15248,-0.728928,1.34746,-2.03459,2.66464,5.64383,-0.178539,3.68955,3.21735,1.13184,-5.69275,0.241261,-5.08926,0.0672997,-5.00821,-1.16818,4.16408,1.22280,1.23987,0.216041,-0.170437,1.59204,4.63258,1.40397
Cr53,3.82568,4.46023,2.40831,-3.25735,1.63537,11.8410,3.76628,3.70689,2.11666,9.52082,8.81095,3.66848,3.94843,4.88248,6.67742,-1.06696,5.15148,3.01250,2.14171,0.0454926,0.188868,-0.291121,-2.31303,2.85375
Mn55,-2.09008,-1.22251,0.537342,-0.868295,0.731608,3.20187,1.03278,-0.379150,1.71309,3.73021,0.717375,-0.286610,-0.000241766,0.0268889,2.33696,-0.512877,-2.34503,2.26126,0.759377,0.581997,-0.642947,-1.32043,-0.331249,0.379534
Co59,-1.45366,-0.709082,0.727028,-1.18487,5.07817,5.45011,6.21489,0.625815,-1.82575,5.08457,1.83530,4.56129,2.57241,6.90483,3.86969,-0.320642,2.63986,-0.220071,1.19185,0.919658,-1.02003,0.750772,4.63345,3.30465
Ni60,4.97322,4.29916,1.35627,-1.73662,0.575851,9.16384,6.11887,4.06117,1.08749,7.36731,2.19098,2.23253,4.05645,6.61093,0.441701,0.357174,1.15696,-2.58367,-1.47002,-1.78673,2.02787,-6.58271,0.0426024,0.857048
Ni62,-1.86884,-1.65258,1.76256,-3.13355,-5.67760,7.89272,6.19986,4.23210,1.12722,7.36052,6.28188,9.07191,7.86426,16.7584,12.1590,12.7844,13.3178,11.7287,15.5653,11.6076,-13.4963,0.508153,18.2403,20.2108
Cu63,-3.02812,-2.03314,1.23899,-1.97042,-5.30913,-11.4826,-3.67239,0.174124,0.945035,1.48133,-11.6115,0.765013,9.61675,8.52758,17.9470,-4.83111,9.09590,1.44128,-0.240045,3.15264,-3.29760,-0.693142,8.35240,0.332568
Zn66,2.19508,4.03093,0.892802,-1.38196,4.87326,8.43186,7.56199,8.69100,7.43139,10.5671,13.1359,12.0212,5.86210,10.1421,10.3820,4.06218,7.71886,1.55002,0.382103,2.87930,-2.97463,0.952525,2.52045,5.63084
Zn67,1.31445,1.94573,1.35454,-1.89110,3.35393,11.5877,7.52058,7.98076,2.73457,8.17310,7.42849,12.3358,5.08510,15.8848,7.56442,6.51060,4.40661,3.81117,3.52695,-0.553903,0.681970,3.26317,9.77425,10.4714
Ga69,-0.902465,-0.269311,1.97379,-3.08546,-1.43170,14.1937,4.78425,2.86351,5.86701,-67.9883,24.6188,18.7054,-1.82740,24.3672,-13.1344,1.91516,-0.851687,4.30889,3.37628,1.78533,-1.77514,0.819189,-36.4329,10.7129
Sr88,-0.153728,-0.858952,1.20645,-1.76394,-0.223499,-447.094,136.335,31.7694,-16.5809,184.737,-180.585,11.1615,115.490,-428.464,106.098,70.7526,-151.518,0.566237,1.04726,0.901161,-0.855142,-0.976766,7.34906,2.29737
Y89,-0.645084,-0.218396,1.76086,-2.55499,0.118479,-4.90645,-60.0299,-9.89635,-19.0962,-19.1756,-162.576,69.0130,175.448,58.8411,7.97630,68.7177,-94.9939,3.67481,3.81390,2.27383,-2.20872,2.87761,3.14836,46.1443
